dep(sent-2, Congress-1)
nn(unit-39, insurance-38)
nsubj(facing-40, unit-39)
dep(leave-32, facing-40)
amod(claims-42, big-41)
dobj(facing-40, claims-42)
punct(hit-8, .-43)

dep(rose-2, B.A.T-1)
root(ROOT-0, rose-2)
num(pence-4, five-3)
dobj(rose-2, pence-4)
punct(cents-7, -LRB--5)
num(cents-7, eight-6)
appos(pence-4, cents-7)
punct(cents-7, -RRB--8)
prep(rose-2, to-9)
num(pence-11, 756-10)
pobj(to-9, pence-11)
punct($-13, -LRB--12)
appos(pence-11, $-13)
num($-13, 11.91-14)
punct($-13, -RRB--15)
prep(rose-2, in-16)
dep(in-16, London-17)
dep(rose-2, yesterday-18)
mark(erased-24, as-19)
det(rally-23, a-20)
amod(rally-23, late-21)
nn(rally-23, market-22)
nsubj(erased-24, rally-23)
advcl(rose-2, erased-24)
det(fall-27, a-25)
amod(fall-27, 28-pence-26)
dobj(erased-24, fall-27)
advmod(fall-27, earlier-28)
prep(earlier-28, in-29)
det(day-31, the-30)
pobj(in-29, day-31)
punct(rose-2, .-32)

aux(fight-2, To-1)
dep(plans-7, fight-2)
dep(fight-2, off-3)
dep(fight-2, predators-4)
punct(plans-7, ,-5)
dep(plans-7, B.A.T-6)
root(ROOT-0, plans-7)
aux(spin-9, to-8)
xcomp(plans-7, spin-9)
dep(spin-9, off-10)
quantmod($-12, about-11)
dobj(spin-9, $-12)
number(billion-14, 6-13)
num($-12, billion-14)
prep($-12, in-15)
dep(in-15, assets-16)
punct(spin-9, ,-17)
advmod(spin-9, largely-18)
prep(spin-9, by-19)
pcomp(by-19, selling-20)
amod(units-24, such-21)
nn(units-24, U.S.-22)
nn(units-24, retailing-23)
dobj(selling-20, units-24)
prep(units-24, as-25)
nn(Field-27, Marshall-26)
pobj(as-25, Field-27)
cc(Field-27, and-28)
conj(Field-27, Saks-29)
cc(by-19, and-30)
conj(by-19, by-31)
pcomp(by-31, floating-32)
poss(paper-35, its-33)
amod(paper-35, big-34)
dobj(floating-32, paper-35)
cc(paper-35, and-36)
nn(business-39, U.K.-37)
nn(business-39, retailing-38)
conj(paper-35, business-39)
prep(floating-32, via-40)
nn(issues-42, share-41)
pobj(via-40, issues-42)
prep(issues-42, to-43)
amod(holders-45, existing-44)
pobj(to-43, holders-45)
punct(plans-7, .-46)

dep(help-3, Proceeds-1)
aux(help-3, will-2)
root(ROOT-0, help-3)
ccomp(help-3, pay-4)
prep(pay-4, for-5)
det(buy-back-8, a-6)
amod(buy-back-8, planned-7)
pobj(for-5, buy-back-8)
prep(buy-back-8, of-9)
num(%-11, 10-10)
pobj(of-9, %-11)
prep(%-11, of-12)
poss(shares-14, its-13)
pobj(of-12, shares-14)
cc(buy-back-8, and-15)
det(increase-20, a-16)
number(%-18, 50-17)
amod(increase-20, %-18)
nn(increase-20, dividend-19)
conj(buy-back-8, increase-20)
punct(help-3, .-21)

punct(said-13, ``-1)
dep(think-3, I-2)
ccomp(said-13, think-3)
det(restructuring-5, the-4)
nsubj(get-7, restructuring-5)
aux(get-7, will-6)
ccomp(think-3, get-7)
det(support-10, the-8)
amod(support-10, required-9)
dobj(get-7, support-10)
punct(said-13, ,-11)
punct(said-13, ''-12)
root(ROOT-0, said-13)
nn(Pacitti-15, Michael-14)
nsubj(said-13, Pacitti-15)
punct(Pacitti-15, ,-16)
det(analyst-18, an-17)
appos(Pacitti-15, analyst-18)
prep(analyst-18, at-19)
nn(Phillips-23, London-20)
nn(Phillips-23, stockbroker-21)
nn(Phillips-23, UBS-22)
pobj(at-19, Phillips-23)
cc(Phillips-23, &-24)
conj(Phillips-23, Drew-25)
punct(said-13, .-26)

punct(support-6, ``-1)
det(shareholders-3, The-2)
nsubj(support-6, shareholders-3)
advmod(support-6, effectively-4)
aux(support-6, will-5)
root(ROOT-0, support-6)
det(price-9, the-7)
nn(price-9, share-8)
dobj(support-6, price-9)
prep(support-6, by-10)
pcomp(by-10, clearing-11)
det(buy-back-14, the-12)
nn(buy-back-14, share-13)
dobj(clearing-11, buy-back-14)
punct(support-6, .-15)
punct(support-6, ''-16)

cc(take-16, But-1)
poss(restructuring-4, B.A.T-2)
possessive(B.A.T-2, 's-3)
nsubj(take-16, restructuring-4)
punct(restructuring-4, ,-5)
dep(going-9, which-6)
aux(going-9, was-7)
neg(going-9, never-8)
dep(restructuring-4, going-9)
aux(happen-11, to-10)
xcomp(going-9, happen-11)
advmod(happen-11, quickly-12)
punct(restructuring-4, ,-13)
advmod(take-16, now-14)
aux(take-16, will-15)
root(ROOT-0, take-16)
advmod(take-16, longer-17)
mwe(of-19, because-18)
prep(take-16, of-19)
det(upheaval-22, the-20)
nn(upheaval-22, market-21)
pobj(of-19, upheaval-22)
punct(take-16, .-23)

nn(officials-2, Company-1)
nsubj(say-26, officials-2)
punct(officials-2, ,-3)
conj(officials-2, holders-4)
cc(officials-2, and-5)
conj(officials-2, analysts-6)
dobj(complete-15, who-7)
advmod(expected-9, previously-8)
dep(officials-2, expected-9)
det(disposals-11, the-10)
dobj(expected-9, disposals-11)
aux(complete-15, to-12)
cop(complete-15, be-13)
advmod(complete-15, substantially-14)
xcomp(expected-9, complete-15)
prep(complete-15, by-16)
det(end-18, the-17)
pobj(by-16, end-18)
prep(end-18, of-19)
amod(year-21, next-20)
poss(half-24, year-21)
possessive(year-21, 's-22)
amod(half-24, first-23)
pobj(of-19, half-24)
advmod(say-26, now-25)
root(ROOT-0, say-26)
det(gyrations-29, the-27)
nn(gyrations-29, market-28)
nsubj(delay-31, gyrations-29)
aux(delay-31, could-30)
ccomp(say-26, delay-31)
det(actions-33, the-32)
dobj(delay-31, actions-33)
advmod(into-35, well-34)
prep(delay-31, into-35)
det(half-38, the-36)
amod(half-38, second-37)
pobj(into-35, half-38)
punct(say-26, .-39)

punct(sellers-6, ``-1)
dep(sellers-6, We-2)
cop(sellers-6, are-3)
neg(sellers-6, n't-4)
amod(sellers-6, forced-5)
root(ROOT-0, sellers-6)
punct(sellers-6, .-7)

dep(have-4, We-1)
aux(have-4, do-2)
neg(have-4, n't-3)
ccomp(said-31, have-4)
det(deadline-7, an-5)
amod(deadline-7, absolute-6)
dobj(have-4, deadline-7)
cc(have-4, and-8)
mark(awful-14, if-9)
nn(conditions-11, market-10)
nsubj(awful-14, conditions-11)
cop(awful-14, are-12)
advmod(awful-14, truly-13)
advcl(decide-17, awful-14)
dep(decide-17, we-15)
aux(decide-17, might-16)
conj(have-4, decide-17)
dep(time-23, it-18)
cop(time-23, is-19)
neg(time-23, not-20)
det(time-23, the-21)
amod(time-23, right-22)
ccomp(decide-17, time-23)
punct(time-23, ,-24)
punct(time-23, ''-25)
aux(take-27, to-26)
vmod(time-23, take-27)
amod(steps-29, particular-28)
dobj(take-27, steps-29)
punct(said-31, ,-30)
root(ROOT-0, said-31)
nn(Prideaux-33, Michael-32)
nsubj(said-31, Prideaux-33)
punct(Prideaux-33, ,-34)
det(spokesman-37, a-35)
nn(spokesman-37, B.A.T-36)
appos(Prideaux-33, spokesman-37)
punct(said-31, .-38)

advmod(receives-4, Even-1)
mark(receives-4, if-2)
dep(receives-4, B.A.T-3)
advcl(remain-13, receives-4)
dobj(receives-4, approval-5)
prep(approval-5, for-6)
det(restructuring-8, the-7)
pobj(for-6, restructuring-8)
punct(remain-13, ,-9)
det(company-11, the-10)
nsubj(remain-13, company-11)
aux(remain-13, will-12)
root(ROOT-0, remain-13)
prep(remain-13, in-14)
dep(in-14, play-15)
punct(say-17, ,-16)
parataxis(remain-13, say-17)
nsubj(say-17, shareholders-18)
cc(shareholders-18, and-19)
conj(shareholders-18, analysts-20)
punct(say-17, ,-21)
mark(unfold-26, though-22)
det(situation-24, the-23)
nsubj(unfold-26, situation-24)
aux(unfold-26, may-25)
dep(remain-13, unfold-26)
prep(unfold-26, over-27)
det(months-31, the-28)
amod(months-31, next-29)
num(months-31, 12-30)
pobj(over-27, months-31)
punct(months-31, ,-32)
advmod(than-34, rather-33)
prep(months-31, than-34)
dep(than-34, six-35)
punct(remain-13, .-36)

det(B.A.T-3, The-1)
amod(B.A.T-3, new-2)
nsubj(hybrid-11, B.A.T-3)
aux(hybrid-11, will-4)
cop(hybrid-11, be-5)
det(hybrid-11, a-6)
amod(hybrid-11, smaller-7)
nn(hybrid-11, tobacco-8)
cc(tobacco-8, and-9)
conj(tobacco-8, financial-services-10)
ccomp(believe-31, hybrid-11)
poss(ratio-14, whose-12)
nn(ratio-14, price-earnings-13)
nsubj(reflect-18, ratio-14)
aux(reflect-18, may-15)
advmod(closely-17, more-16)
advmod(reflect-18, closely-17)
rcmod(hybrid-11, reflect-18)
det(business-22, the-19)
amod(business-22, lower-growth-20)
nn(business-22, tobacco-21)
dobj(reflect-18, business-22)
prep(reflect-18, than-23)
det(business-27, the-24)
amod(business-27, higher-multiple-25)
nn(business-27, financial-services-26)
pobj(than-23, business-27)
punct(believe-31, ,-28)
det(holders-30, these-29)
nsubj(believe-31, holders-30)
root(ROOT-0, believe-31)
punct(believe-31, .-32)

advmod(make-7, Thus-1)
poss(restructuring-4, B.A.T-2)
possessive(B.A.T-2, 's-3)
nsubj(make-7, restructuring-4)
aux(make-7, may-5)
advmod(make-7, only-6)
root(ROOT-0, make-7)
det(company-9, the-8)
nsubj(target-13, company-9)
det(target-13, a-10)
advmod(manageable-12, more-11)
amod(target-13, manageable-12)
xcomp(make-7, target-13)
prep(target-13, for-14)
amod(predators-17, other-15)
amod(predators-17, corporate-16)
pobj(for-14, predators-17)
punct(predators-17, ---18)
advmod(predators-17, possibly-19)
amod(bidders-22, such-20)
amod(bidders-22, acquisitive-21)
dep(predators-17, bidders-22)
prep(bidders-22, as-23)
nn(PLC-25, Hanson-24)
pobj(as-23, PLC-25)
punct(make-7, .-26)

punct(says-16, ``-1)
det(days-5, The-2)
amod(days-5, last-3)
amod(days-5, few-4)
nsubj(slow-8, days-5)
aux(slow-8, will-6)
advmod(slow-8, surely-7)
ccomp(says-16, slow-8)
dep(slow-8, down-9)
det(pace-11, the-10)
dobj(slow-8, pace-11)
prep(pace-11, of-12)
dep(of-12, events-13)
punct(says-16, ,-14)
punct(says-16, ''-15)
root(ROOT-0, says-16)
nn(Amicable-18, Scottish-17)
poss(Gilchrist-21, Amicable-18)
possessive(Amicable-18, 's-19)
nn(Gilchrist-21, Mr.-20)
nsubj(says-16, Gilchrist-21)
punct(says-16, .-22)

punct(write-6, ``-1)
cc(write-6, But-2)
dep(write-6, I-3)
aux(write-6, would-4)
neg(write-6, n't-5)
root(ROOT-0, write-6)
dep(write-6, off-7)
punct(write-6, ''-8)
nn(James-10, Sir-9)
dobj(write-6, James-10)
cc(James-10, or-11)
amod(bidders-14, other-12)
amod(bidders-14, potential-13)
conj(James-10, bidders-14)
punct(write-6, .-15)

prep(slide-29, Among-1)
amod(delays-3, possible-2)
pobj(Among-1, delays-3)
punct(slide-29, ,-4)
det(sales-6, the-5)
nsubj(slide-29, sales-6)
prep(sales-6, of-7)
pobj(of-7, Saks-8)
cc(Saks-8, and-9)
nn(Field-11, Marshall-10)
conj(Saks-8, Field-11)
punct(expected-15, ---12)
dobj(be-17, which-13)
auxpass(expected-15, were-14)
dep(Saks-8, expected-15)
aux(be-17, to-16)
xcomp(expected-15, be-17)
prep(be-17, on-18)
det(block-20, the-19)
pobj(on-18, block-20)
advmod(after-22, soon-21)
prep(be-17, after-22)
det(season-26, the-23)
amod(season-26, crucial-24)
nn(season-26, Christmas-25)
pobj(after-22, season-26)
punct(expected-15, ---27)
aux(slide-29, may-28)
root(ROOT-0, slide-29)
prep(slide-29, into-30)
det(quarter-33, the-31)
amod(quarter-33, second-32)
pobj(into-30, quarter-33)
cc(quarter-33, or-34)
amod(half-36, second-35)
conj(quarter-33, half-36)
punct(slide-29, .-37)

dep(estimate-2, Analysts-1)
root(ROOT-0, estimate-2)
mark(raise-10, that-3)
nsubj(raise-10, sales-4)
prep(sales-4, of-5)
det(businesses-8, the-6)
num(businesses-8, two-7)
pobj(of-5, businesses-8)
aux(raise-10, could-9)
ccomp(estimate-2, raise-10)
quantmod($-12, roughly-11)
dobj(raise-10, $-12)
number(billion-14, 2-13)
num($-12, billion-14)
punct(estimate-2, .-15)

dep(predicting-4, B.A.T-1)
aux(predicting-4, is-2)
neg(predicting-4, n't-3)
ccomp(said-25, predicting-4)
det(postponement-6, a-5)
dobj(predicting-4, postponement-6)
mark(businesses-13, because-7)
det(units-9, the-8)
nsubj(businesses-13, units-9)
punct(businesses-13, ``-10)
cop(businesses-13, are-11)
nn(businesses-13, quality-12)
advcl(predicting-4, businesses-13)
cc(businesses-13, and-14)
dep(encouraged-17, we-15)
aux(encouraged-17, are-16)
conj(businesses-13, encouraged-17)
prep(encouraged-17, by-18)
det(breadth-20, the-19)
pobj(by-18, breadth-20)
prep(breadth-20, of-21)
dep(of-21, inquiries-22)
punct(said-25, ,-23)
punct(said-25, ''-24)
root(ROOT-0, said-25)
nn(Prideaux-27, Mr.-26)
dep(said-25, Prideaux-27)
punct(said-25, .-28)

cc(happen-5, But-1)
det(delay-3, the-2)
nsubj(happen-5, delay-3)
aux(happen-5, could-4)
ccomp(said-15, happen-5)
mark(get-10, if-6)
dep(get-10, B.A.T-7)
aux(get-10, does-8)
neg(get-10, n't-9)
advcl(happen-5, get-10)
amod(bids-12, adequate-11)
dobj(get-10, bids-12)
punct(said-15, ,-13)
dep(said-15, he-14)
root(ROOT-0, said-15)
punct(said-15, .-16)

nsubj(say-5, People-1)
amod(People-1, familiar-2)
prep(familiar-2, with-3)
dep(with-3, B.A.T-4)
root(ROOT-0, say-5)
amod(acquirers-7, possible-6)
nsubj(include-11, acquirers-7)
prep(acquirers-7, for-8)
det(units-10, the-9)
pobj(for-8, units-10)
ccomp(say-5, include-11)
dobj(include-11, managers-12)
prep(managers-12, from-13)
det(chains-16, both-14)
nn(chains-16, retailing-15)
pobj(from-13, chains-16)
punct(chains-16, ,-17)
cc(chains-16, and-18)
nn(Corp.-21, General-19)
nn(Corp.-21, Cinema-20)
conj(chains-16, Corp.-21)
punct(Corp.-21, ,-22)
dep(interested-25, which-23)
auxpass(interested-25, is-24)
dep(Corp.-21, interested-25)
prep(interested-25, in-26)
pcomp(in-26, bidding-27)
prep(bidding-27, for-28)
dep(for-28, Saks-29)
punct(say-5, .-30)

amod(bidders-3, Other-1)
amod(bidders-3, potential-2)
nsubj(include-12, bidders-3)
prep(bidders-3, for-4)
pobj(for-4, parts-5)
prep(parts-5, of-6)
poss(unit-11, B.A.T-7)
possessive(B.A.T-7, 's-8)
nn(unit-11, U.S.-9)
nn(unit-11, retail-10)
pobj(of-6, unit-11)
root(ROOT-0, include-12)
nn(Inc.-16, Dillard-13)
nn(Inc.-16, Department-14)
nn(Inc.-16, Stores-15)
dobj(include-12, Inc.-16)
punct(Inc.-16, ,-17)
nn(Co.-21, May-18)
nn(Co.-21, Department-19)
nn(Co.-21, Stores-20)
conj(Inc.-16, Co.-21)
cc(Inc.-16, and-22)
nn(Inc-24, Limited-23)
conj(Inc.-16, Inc-24)
punct(include-12, .-25)

dep(declined-3, B.A.T-1)
aux(declined-3, has-2)
root(ROOT-0, declined-3)
aux(identify-5, to-4)
xcomp(declined-3, identify-5)
det(bidders-8, the-6)
amod(bidders-8, potential-7)
dobj(identify-5, bidders-8)
punct(declined-3, .-9)

dep(said-5, Though-1)
nn(James-3, Sir-2)
nsubj(said-5, James-3)
aux(said-5, has-4)
advcl(making-35, said-5)
dep(intends-7, he-6)
ccomp(said-5, intends-7)
aux(mount-9, to-8)
xcomp(intends-7, mount-9)
det(bid-12, a-10)
amod(bid-12, new-11)
dobj(mount-9, bid-12)
prep(bid-12, for-13)
dep(for-13, B.A.T-14)
mark(received-22, once-15)
nsubjpass(received-22, approval-16)
prep(approval-16, from-17)
nn(regulators-20, U.S.-18)
nn(regulators-20, insurance-19)
pobj(from-17, regulators-20)
auxpass(received-22, is-21)
advcl(mount-9, received-22)
punct(making-35, ,-23)
nsubj(making-35, jitters-24)
prep(jitters-24, over-25)
pobj(over-25, prospects-26)
prep(prospects-26, for-27)
nn(financing-29, junk-bond-28)
pobj(for-27, financing-29)
cc(financing-29, and-30)
nn(buy-outs-33, U.S.-31)
nn(buy-outs-33, leverage-32)
conj(financing-29, buy-outs-33)
aux(making-35, are-34)
root(ROOT-0, making-35)
dep(skeptical-38, investors-36)
advmod(skeptical-38, more-37)
xcomp(making-35, skeptical-38)
prep(skeptical-38, about-39)
nn(James-41, Sir-40)
poss(prospects-43, James-41)
possessive(James-41, 's-42)
pobj(about-39, prospects-43)
punct(making-35, .-44)

poss(offer-3, His-1)
amod(offer-3, initial-2)
nsubj(indicated-4, offer-3)
root(ROOT-0, indicated-4)
dep(needed-6, he-5)
ccomp(indicated-4, needed-6)
aux(raise-8, to-7)
xcomp(needed-6, raise-8)
quantmod(80-12, as-9)
quantmod(80-12, much-10)
quantmod(80-12, as-11)
num(%-13, 80-12)
dobj(raise-8, %-13)
prep(%-13, of-14)
det(financing-17, the-15)
nn(financing-17, takeover-16)
pobj(of-14, financing-17)
prep(raise-8, through-18)
det(markets-21, the-19)
nn(markets-21, debt-20)
pobj(through-18, markets-21)
punct(indicated-4, .-22)

nn(uncertainty-2, Market-1)
nsubj(clouds-4, uncertainty-2)
advmod(clouds-4, also-3)
root(ROOT-0, clouds-4)
det(outlook-6, the-5)
dobj(clouds-4, outlook-6)
prep(outlook-6, for-7)
nsubj(attracting-10, B.A.T-8)
possessive(B.A.T-8, 's-9)
pcomp(for-7, attracting-10)
det(price-13, a-11)
nn(price-13, premium-12)
dobj(attracting-10, price-13)
prep(price-13, for-14)
poss(properties-18, its-15)
nn(properties-18, U.S.-16)
nn(properties-18, retailing-17)
pobj(for-14, properties-18)
punct(clouds-4, .-19)

advmod(knocked-8, Finally-1)
punct(knocked-8, ,-2)
poss(earthquake-6, Tuesday-3)
possessive(Tuesday-3, 's-4)
nn(earthquake-6, California-5)
nsubj(knocked-8, earthquake-6)
advmod(knocked-8, initially-7)
root(ROOT-0, knocked-8)
num(%-10, 3.7-9)
dobj(knocked-8, %-10)
prep(knocked-8, off-11)
poss(price-15, B.A.T-12)
possessive(B.A.T-12, 's-13)
nn(price-15, share-14)
dep(off-11, price-15)
prep(price-15, in-16)
dep(in-16, London-17)
dep(knocked-8, yesterday-18)
mwe(of-20, because-19)
prep(knocked-8, of-20)
pobj(of-20, fears-21)
prep(fears-21, of-22)
det(claims-25, the-23)
amod(claims-25, potential-24)
pobj(of-22, claims-25)
prep(claims-25, to-26)
amod(Angeles-based-28, Los-27)
amod(Farmers-29, Angeles-based-28)
pobj(to-26, Farmers-29)
punct(Farmers-29, ,-30)
dep(has-32, which-31)
dep(Farmers-29, has-32)
det(portion-35, a-33)
amod(portion-35, substantial-34)
dobj(has-32, portion-35)
prep(portion-35, of-36)
poss(property-38, its-37)
pobj(of-36, property-38)
cc(property-38, and-39)
nn(exposure-41, casualty-40)
conj(property-38, exposure-41)
prep(has-32, in-42)
dep(in-42, California-43)
punct(knocked-8, .-44)

prep(said-6, On-1)
dep(On-1, Farmers-2)
punct(said-6, ,-3)
nn(Prideaux-5, Mr.-4)
nsubj(said-6, Prideaux-5)
root(ROOT-0, said-6)
dep(is-8, it-7)
ccomp(said-6, is-8)
advmod(early-10, too-9)
advmod(is-8, early-10)
aux(quantify-12, to-11)
dep(early-10, quantify-12)
det(level-14, the-13)
dobj(quantify-12, level-14)
prep(level-14, of-15)
amod(claims-17, potential-16)
pobj(of-15, claims-17)
punct(said-6, .-18)

dep(added-2, He-1)
root(ROOT-0, added-2)
dep(has-5, B.A.T-3)
punct(has-5, ``-4)
ccomp(added-2, has-5)
neg(expectation-7, no-6)
dobj(has-5, expectation-7)
prep(expectation-7, of-8)
det(impact-11, a-9)
nn(impact-11, material-10)
pobj(of-8, impact-11)
prep(impact-11, on-12)
dep(on-12, Farmers-13)
punct(added-2, .-14)

nn(collapses-4, Bridge-1)
cc(Bridge-1, and-2)
conj(Bridge-1, highway-3)
nsubj(disrupt-6, collapses-4)
aux(disrupt-6, will-5)
root(ROOT-0, disrupt-6)
nn(transportation-10, truck-7)
cc(truck-7, and-8)
conj(truck-7, auto-9)
dobj(disrupt-6, transportation-10)
prep(transportation-10, in-11)
det(area-16, the-12)
nn(area-16, San-13)
nn(area-16, Francisco-14)
nn(area-16, Bay-15)
pobj(in-11, area-16)
prep(disrupt-6, for-17)
pobj(for-17, months-18)
vmod(months-18, to-19)
dep(to-19, come-20)
punct(disrupt-6, .-21)

cc(escaped-11, But-1)
nn(links-7, rail-2)
punct(rail-2, ,-3)
conj(rail-2, air-4)
cc(rail-2, and-5)
conj(rail-2, ocean-shipping-6)
nsubj(escaped-11, links-7)
prep(links-7, to-8)
det(area-10, the-9)
pobj(to-8, area-10)
ccomp(said-35, escaped-11)
poss(earthquake-14, Tuesday-12)
possessive(Tuesday-12, 's-13)
dobj(escaped-11, earthquake-14)
prep(escaped-11, with-15)
amod(damage-18, only-16)
amod(damage-18, minor-17)
pobj(with-15, damage-18)
punct(escaped-11, ,-19)
cc(escaped-11, and-20)
dep(expected-23, many-21)
auxpass(expected-23, are-22)
conj(escaped-11, expected-23)
aux(operating-26, to-24)
aux(operating-26, be-25)
xcomp(expected-23, operating-26)
advmod(operating-26, normally-27)
dep(operating-26, today-28)
punct(said-35, ,-29)
nn(officials-34, government-30)
cc(government-30, and-31)
conj(government-30, corporate-32)
nn(officials-34, transport-33)
nsubj(said-35, officials-34)
root(ROOT-0, said-35)
punct(said-35, .-36)

nn(traffic-2, Air-1)
nsubj(running-9, traffic-2)
prep(traffic-2, at-3)
nn(Airport-7, San-4)
nn(Airport-7, Francisco-5)
nn(Airport-7, International-6)
pobj(at-3, Airport-7)
aux(running-9, was-8)
root(ROOT-0, running-9)
quantmod(50-11, about-10)
num(%-12, 50-11)
iobj(running-9, %-12)
prep(%-12, of-13)
dep(of-13, normal-14)
nn(afternoon-16, yesterday-15)
dobj(running-9, afternoon-16)
punct(running-9, ,-17)
cc(running-9, but-18)
nn(officals-20, airport-19)
nsubj(said-21, officals-20)
conj(running-9, said-21)
dep(expect-23, they-22)
ccomp(said-21, expect-23)
det(return-25, a-24)
dobj(expect-23, return-25)
prep(return-25, to-26)
amod(operations-28, full-27)
pobj(to-26, operations-28)
prep(return-25, by-29)
dep(by-29, Saturday-30)
punct(running-9, .-31)

det(gateway-3, The-1)
amod(gateway-3, major-2)
nsubjpass(closed-16, gateway-3)
prep(gateway-3, to-4)
dep(to-4, Asia-5)
cc(gateway-3, and-6)
conj(gateway-3, one-7)
prep(one-7, of-8)
det(nation-10, the-9)
poss(airports-14, nation-10)
possessive(nation-10, 's-11)
num(airports-14, 10-12)
amod(airports-14, busiest-13)
pobj(of-8, airports-14)
auxpass(closed-16, was-15)
root(ROOT-0, closed-16)
prep(closed-16, to-17)
pobj(to-17, all-18)
cc(all-18, but-19)
nn(traffic-21, emergency-20)
conj(all-18, traffic-21)
prep(closed-16, from-22)
det(time-24, the-23)
pobj(from-22, time-24)
det(quake-26, the-25)
nsubj(hit-27, quake-26)
rcmod(time-24, hit-27)
nn(afternoon-29, Tuesday-28)
dobj(hit-27, afternoon-29)
punct(from-22, ,-30)
prep(from-22, until-31)
num(yesterday-35, 6-32)
advmod(yesterday-35, a.m.-33)
nn(yesterday-35, PDT-34)
pobj(until-31, yesterday-35)
advmod(returned-38, when-36)
dep(returned-38, controllers-37)
dep(yesterday-35, returned-38)
