advmod(comes-3, When-1)
nsubj(present-16, instruments-15)
ccomp(saying-12, present-16)
amod(risks-18, added-17)
dobj(present-16, risks-18)
prep(risks-18, for-19)
dep(for-19, investors-20)
punct(make-4, .-21)

punct(says-19, ``-1)
mark(have-6, If-2)
det(futures-4, the-3)
nn(markets-5, futures-4)
nsubj(have-6, markets-5)
advcl(have-14, have-6)
det(problem-8, a-7)
dobj(have-6, problem-8)
punct(have-14, ,-9)
advmod(products-12, then-10)
det(products-12, those-11)
nsubj(have-14, products-12)
aux(have-14, could-13)
ccomp(says-19, have-14)
det(problem-16, a-15)
dobj(have-14, problem-16)
punct(says-19, ,-17)
punct(says-19, ''-18)
root(ROOT-0, says-19)
nn(Zumbrunn-21, John-20)
nsubj(says-19, Zumbrunn-21)
punct(Zumbrunn-21, ,-22)
amod(director-24, managing-23)
appos(Zumbrunn-21, director-24)
prep(director-24, of-25)
nn(Co.-28, Prudential-26)
nn(Co.-28, Insurance-27)
pobj(of-25, Co.-28)
prep(Co.-28, of-29)
poss(unit-36, America-30)
possessive(America-30, 's-31)
nn(unit-36, Investment-32)
nn(unit-36, Index-33)
nn(unit-36, Technologies-34)
nn(unit-36, Inc.-35)
pobj(of-29, unit-36)
punct(says-19, .-37)

dep(seeking-4, Prudential-1)
advmod(seeking-4, currently-2)
aux(seeking-4, is-3)
root(ROOT-0, seeking-4)
dobj(seeking-4, approval-5)
aux(offer-7, to-6)
vmod(approval-5, offer-7)
det(fund-10, a-8)
amod(fund-10, new-9)
dobj(offer-7, fund-10)
vmod(fund-10, offering-11)
det(return-13, a-12)
dobj(offering-11, return-13)
amod(return-13, equal-14)
prep(equal-14, to-15)
det(index-19, the-16)
nn(index-19, S&P-17)
num(index-19, 500-18)
pobj(to-15, index-19)
amod(index-19, plus-20)
dep(index-19, 5/100-21)
prep(5/100-21, of-22)
det(point-25, a-23)
nn(point-25, percentage-24)
pobj(of-22, point-25)
punct(seeking-4, .-26)

det(feature-3, An-1)
amod(feature-3, added-2)
nsubj(is-4, feature-3)
root(ROOT-0, is-4)
mark(guaranteed-12, that-5)
det(return-9, the-6)
amod(return-9, slighty-7)
dep(slighty-7, improved-8)
nsubjpass(guaranteed-12, return-9)
aux(guaranteed-12, would-10)
auxpass(guaranteed-12, be-11)
ccomp(is-4, guaranteed-12)
prep(guaranteed-12, by-13)
dep(by-13, Prudential-14)
punct(is-4, .-15)

dep(are-2, There-1)
root(ROOT-0, are-2)
amod(strategies-5, many-3)
amod(strategies-5, other-4)
dep(are-2, strategies-5)
aux(bolster-7, to-6)
vmod(strategies-5, bolster-7)
det(returns-9, the-8)
dobj(bolster-7, returns-9)
prep(returns-9, of-10)
nn(funds-12, index-11)
pobj(of-10, funds-12)
punct(are-2, .-13)

dep(include-2, They-1)
root(ROOT-0, include-2)
punct(include-2, :-3)

amod(FUNDS-3, LIMITED-1)
nn(FUNDS-3, RISK-2)
root(ROOT-0, FUNDS-3)
punct(FUNDS-3, :-4)

dep(guarantee-2, These-1)
root(ROOT-0, guarantee-2)
dobj(guarantee-2, protection-3)
prep(protection-3, against-4)
nn(declines-7, stock-5)
nn(declines-7, market-6)
pobj(against-4, declines-7)
prep(guarantee-2, while-8)
advmod(passing-10, still-9)
pcomp(while-8, passing-10)
advmod(passing-10, along-11)
amod(gains-13, most-12)
dobj(passing-10, gains-13)
punct(guarantee-2, .-14)

advmod(promise-5, Here-1)
det(fund-3, a-2)
nsubj(promise-5, fund-3)
aux(promise-5, may-4)
root(ROOT-0, promise-5)
aux(pay-7, to-6)
xcomp(promise-5, pay-7)
dep(pay-7, back-8)
punct(pay-7, ,-9)
dep(pay-7, say-10)
punct(pay-7, ,-11)
dobj(pay-7, $-12)
num($-12, 95-13)
prep($-12, of-14)
det($-16, every-15)
pobj(of-14, $-16)
num($-16, 100-17)
vmod($-16, invested-18)
prep(invested-18, for-19)
det(year-21, a-20)
pobj(for-19, year-21)
punct(pay-7, ,-22)
advmod(goes-27, even-23)
mark(goes-27, if-24)
det(market-26, the-25)
nsubj(goes-27, market-26)
advcl(pay-7, goes-27)
advmod(lower-29, much-28)
advmod(goes-27, lower-29)
punct(promise-5, .-30)

det(fund-2, The-1)
nsubj(invest-4, fund-2)
aux(invest-4, could-3)
root(ROOT-0, invest-4)
dobj(invest-4, $-5)
num($-5, 87-6)
prep(invest-4, for-7)
num(year-9, one-8)
pobj(for-7, year-9)
prep(invest-4, in-10)
nn(bills-12, Treasury-11)
pobj(in-10, bills-12)
vmod(bills-12, yielding-13)
num(%-15, 8-14)
dobj(yielding-13, %-15)
aux(return-17, to-16)
vmod(invest-4, return-17)
det($-20, the-18)
amod($-20, guaranteed-19)
dobj(return-17, $-20)
num($-20, 95-21)
punct(invest-4, .-22)

dep(leaves-2, That-1)
root(ROOT-0, leaves-2)
dobj(leaves-2, $-3)
num($-3, 13-4)
punct($-3, ,-5)
dep(used-9, which-6)
aux(used-9, could-7)
auxpass(used-9, be-8)
dep($-3, used-9)
aux(buy-11, to-10)
xcomp(used-9, buy-11)
nn(options-14, S&P-12)
num(options-14, 500-13)
dobj(buy-11, options-14)
dep(match-18, that-15)
aux(match-18, will-16)
advmod(match-18, nearly-17)
dep(options-14, match-18)
det(gain-20, any-19)
dobj(match-18, gain-20)
prep(gain-20, in-21)
det(index-24, the-22)
nn(index-24, S&P-23)
pobj(in-21, index-24)
punct(leaves-2, .-25)

nn(FUNDS-3, MANAGER-1)
nn(FUNDS-3, REPLICATION-2)
root(ROOT-0, FUNDS-3)
punct(FUNDS-3, :-4)

root(ROOT-0, Say-1)
det(investor-4, a-2)
amod(investor-4, big-3)
nsubj(interested-6, investor-4)
cop(interested-6, is-5)
ccomp(Say-1, interested-6)
prep(interested-6, in-7)
nn(stocks-9, growth-8)
pobj(in-7, stocks-9)
punct(Say-1, .-10)

advmod(of-2, Instead-1)
prep(design-17, of-2)
pcomp(of-2, hiring-3)
dobj(hiring-3, one-4)
prep(one-4, of-5)
det(managers-9, the-6)
amod(managers-9, many-7)
amod(managers-9, active-8)
pobj(of-5, managers-9)
vmod(managers-9, specializing-10)
prep(specializing-10, in-11)
nn(stocks-13, growth-12)
pobj(in-11, stocks-13)
punct(design-17, ,-14)
dep(design-17, indexers-15)
aux(design-17, can-16)
root(ROOT-0, design-17)
det(portfolio-19, a-18)
dobj(design-17, portfolio-19)
prep(design-17, around-20)
det(stocks-23, the-21)
amod(stocks-23, same-22)
pobj(around-20, stocks-23)
punct(design-17, ;-24)
det(portfolio-26, the-25)
nsubjpass(maintained-29, portfolio-26)
aux(maintained-29, will-27)
auxpass(maintained-29, be-28)
parataxis(design-17, maintained-29)
prep(maintained-29, by-30)
dep(by-30, computer-31)
punct(maintained-29, ,-32)
xcomp(maintained-29, reducing-33)
preconj(fees-35, both-34)
dobj(reducing-33, fees-35)
cc(fees-35, and-36)
punct(in-38, ,-37)
prep(risk-41, in-38)
dep(in-38, theory-39)
punct(in-38, ,-40)
conj(fees-35, risk-41)
punct(reducing-33, -LRB--42)
mwe(of-44, because-43)
prep(reducing-33, of-44)
det(number-47, the-45)
amod(number-47, large-46)
pobj(of-44, number-47)
prep(number-47, of-48)
dep(of-48, stocks-49)
punct(reducing-33, -RRB--50)
punct(design-17, .-51)

punct(says-15, ``-1)
dep(see-3, We-2)
ccomp(says-15, see-3)
det(lot-5, a-4)
dobj(see-3, lot-5)
prep(lot-5, of-6)
pobj(of-6, interest-7)
prep(interest-7, in-8)
det(kind-10, those-9)
pobj(in-8, kind-10)
prep(kind-10, of-11)
dep(of-11, things-12)
punct(says-15, ,-13)
punct(says-15, ''-14)
root(ROOT-0, says-15)
nn(Salerno-17, Frank-16)
nsubj(says-15, Salerno-17)
punct(Salerno-17, ,-18)
det(president-21, a-19)
nn(president-21, vice-20)
appos(Salerno-17, president-21)
prep(president-21, of-22)
nn(Trust-24, Bankers-23)
pobj(of-22, Trust-24)
punct(says-15, .-25)

punct(using-9, ``-1)
nsubj(using-9, People-2)
amod(People-2, comfortable-3)
prep(comfortable-3, with-4)
det(approach-7, the-5)
amod(approach-7, passive-6)
pobj(with-4, approach-7)
aux(using-9, are-8)
root(ROOT-0, using-9)
dep(using-9, them-10)
prep(using-9, for-11)
amod(strategies-13, other-12)
pobj(for-11, strategies-13)
punct(using-9, .-14)
punct(using-9, ''-15)

nn(FUNDS-2, TILT-1)
root(ROOT-0, FUNDS-2)
punct(FUNDS-2, :-3)

dep(fund-5, This-1)
cop(fund-5, is-2)
det(fund-5, an-3)
nn(fund-5, index-4)
root(ROOT-0, fund-5)
prep(fund-5, with-6)
det(bet-8, a-7)
pobj(with-6, bet-8)
punct(fund-5, .-9)

advmod(of-2, Instead-1)
prep(overweighted-16, of-2)
pcomp(of-2, replicating-3)
det(S&P-5, the-4)
dobj(replicating-3, S&P-5)
num(S&P-5, 500-6)
cc(S&P-5, or-7)
det(index-10, some-8)
amod(index-10, other-9)
conj(S&P-5, index-10)
advmod(replicating-3, exactly-11)
punct(overweighted-16, ,-12)
det(stocks-14, some-13)
nsubjpass(overweighted-16, stocks-14)
auxpass(overweighted-16, are-15)
root(ROOT-0, overweighted-16)
cc(overweighted-16, or-17)
conj(overweighted-16, underweighted-18)
prep(overweighted-16, in-19)
det(portfolio-21, the-20)
pobj(in-19, portfolio-21)
punct(overweighted-16, .-22)

num(approach-3, One-1)
amod(approach-3, simple-2)
nsubj(is-4, approach-3)
root(ROOT-0, is-4)
aux(exclude-6, to-5)
xcomp(is-4, exclude-6)
nn(companies-9, S&P-7)
num(companies-9, 500-8)
dobj(exclude-6, companies-9)
vmod(companies-9, considered-10)
nn(candidates-12, bankruptcy-11)
dep(considered-10, candidates-12)
punct(is-4, ;-13)
dep(avoid-16, this-14)
aux(avoid-16, can-15)
parataxis(is-4, avoid-16)
amod(sisters-18, weak-17)
dobj(avoid-16, sisters-18)
punct(avoid-16, ,-19)
cc(avoid-16, but-20)
advmod(avoid-16, also-21)
aux(hurt-23, can-22)
dep(avoid-16, hurt-23)
advmod(rebounds-30, when-24)
det(company-26, a-25)
nsubj(rebounds-30, company-26)
prep(company-26, like-27)
nn(Corp.-29, Chrysler-28)
pobj(like-27, Corp.-29)
ccomp(hurt-23, rebounds-30)
punct(is-4, .-31)

det(approach-2, Another-1)
root(ROOT-0, approach-2)
punct(approach-2, :-3)
det(investor-5, An-4)
nsubj(use-11, investor-5)
prep(investor-5, with-6)
pobj(with-6, $-7)
number(million-9, 100-8)
num($-7, million-9)
aux(use-11, might-10)
dep(approach-2, use-11)
dobj(use-11, $-12)
number(million-14, 75-13)
num($-12, million-14)
aux(buy-16, to-15)
vmod(use-11, buy-16)
det(index-20, the-17)
nn(index-20, S&P-18)
num(index-20, 500-19)
dobj(buy-16, index-20)
cc(use-11, and-21)
conj(use-11, spend-22)
det($-25, the-23)
amod($-25, other-24)
dobj(spend-22, $-25)
number(million-27, 25-26)
num($-25, million-27)
prep(spend-22, on-28)
det(group-31, a-29)
amod(group-31, favorite-30)
pobj(on-28, group-31)
prep(group-31, of-32)
dep(of-32, stocks-33)
punct(approach-2, .-34)

amod(FUNDS-2, SPECIALIZED-1)
root(ROOT-0, FUNDS-2)
punct(FUNDS-2, :-3)

dep(constructed-4, Indexes-1)
aux(constructed-4, can-2)
auxpass(constructed-4, be-3)
root(ROOT-0, constructed-4)
aux(serve-6, to-5)
dobj(constructed-4, serve-6)
amod(goals-8, social-7)
dobj(serve-6, goals-8)
punct(goals-8, ,-9)
mwe(as-11, such-10)
prep(goals-8, as-11)
pcomp(as-11, eliminating-12)
det(stocks-14, the-13)
dobj(eliminating-12, stocks-14)
prep(stocks-14, of-15)
pobj(of-15, companies-16)
dep(companies-16, doing-17)
dep(doing-17, business-18)
prep(doing-17, in-19)
nn(Africa-21, South-20)
pobj(in-19, Africa-21)
punct(constructed-4, .-22)

amod(funds-2, Other-1)
nsubjpass(designed-5, funds-2)
aux(designed-5, have-3)
auxpass(designed-5, been-4)
root(ROOT-0, designed-5)
aux(concentrate-7, to-6)
xcomp(designed-5, concentrate-7)
prep(concentrate-7, on-8)
pobj(on-8, stocks-9)
prep(stocks-9, in-10)
det(area-13, a-11)
amod(area-13, geographic-12)
pobj(in-10, area-13)
mark(encourage-17, in-14)
dep(encourage-17, order-15)
aux(encourage-17, to-16)
advcl(concentrate-7, encourage-17)
amod(investment-19, local-18)
dobj(encourage-17, investment-19)
punct(designed-5, .-20)

nn(System-5, Pennsylvania-1)
nn(System-5, State-2)
nn(System-5, Employees-3)
nn(System-5, Retirement-4)
nsubj(has-10, System-5)
punct(has-10, ,-6)
prep(has-10, for-7)
dep(for-7, example-8)
punct(has-10, ,-9)
root(ROOT-0, has-10)
quantmod($-12, about-11)
dobj(has-10, $-12)
number(million-14, 130-13)
num($-12, million-14)
vmod($-12, invested-15)
prep(invested-15, in-16)
det(fund-18, a-17)
pobj(in-16, fund-18)
prep(fund-18, of-19)
num(companies-21, 244-20)
pobj(of-19, companies-21)
dep(are-23, that-22)
dep(companies-21, are-23)
dep(are-23, either-24)
dep(are-23, Pennsylvania-based-25)
cc(are-23, or-26)
conj(are-23, have-27)
num(%-29, 25-28)
dobj(have-27, %-29)
prep(%-29, of-30)
poss(forces-33, their-31)
nn(forces-33, work-32)
pobj(of-30, forces-33)
prep(have-27, in-34)
det(state-36, the-35)
pobj(in-34, state-36)
punct(has-10, .-37)

amod(interest-2, Short-1)
nsubj(declined-9, interest-2)
prep(interest-2, on-3)
det(Exchange-8, the-4)
nn(Exchange-8, New-5)
nn(Exchange-8, York-6)
nn(Exchange-8, Stock-7)
pobj(on-3, Exchange-8)
root(ROOT-0, declined-9)
prep(declined-9, for-10)
det(month-14, the-11)
amod(month-14, second-12)
amod(month-14, consecutive-13)
pobj(for-10, month-14)
punct(declined-9, ,-15)
det(time-17, this-16)
iobj(declined-9, time-17)
num(%-19, 4.2-18)
dobj(declined-9, %-19)
punct(declined-9, ,-20)
mark(reported-26, while-21)
det(Exchange-25, the-22)
nn(Exchange-25, American-23)
nn(Exchange-25, Stock-24)
nsubj(reported-26, Exchange-25)
advcl(declined-9, reported-26)
poss(month-31, its-27)
amod(month-31, third-28)
amod(month-31, consecutive-29)
nn(month-31, record-30)
dobj(reported-26, month-31)
prep(month-31, of-32)
amod(interest-34, short-33)
pobj(of-32, interest-34)
punct(declined-9, .-35)

det(Board-3, The-1)
nn(Board-3, Big-2)
nsubj(reported-4, Board-3)
root(ROOT-0, reported-4)
mark(dropped-8, that-5)
amod(interest-7, short-6)
nsubj(dropped-8, interest-7)
ccomp(reported-4, dropped-8)
prep(dropped-8, to-9)
num(shares-11, 523,920,214-10)
pobj(to-9, shares-11)
prep(to-9, as-12)
pcomp(as-12, of-13)
pobj(of-13, Oct.-14)
num(Oct.-14, 13-15)
prep(dropped-8, from-16)
num(shares-18, 547,347,585-17)
pobj(from-16, shares-18)
prep(from-16, in-19)
dep(in-19, mid-September-20)
punct(reported-4, .-21)

nn(interest-3, Amex-1)
amod(interest-3, short-2)
nsubj(climbed-4, interest-3)
root(ROOT-0, climbed-4)
num(%-6, 3-5)
dobj(climbed-4, %-6)
prep(climbed-4, to-7)
num(shares-9, 53,496,665-8)
pobj(to-7, shares-9)
prep(climbed-4, from-10)
num(shares-12, 51,911,566-11)
pobj(from-10, shares-12)
punct(climbed-4, .-13)

prep(reported-9, For-1)
det(month-4, the-2)
amod(month-4, year-earlier-3)
pobj(For-1, month-4)
punct(reported-9, ,-5)
det(Board-8, the-6)
nn(Board-8, Big-7)
nsubj(reported-9, Board-8)
root(ROOT-0, reported-9)
num(shares-11, 461,539,056-10)
dobj(reported-9, shares-11)
punct(reported-9, ,-12)
vmod(reported-9, indicating-13)
det(rise-18, a-14)
number(%-16, 13.5-15)
amod(rise-18, %-16)
amod(rise-18, year-to-year-17)
dobj(indicating-13, rise-18)
punct(reported-9, ,-19)
mark(reported-23, while-20)
det(Amex-22, the-21)
nsubj(reported-23, Amex-22)
advcl(reported-9, reported-23)
num(shares-25, 36,015,194-24)
dobj(reported-23, shares-25)
punct(shares-25, ,-26)
det(leap-30, a-27)
number(%-29, 48-28)
amod(leap-30, %-29)
appos(shares-25, leap-30)
punct(reported-9, .-31)

nn(interest-3, Amex-1)
amod(interest-3, short-2)
nsubj(heading-6, interest-3)
aux(heading-6, has-4)
aux(heading-6, been-5)
root(ROOT-0, heading-6)
advmod(heading-6, upward-7)
prep(heading-6, since-8)
dep(since-8, mid-December-9)
punct(heading-6, ,-10)
prep(heading-6, with-11)
pobj(with-11, increases-12)
prep(increases-12, in-13)
det(month-15, each-14)
pobj(in-13, month-15)
prep(month-15, since-16)
dep(since-16, then-17)
prep(month-15, except-18)
pcomp(except-18, at-19)
dep(at-19, mid-July-20)
punct(heading-6, .-21)

nsubj(borrow-5, Traders-1)
dep(sell-3, who-2)
ccomp(Traders-1, sell-3)
dep(sell-3, short-4)
root(ROOT-0, borrow-5)
dep(borrow-5, stock-6)
cc(borrow-5, and-7)
conj(borrow-5, sell-8)
dep(sell-8, it-9)
punct(borrow-5, ,-10)
vmod(borrow-5, betting-11)
mark(will-17, that-12)
det(stock-14, the-13)
poss(price-16, stock-14)
possessive(stock-14, 's-15)
nsubj(will-17, price-16)
ccomp(betting-11, will-17)
dep(will-17, decline-18)
cc(will-17, and-19)
mark(buy-23, that-20)
dep(buy-23, they-21)
aux(buy-23, can-22)
conj(will-17, buy-23)
det(shares-25, the-24)
dobj(buy-23, shares-25)
advmod(buy-23, back-26)
advmod(buy-23, later-27)
prep(buy-23, at-28)
det(price-31, a-29)
amod(price-31, lower-30)
pobj(at-28, price-31)
prep(buy-23, for-32)
pobj(for-32, return-33)
prep(return-33, to-34)
det(lender-36, the-35)
pobj(to-34, lender-36)
punct(borrow-5, .-37)

amod(interest-2, Short-1)
nsubj(number-5, interest-2)
cop(number-5, is-3)
det(number-5, the-4)
root(ROOT-0, number-5)
prep(number-5, of-6)
dep(of-6, shares-7)
dep(purchased-13, that-8)
aux(purchased-13, have-9)
neg(purchased-13, n't-10)
advmod(purchased-13, yet-11)
auxpass(purchased-13, been-12)
dep(number-5, purchased-13)
prep(purchased-13, for-14)
pobj(for-14, return-15)
prep(return-15, to-16)
dep(to-16, lenders-17)
punct(number-5, .-18)

mark(reflects-6, Although-1)
det(position-5, a-2)
amod(position-5, substantial-3)
amod(position-5, short-4)
nsubj(reflects-6, position-5)
advcl(consider-19, reflects-6)
amod(speculation-8, heavy-7)
dobj(reflects-6, speculation-8)
mark(will-14, that-9)
det(stock-11, a-10)
poss(price-13, stock-11)
possessive(stock-11, 's-12)
nsubj(will-14, price-13)
ccomp(speculation-8, will-14)
dep(will-14, decline-15)
punct(consider-19, ,-16)
det(investors-18, some-17)
nsubj(consider-19, investors-18)
root(ROOT-0, consider-19)
det(increase-21, an-20)
dep(consider-19, increase-21)
prep(increase-21, in-22)
amod(interest-24, short-23)
pobj(in-22, interest-24)
dep(increase-21, bullish-25)
mark(bought-33, because-26)
det(shares-29, the-27)
amod(shares-29, borrowed-28)
nsubjpass(bought-33, shares-29)
advmod(bought-33, eventually-30)
aux(bought-33, must-31)
auxpass(bought-33, be-32)
advcl(consider-19, bought-33)
advmod(bought-33, back-34)
punct(consider-19, .-35)

nsubjpass(caused-11, Fluctuation-1)
prep(Fluctuation-1, in-2)
amod(interest-4, short-3)
pobj(in-2, interest-4)
prep(interest-4, of-5)
amod(stocks-7, certain-6)
pobj(of-5, stocks-7)
advmod(caused-11, also-8)
aux(caused-11, may-9)
auxpass(caused-11, be-10)
root(ROOT-0, caused-11)
advmod(caused-11, partly-12)
prep(caused-11, by-13)
dep(by-13, arbitraging-14)
punct(caused-11, .-15)

det(figures-2, The-1)
nsubj(include-4, figures-2)
advmod(include-4, occasionally-3)
root(ROOT-0, include-4)
amod(transactions-6, incomplete-5)
dobj(include-4, transactions-6)
prep(transactions-6, in-7)
amod(stock-9, restricted-8)
pobj(in-7, stock-9)
punct(include-4, .-10)

det(level-2, The-1)
nsubj(slipped-14, level-2)
prep(level-2, of-3)
amod(sentiment-5, negative-4)
pobj(of-3, sentiment-5)
vmod(level-2, measured-6)
prep(measured-6, by-7)
det(Board-10, the-8)
nn(Board-10, Big-9)
nn(ratio-13, Board-10)
amod(ratio-13, short-11)
nn(ratio-13, interest-12)
pobj(by-7, ratio-13)
root(ROOT-0, slipped-14)
prep(slipped-14, to-15)
dep(to-15, 3.36-16)
prep(slipped-14, from-17)
amod(month-19, last-18)
pobj(from-17, month-19)
possessive(month-19, 's-20)
num(month-19, 3.38-21)
punct(slipped-14, .-22)

det(ratio-2, The-1)
nsubj(number-5, ratio-2)
cop(number-5, is-3)
det(number-5, the-4)
root(ROOT-0, number-5)
prep(number-5, of-6)
nn(days-8, trading-7)
pobj(of-6, days-8)
punct(number-5, ,-9)
prep(number-5, at-10)
det(exchange-12, the-11)
poss(volume-16, exchange-12)
possessive(exchange-12, 's-13)
amod(volume-16, average-14)
nn(volume-16, trading-15)
pobj(at-10, volume-16)
punct(number-5, ,-17)
dep(required-21, that-18)
aux(required-21, would-19)
auxpass(required-21, be-20)
dep(number-5, required-21)
aux(convert-23, to-22)
xcomp(required-21, convert-23)
det(position-28, the-24)
amod(position-28, total-25)
amod(position-28, short-26)
nn(position-28, interest-27)
dobj(convert-23, position-28)
punct(number-5, .-29)

det(analysts-2, Some-1)
nsubj(suggest-3, analysts-2)
root(ROOT-0, suggest-3)
punct(suggest-3, ,-4)
advmod(suggest-3, however-5)
punct(suggest-3, ,-6)
mark(weakened-11, that-7)
det(ratio-9, the-8)
nsubj(weakened-11, ratio-9)
aux(weakened-11, has-10)
ccomp(suggest-3, weakened-11)
prep(weakened-11, in-12)
pobj(in-12, value-13)
prep(value-13, as-14)
det(indicator-16, an-15)
pobj(as-14, indicator-16)
mark(used-24, because-17)
nsubjpass(used-24, options-18)
cc(options-18, and-19)
amod(products-21, other-20)
conj(options-18, products-21)
aux(used-24, can-22)
auxpass(used-24, be-23)
advcl(weakened-11, used-24)
aux(hedge-26, to-25)
xcomp(used-24, hedge-26)
amod(positions-28, short-27)
dobj(hedge-26, positions-28)
punct(suggest-3, .-29)

nn(Corp.-2, Varity-1)
nsubj(led-3, Corp.-2)
root(ROOT-0, led-3)
det(list-7, the-4)
nn(list-7, Big-5)
nn(list-7, Board-6)
dobj(led-3, list-7)
prep(list-7, of-8)
amod(volumes-11, largest-9)
amod(volumes-11, short-10)
pobj(of-8, volumes-11)
prep(led-3, with-12)
num(shares-14, 12,822,563-13)
pobj(with-12, shares-14)
punct(led-3, .-15)

dep(proposed-3, Varity-1)
aux(proposed-3, has-2)
root(ROOT-0, proposed-3)
aux(acquire-5, to-4)
xcomp(proposed-3, acquire-5)
nn(Corp.-7, K-H-6)
dobj(acquire-5, Corp.-7)
punct(Corp.-7, ,-8)
vmod(Corp.-7, consisting-9)
prep(consisting-9, of-10)
det(division-14, the-11)
nn(division-14, auto-12)
nn(division-14, parts-13)
pobj(of-10, division-14)
cc(division-14, and-15)
det(debt-17, some-16)
conj(division-14, debt-17)
prep(debt-17, of-18)
nn(Corp.-20, Fruehauf-19)
pobj(of-18, Corp.-20)
punct(Corp.-7, ,-21)
prep(acquire-5, for-22)
pobj(for-22, $-23)
number(million-25, 577.3-24)
num($-23, million-25)
prep($-23, of-26)
pobj(of-26, cash-27)
cc(cash-27, and-28)
conj(cash-27, securities-29)
punct(proposed-3, .-30)

nn(Management-3, Chemical-1)
nn(Management-3, Waste-2)
nsubj(posted-4, Management-3)
root(ROOT-0, posted-4)
det(increase-7, the-5)
amod(increase-7, biggest-6)
dobj(posted-4, increase-7)
prep(increase-7, in-8)
amod(volume-10, short-9)
pobj(in-8, volume-10)
prep(increase-7, on-11)
det(exchange-15, the-12)
nn(exchange-15, New-13)
nn(exchange-15, York-14)
pobj(on-11, exchange-15)
punct(posted-4, ,-16)
advmod(posted-4, up-17)
num(shares-19, 3,383,477-18)
pobj(up-17, shares-19)
prep(up-17, to-20)
dep(to-20, 5,267,238-21)
punct(posted-4, .-22)

nn(Co.-3, Bristol-Myers-1)
