nn(Cos.-4, Marsh-1)
ccomp(said-3, allow-8)
dep(increase-11, Compaq-9)
aux(increase-11, to-10)
xcomp(allow-8, increase-11)
det(capacity-14, the-12)
amod(capacity-14, manufacturing-13)
dobj(increase-11, capacity-14)
prep(capacity-14, of-15)
poss(plant-17, its-16)
pobj(of-15, plant-17)
prep(plant-17, in-18)
nn(Scotland-21, Erskine-19)
punct(Scotland-21, ,-20)
pobj(in-18, Scotland-21)
punct(said-3, .-22)

prep(fell-12, In-1)
nn(trading-7, New-2)
nn(trading-7, York-3)
nn(trading-7, Stock-4)
nn(trading-7, Exchange-5)
amod(trading-7, composite-6)
pobj(In-1, trading-7)
dep(fell-12, yesterday-8)
punct(fell-12, ,-9)
nn(shares-11, Compaq-10)
nsubj(fell-12, shares-11)
root(ROOT-0, fell-12)
dobj(fell-12, $-13)
num($-13, 1.625-14)
prep(fell-12, to-15)
pobj(to-15, $-16)
num($-16, 108.625-17)
punct(fell-12, .-18)

nn(Taylor-3, Wilson-1)
nn(Taylor-3, H.-2)
nsubjpass(elected-19, Taylor-3)
punct(Taylor-3, ,-4)
appos(Taylor-3, president-5)
cc(president-5, and-6)
nn(officer-9, chief-7)
amod(officer-9, executive-8)
conj(president-5, officer-9)
prep(president-5, of-10)
det(insurance-12, this-11)
pobj(of-10, insurance-12)
cc(insurance-12, and-13)
amod(concern-16, financial-14)
nn(concern-16, services-15)
conj(insurance-12, concern-16)
punct(Taylor-3, ,-17)
auxpass(elected-19, was-18)
root(ROOT-0, elected-19)
prep(elected-19, to-20)
det(post-23, the-21)
amod(post-23, additional-22)
pobj(to-20, post-23)
prep(post-23, of-24)
dep(of-24, chairman-25)
punct(elected-19, .-26)

nn(Taylor-2, Mr.-1)
nsubj(succeeds-8, Taylor-2)
punct(Taylor-2, ,-3)
num(years-5, 45-4)
npadvmod(old-6, years-5)
amod(Taylor-2, old-6)
punct(Taylor-2, ,-7)
root(ROOT-0, succeeds-8)
nn(Kilpatrick-11, Robert-9)
nn(Kilpatrick-11, D.-10)
dobj(succeeds-8, Kilpatrick-11)
punct(Kilpatrick-11, ,-12)
num(Kilpatrick-11, 64-13)
punct(Kilpatrick-11, ,-14)
dep(retiring-17, who-15)
aux(retiring-17, is-16)
dep(Kilpatrick-11, retiring-17)
punct(retiring-17, ,-18)
mark(reported-20, as-19)
advcl(retiring-17, reported-20)
advmod(reported-20, earlier-21)
punct(succeeds-8, .-22)

nn(Kilpatrick-2, Mr.-1)
nsubj(remain-4, Kilpatrick-2)
aux(remain-4, will-3)
root(ROOT-0, remain-4)
det(director-6, a-5)
xcomp(remain-4, director-6)
punct(remain-4, .-7)

nn(Inc.-4, Diversified-1)
nn(Inc.-4, Investment-2)
nn(Inc.-4, Group-3)
nsubj(said-5, Inc.-4)
root(ROOT-0, said-5)
dep(agreed-7, it-6)
ccomp(said-5, agreed-7)
aux(acquired-10, to-8)
auxpass(acquired-10, be-9)
xcomp(agreed-7, acquired-10)
prep(acquired-10, by-11)
nn(Corp.-14, Star-12)
nn(Corp.-14, States-13)
pobj(by-11, Corp.-14)
prep(acquired-10, for-15)
pobj(for-15, stock-16)
dep(stock-16, valued-17)
prep(valued-17, at-18)
pobj(at-18, $-19)
num($-19, 13.75-20)
det(share-22, a-21)
dep($-19, share-22)
punct($-19, ,-23)
cc($-19, or-24)
quantmod($-26, about-25)
conj($-19, $-26)
number(million-28, 24.4-27)
num($-26, million-28)
punct(said-5, .-29)

nsubj(said-14, Diversified-1)
punct(Diversified-1, ,-2)
det(company-5, the-3)
amod(company-5, holding-4)
dep(Diversified-1, company-5)
prep(company-5, for-6)
nn(Savings-9, Fidelity-7)
nn(Savings-9, Federal-8)
pobj(for-6, Savings-9)
cc(Savings-9, &-10)
nn(Association-12, Loan-11)
conj(Savings-9, Association-12)
punct(Diversified-1, ,-13)
root(ROOT-0, said-14)
det(agreement-16, the-15)
nsubj(gives-18, agreement-16)
advmod(gives-18, also-17)
ccomp(said-14, gives-18)
nn(States-20, Star-19)
iobj(gives-18, States-20)
det(option-22, the-21)
dobj(gives-18, option-22)
aux(acquire-24, to-23)
vmod(option-22, acquire-24)
dobj(acquire-24, 588,300-25)
prep(588,300-25, of-26)
poss(shares-30, Diversified-27)
possessive(Diversified-27, 's-28)
num(shares-30, 1,774,326-29)
pobj(of-26, shares-30)
amod(shares-30, outstanding-31)
punct(acquire-24, ``-32)
prep(acquire-24, under-33)
amod(circumstances-35, certain-34)
pobj(under-33, circumstances-35)
punct(said-14, .-36)
punct(said-14, ''-37)

det(acquisition-2, The-1)
nsubj(give-4, acquisition-2)
aux(give-4, would-3)
root(ROOT-0, give-4)
amod(Del.-based-7, Wilmington-5)
punct(Del.-based-7, ,-6)
amod(States-9, Del.-based-7)
nn(States-9, Star-8)
iobj(give-4, States-9)
dobj(give-4, access-10)
prep(access-10, to-11)
det(market-14, the-12)
nn(market-14, Pennsylvania-13)
pobj(to-11, market-14)
punct(give-4, .-15)

det(agreement-2, The-1)
nsubj(subject-4, agreement-2)
cop(subject-4, is-3)
root(ROOT-0, subject-4)
prep(subject-4, to-5)
amod(approval-7, regulatory-6)
pobj(to-5, approval-7)
cc(approval-7, and-8)
conj(approval-7, resolution-9)
prep(approval-7, of-10)
pobj(of-10, lawsuits-11)
dep(lawsuits-11, brought-12)
prep(brought-12, by-13)
amod(holders-16, certain-14)
nn(holders-16, Diversified-15)
pobj(by-13, holders-16)
prep(brought-12, in-17)
pobj(in-17, connection-18)
prep(connection-18, with-19)
det(merger-22, the-20)
amod(merger-22, proposed-21)
pobj(with-19, merger-22)
punct(subject-4, .-23)

nn(Co.-3, Chandler-1)
nn(Co.-3, Insurance-2)
nsubj(said-4, Co.-3)
root(ROOT-0, said-4)
dep(expects-6, it-5)
ccomp(said-4, expects-6)
aux(report-8, to-7)
xcomp(expects-6, report-8)
nn(income-11, third-quarter-9)
amod(income-11, net-10)
nsubj(jumped-12, income-11)
ccomp(report-8, jumped-12)
num(%-14, 97-13)
dobj(jumped-12, %-14)
prep(jumped-12, to-15)
pobj(to-15, $-16)
number(million-18, 2.8-17)
num($-16, million-18)
punct($-16, ,-19)
cc($-16, or-20)
num(cents-22, 51-21)
conj($-16, cents-22)
det(share-24, a-23)
dep(cents-22, share-24)
punct(said-4, .-25)

prep(had-11, In-1)
det(quarter-4, the-2)
amod(quarter-4, year-earlier-3)
pobj(In-1, quarter-4)
punct(had-11, ,-5)
det(insurer-10, the-6)
nn(insurer-10, automobile-7)
cc(automobile-7, and-8)
conj(automobile-7, trucking-9)
nsubj(had-11, insurer-10)
root(ROOT-0, had-11)
dobj(had-11, earnings-12)
prep(earnings-12, of-13)
pobj(of-13, $-14)
number(million-16, 1.4-15)
num($-14, million-16)
punct($-14, ,-17)
cc($-14, or-18)
num(cents-20, 48-19)
conj($-14, cents-20)
det(share-22, a-21)
dep(cents-20, share-22)
prep(earnings-12, on-23)
det(basis-26, a-24)
amod(basis-26, restated-25)
pobj(on-23, basis-26)
punct(earnings-12, ,-27)
prep(earnings-12, on-28)
pobj(on-28, revenue-29)
prep(revenue-29, of-30)
pobj(of-30, $-31)
number(million-33, 16.5-32)
num($-31, million-33)
punct(had-11, .-34)

prep(said-15, In-1)
det(interview-3, an-2)
pobj(In-1, interview-3)
punct(said-15, ,-4)
nn(LeGere-7, W.-5)
nn(LeGere-7, Brent-6)
nsubj(said-15, LeGere-7)
punct(LeGere-7, ,-8)
appos(LeGere-7, chairman-9)
cc(chairman-9, and-10)
nn(officer-13, chief-11)
nn(officer-13, executive-12)
conj(chairman-9, officer-13)
punct(LeGere-7, ,-14)
root(ROOT-0, said-15)
dep(expects-17, he-16)
ccomp(said-15, expects-17)
dobj(expects-17, revenue-18)
prep(revenue-18, in-19)
det(quarter-22, the-20)
amod(quarter-22, latest-21)
pobj(in-19, quarter-22)
aux(total-24, to-23)
xcomp(expects-17, total-24)
quantmod($-26, about-25)
dobj(total-24, $-26)
number(million-28, 28-27)
num($-26, million-28)
punct(said-15, .-29)

det(figures-3, The-1)
amod(figures-3, earnings-per-share-2)
nsubj(reflect-4, figures-3)
root(ROOT-0, reflect-4)
det(dividend-9, a-5)
number(%-7, 25-6)
amod(dividend-9, %-7)
nn(dividend-9, stock-8)
dobj(reflect-4, dividend-9)
prep(dividend-9, in-10)
pobj(in-10, June-11)
num(June-11, 1989-12)
punct(reflect-4, .-13)

nn(LeGere-2, Mr.-1)
nsubj(attributed-3, LeGere-2)
root(ROOT-0, attributed-3)
det(increase-6, the-4)
nn(increase-6, earnings-5)
dobj(attributed-3, increase-6)
prep(attributed-3, to-7)
pobj(to-7, growth-8)
prep(growth-8, in-9)
det(company-11, the-10)
poss(lines-16, company-11)
possessive(company-11, 's-12)
nn(lines-16, longhaul-13)
nn(lines-16, trucking-14)
nn(lines-16, insurance-15)
pobj(in-9, lines-16)
cc(growth-8, and-17)
det(ability-19, the-18)
conj(growth-8, ability-19)
aux(keep-21, to-20)
vmod(ability-19, keep-21)
nn(rates-23, premium-22)
dep(keep-21, rates-23)
dep(rates-23, firm-24)
punct(attributed-3, .-25)

nn(Corp.-3, Calgon-1)
nn(Corp.-3, Carbon-2)
nsubj(said-4, Corp.-3)
root(ROOT-0, said-4)
dep(build-7, it-5)
aux(build-7, will-6)
ccomp(said-4, build-7)
det(plant-12, a-8)
amod(plant-12, $-9)
number(million-11, 40-10)
num($-9, million-11)
dobj(build-7, plant-12)
prep(plant-12, for-13)
pcomp(for-13, producing-14)
amod(carbon-17, granular-15)
amod(carbon-17, activated-16)
dobj(producing-14, carbon-17)
punct(said-4, .-18)

det(maker-2, The-1)
nsubj(said-8, maker-2)
prep(maker-2, of-3)
amod(chemicals-5, water-treatment-4)
pobj(of-3, chemicals-5)
cc(chemicals-5, and-6)
conj(chemicals-5, equipment-7)
root(ROOT-0, said-8)
dep(select-11, it-9)
aux(select-11, will-10)
ccomp(said-8, select-11)
det(site-14, the-12)
nn(site-14, plant-13)
dobj(select-11, site-14)
amod(year-17, early-15)
amod(year-17, next-16)
tmod(select-11, year-17)
punct(said-8, ,-18)
cc(said-8, and-19)
dep(expected-22, production-20)
auxpass(expected-22, is-21)
conj(said-8, expected-22)
aux(begin-24, to-23)
xcomp(expected-22, begin-24)
prep(begin-24, in-25)
dep(in-25, 1991-26)
punct(said-8, .-27)

root(ROOT-0, Call-1)
nn(Wright-3, Jim-2)
poss(office-5, Wright-3)
possessive(Wright-3, 's-4)
dobj(Call-1, office-5)
prep(office-5, in-6)
nn(Worth-9, downtown-7)
nn(Worth-9, Fort-8)
nn(Texas-11, Worth-9)
punct(Texas-11, ,-10)
pobj(in-6, Texas-11)
punct(Texas-11, ,-12)
det(days-14, these-13)
tmod(Call-1, days-14)
cc(Call-1, and-15)
det(receptionist-17, the-16)
nsubj(answers-19, receptionist-17)
advmod(answers-19, still-18)
conj(Call-1, answers-19)
det(phone-21, the-20)
dobj(answers-19, phone-21)
punct(answers-19, ,-22)
punct(answers-19, ``-23)
nn(Wright-25, Speaker-24)
poss(office-27, Wright-25)
possessive(Wright-25, 's-26)
dobj(answers-19, office-27)
punct(Call-1, .-28)
punct(Call-1, ''-29)

det(congressman-3, The-1)
amod(congressman-3, former-2)
nsubjpass(ensconced-21, congressman-3)
punct(congressman-3, ,-4)
dep(resigned-6, who-5)
dep(congressman-3, resigned-6)
prep(resigned-6, as-7)
pobj(as-7, speaker-8)
prep(speaker-8, of-9)
det(House-11, the-10)
pobj(of-9, House-11)
prep(resigned-6, after-12)
det(investigation-14, an-13)
pobj(after-12, investigation-14)
prep(investigation-14, of-15)
poss(dealings-18, his-16)
amod(dealings-18, financial-17)
pobj(of-15, dealings-18)
punct(congressman-3, ,-19)
auxpass(ensconced-21, is-20)
root(ROOT-0, ensconced-21)
prep(ensconced-21, in-22)
poss(office-25, his-23)
nn(office-25, district-24)
pobj(in-22, office-25)
punct(office-25, ,-26)
vmod(office-25, maintained-27)
prep(maintained-27, by-28)
dep(by-28, taxpayers-29)
prep(maintained-27, on-30)
det(allowance-34, a-31)
amod(allowance-34, $-32)
number($-32, 200,000-33)
pobj(on-30, allowance-34)
punct(ensconced-21, .-35)

dep(negotiating-3, He-1)
aux(negotiating-3, is-2)
root(ROOT-0, negotiating-3)
det(contract-7, a-4)
amod(contract-7, rich-5)
nn(contract-7, book-6)
dobj(negotiating-3, contract-7)
prep(negotiating-3, to-8)
dep(to-8, boot-9)
punct(negotiating-3, .-10)

nsubj(benefit-16, One-1)
prep(One-1, of-2)
det(tickets-5, the-3)
amod(tickets-5, hottest-4)
pobj(of-2, tickets-5)
prep(tickets-5, on-6)
poss(calendar-10, Washington-7)
possessive(Washington-7, 's-8)
amod(calendar-10, social-9)
pobj(on-6, calendar-10)
det(fall-12, this-11)
dep(tickets-5, fall-12)
cop(benefit-16, was-13)
det(benefit-16, a-14)
nn(benefit-16, charity-15)
root(ROOT-0, benefit-16)
vmod(benefit-16, honoring-17)
amod(Coelho-21, former-18)
nn(Coelho-21, Congressman-19)
nn(Coelho-21, Tony-20)
dobj(honoring-17, Coelho-21)
punct(Coelho-21, ,-22)
dep(landed-24, who-23)
dep(Coelho-21, landed-24)
det(job-27, a-25)
amod(job-27, million-dollar-26)
dobj(landed-24, job-27)
prep(job-27, on-28)
nn(Street-30, Wall-29)
pobj(on-28, Street-30)
prep(landed-24, after-31)
pcomp(after-31, resigning-32)
prep(resigning-32, over-33)
det(investment-37, a-34)
amod(investment-37, controversial-35)
nn(investment-37, junk-bond-36)
pobj(over-33, investment-37)
amod(summer-39, last-38)
tmod(resigning-32, summer-39)
punct(benefit-16, .-40)

nn(Deaver-2, Michael-1)
nsubj(become-11, Deaver-2)
punct(Deaver-2, ,-3)
det(aide-8, the-4)
amod(aide-8, former-5)
nn(aide-8, White-6)
nn(aide-8, House-7)
appos(Deaver-2, aide-8)
punct(Deaver-2, ,-9)
aux(become-11, has-10)
root(ROOT-0, become-11)
det(addition-15, the-12)
advmod(addition-15, most-13)
amod(addition-15, recent-14)
xcomp(become-11, addition-15)
prep(addition-15, to-16)
det(ranks-19, the-17)
amod(ranks-19, teeming-18)
pobj(to-16, ranks-19)
prep(ranks-19, of-20)
amod(politicians-22, fallen-21)
pobj(of-20, politicians-22)
cc(politicians-22, and-23)
conj(politicians-22, officials-24)
vmod(politicians-22, earning-25)
poss(way-27, their-26)
dobj(earning-25, way-27)
prep(earning-25, as-28)
pobj(as-28, lobbyists-29)
cc(lobbyists-29, and-30)
conj(lobbyists-29, consultants-31)
advmod(earning-25, here-32)
punct(become-11, .-33)

nn(Deaver-2, Mr.-1)
nsubj(reopened-4, Deaver-2)
aux(reopened-4, has-3)
root(ROOT-0, reopened-4)
det(business-7, a-5)
nn(business-7, public-relations-6)
dobj(reopened-4, business-7)
punct(reopened-4, .-8)

csubj(become-4, Surviving-1)
dep(Surviving-1, scandal-2)
aux(become-4, has-3)
root(ROOT-0, become-4)
det(rite-6, a-5)
xcomp(become-4, rite-6)
prep(rite-6, of-7)
amod(passage-9, political-8)
pobj(of-7, passage-9)
prep(become-4, at-10)
det(time-12, a-11)
pobj(at-10, time-12)
advmod(blunted-19, when-13)
det(glut-15, a-14)
nsubj(blunted-19, glut-15)
prep(glut-15, of-16)
dep(of-16, scandal-17)
aux(blunted-19, has-18)
dep(time-12, blunted-19)
det(town-21, this-20)
poss(sensibility-23, town-21)
possessive(town-21, 's-22)
dobj(blunted-19, sensibility-23)
punct(become-4, .-24)

ccomp(says-40, Let-1)
det(president-3, the-2)
nsubj(demand-4, president-3)
ccomp(Let-1, demand-4)
amod(rules-8, strict-5)
amod(rules-8, new-6)
nn(rules-8, ethics-7)
dobj(demand-4, rules-8)
punct(Let-1, :-9)
mark(accused-15, With-10)
num(members-14, four-11)
amod(members-14, sitting-12)
nn(members-14, House-13)
nsubj(accused-15, members-14)
dep(dulled-35, accused-15)
prep(accused-15, of-16)
amod(misdeeds-18, sexual-17)
pobj(of-16, misdeeds-18)
punct(accused-15, ,-19)
conj(accused-15, amid-20)
det(scandal-24, the-21)
amod(scandal-24, unfolding-22)
nn(scandal-24, HUD-23)
pobj(amid-20, scandal-24)
cc(accused-15, and-25)
conj(accused-15, after-26)
det(debacle-29, the-27)
nn(debacle-29, Wright-28)
pobj(after-26, debacle-29)
punct(dulled-35, ,-30)
punct(dulled-35, ``-31)
dep(dulled-35, people-32)
auxpass(dulled-35, are-33)
advmod(dulled-35, slightly-34)
parataxis(Let-1, dulled-35)
prep(dulled-35, by-36)
dep(by-36, scandal-37)
punct(says-40, ,-38)
punct(says-40, ''-39)
root(ROOT-0, says-40)
amod(Buchwald-44, political-41)
nn(Buchwald-44, humorist-42)
nn(Buchwald-44, Art-43)
nsubj(says-40, Buchwald-44)
punct(says-40, .-45)

punct(takes-4, ``-1)
dep(takes-4, It-2)
advmod(takes-4, now-3)
root(ROOT-0, takes-4)
dobj(takes-4, something-5)
advmod(weird-7, really-6)
amod(something-5, weird-7)
aux(inspire-9, to-8)
vmod(takes-4, inspire-9)
amod(outrage-11, public-10)
dobj(inspire-9, outrage-11)
punct(takes-4, .-12)
punct(takes-4, ''-13)

neg(scandal-tripped-4, Not-1)
predet(scandal-tripped-4, all-2)
det(scandal-tripped-4, the-3)
nsubj(enjoyed-6, scandal-tripped-4)
aux(enjoyed-6, have-5)
root(ROOT-0, enjoyed-6)
amod(landings-8, soft-7)
dobj(enjoyed-6, landings-8)
punct(enjoyed-6, .-9)

cc(have-3, But-1)
dep(have-3, many-2)
root(ROOT-0, have-3)
punct(have-3, .-4)

punct(says-13, ``-1)
det(people-3, These-2)
nsubj(bounce-4, people-3)
ccomp(says-13, bounce-4)
advmod(bounce-4, back-5)
advmod(resiliently-7, more-6)
advmod(bounce-4, resiliently-7)
prep(resiliently-7, than-8)
amod(people-10, regular-9)
pobj(than-8, people-10)
punct(says-13, ,-11)
punct(says-13, ''-12)
root(ROOT-0, says-13)
nn(Garment-17, Washington-14)
nn(Garment-17, writer-15)
nn(Garment-17, Suzanne-16)
nsubj(says-13, Garment-17)
punct(Garment-17, ,-18)
dep(working-21, who-19)
aux(working-21, is-20)
dep(Garment-17, working-21)
prep(working-21, on-22)
det(history-24, a-23)
pobj(on-22, history-24)
prep(history-24, of-25)
amod(scandal-27, post-Watergate-26)
pobj(of-25, scandal-27)
punct(says-13, .-28)

vmod(is-10, Given-1)
poss(penchant-4, their-2)
amod(penchant-4, own-3)
dobj(Given-1, penchant-4)
prep(penchant-4, for-5)
nn(writing-7, book-6)
pobj(for-5, writing-7)
punct(is-10, ,-8)
nsubj(is-10, it-9)
root(ROOT-0, is-10)
dep(is-10, surprising-11)
mark(published-22, that-12)
nsubj(published-22, none-13)
prep(none-13, of-14)
det(masters-16, the-15)
pobj(of-14, masters-16)
prep(masters-16, of-17)
nn(survival-19, scandal-18)
pobj(of-17, survival-19)
aux(published-22, have-20)
advmod(published-22, yet-21)
ccomp(is-10, published-22)
det(guide-24, a-23)
dobj(published-22, guide-24)
prep(guide-24, to-25)
det(art-27, the-26)
pobj(to-25, art-27)
punct(is-10, .-28)

dep(is-3, For-1)
dep(is-3, there-2)
root(ROOT-0, is-3)
det(protocol-6, an-4)
amod(protocol-6, emerging-5)
dep(is-3, protocol-6)
punct(etiquette-11, ---7)
dep(etiquette-11, indeed-8)
punct(etiquette-11, ,-9)
det(etiquette-11, an-10)
dep(protocol-6, etiquette-11)
punct(etiquette-11, ---12)
prep(protocol-6, to-13)
dep(to-13, it-14)
punct(is-3, .-15)

root(ROOT-0, Among-1)
det(rules-3, the-2)
pobj(Among-1, rules-3)
punct(Among-1, :-4)

root(ROOT-0, Pretend-1)
dep(Happened-3, Nothing-2)
dep(Pretend-1, Happened-3)

mark(were-4, As-1)
mark(were-4, if-2)
dep(were-4, he-3)
advcl(enjoys-29, were-4)
advmod(were-4, still-5)
prep(were-4, in-6)
poss(job-9, his-7)
amod(job-9, old-8)
pobj(in-6, job-9)
punct(enjoys-29, ,-10)
nn(Wright-12, Mr.-11)
nsubj(enjoys-29, Wright-12)
punct(enjoys-29, ,-13)
prep(enjoys-29, by-14)
pcomp(by-14, resigning-15)
prep(resigning-15, with-16)
poss(title-18, his-17)
pobj(with-16, title-18)
cc(resigning-15, instead-19)
mwe(instead-19, of-20)
auxpass(forced-22, being-21)
conj(resigning-15, forced-22)
prep(forced-22, from-23)
poss(job-25, his-24)
pobj(from-23, job-25)
punct(enjoys-29, ,-26)
prep(enjoys-29, by-27)
dep(by-27, law-28)
root(ROOT-0, enjoys-29)
det(allowance-36, a-30)
amod(allowance-36, $-31)
number($-31, 120,000-32)
amod(allowance-36, annual-33)
nn(allowance-36, office-34)
nn(allowance-36, expense-35)
dobj(enjoys-29, allowance-36)
punct(allowance-36, ,-37)
num(staffers-40, three-38)
amod(staffers-40, paid-39)
conj(allowance-36, staffers-40)
punct(allowance-36, ,-41)
quantmod($-44, up-42)
dep($-44, to-43)
conj(allowance-36, $-44)
num($-44, 67,000-45)
prep($-44, for-46)
pobj(for-46, stationery-47)
cc(stationery-47, and-48)
conj(stationery-47, telephones-49)
cc(allowance-36, and-50)
amod(use-52, continued-51)
conj(allowance-36, use-52)
prep(use-52, of-53)
det(privilege-56, the-54)
nn(privilege-56, franking-55)
pobj(of-53, privilege-56)
punct(enjoys-29, .-57)

neg(mention-3, Not-1)
aux(mention-3, to-2)
root(ROOT-0, mention-3)
det(pension-7, a-4)
amod(pension-7, generous-5)
amod(pension-7, federal-6)
dobj(mention-3, pension-7)
punct(mention-3, .-8)

dep(is-2, There-1)
root(ROOT-0, is-2)
advmod(is-2, also-3)
det(schedule-6, a-4)
amod(schedule-6, busy-5)
dep(is-2, schedule-6)
prep(schedule-6, of-7)
nn(engagements-9, speaking-8)
pobj(of-7, engagements-9)
prep(engagements-9, at-10)
pobj(at-10, $-11)
num($-11, 10,000-12)
det(pop-14, a-13)
dep($-11, pop-14)
punct(engagements-9, ,-15)
prep(engagements-9, at-16)
amod(places-18, tony-17)
pobj(at-16, places-18)
prep(places-18, including-19)
det(Union-23, the-20)
nn(Union-23, Yale-21)
nn(Union-23, Political-22)
pobj(including-19, Union-23)
punct(is-2, .-24)

punct(reports-13, ``-1)
dep(busy-5, He-2)
cop(busy-5, 's-3)
advmod(busy-5, as-4)
ccomp(reports-13, busy-5)
mark(was-8, as-6)
dep(was-8, he-7)
dep(busy-5, was-8)
prep(was-8, as-9)
dep(as-9, speaker-10)
punct(reports-13, ,-11)
punct(reports-13, ''-12)
root(ROOT-0, reports-13)
nn(Wright-15, Mr.-14)
poss(aide-18, Wright-15)
possessive(Wright-15, 's-16)
amod(aide-18, administrative-17)
nsubj(reports-13, aide-18)
punct(aide-18, ,-19)
nn(Shannon-21, Larry-20)
appos(aide-18, Shannon-21)
punct(reports-13, .-22)

root(ROOT-0, Atone-1)

prep(trying-31, On-1)
det(edge-3, the-2)
pobj(On-1, edge-3)
prep(edge-3, of-4)
amod(Georgetown-6, fashionable-5)
pobj(of-4, Georgetown-6)
punct(trying-31, ,-7)
prep(trying-31, in-8)
det(office-11, a-9)
amod(office-11, chic-10)
pobj(in-8, office-11)
prep(office-11, with-12)
det(view-15, a-13)
nn(view-15, river-14)
pobj(with-12, view-15)
cc(view-15, and-16)
det(number-18, a-17)
conj(view-15, number-18)
prep(number-18, of-19)
amod(clients-21, corporate-20)
pobj(of-19, clients-21)
dep(name-26, whom-22)
dep(name-26, he-23)
aux(name-26, wo-24)
neg(name-26, n't-25)
dep(clients-21, name-26)
punct(trying-31, ,-27)
nn(Deaver-29, Mr.-28)
nsubj(trying-31, Deaver-29)
aux(trying-31, is-30)
root(ROOT-0, trying-31)
aux(reclaim-33, to-32)
xcomp(trying-31, reclaim-33)
poss(reputation-35, his-34)
dobj(reclaim-33, reputation-35)
prep(reputation-35, as-36)
pobj(as-36, one-37)
prep(one-37, of-38)
det(makers-42, the-39)
amod(makers-42, savviest-40)
nn(makers-42, image-41)
pobj(of-38, makers-42)
prep(makers-42, in-43)
dep(in-43, town-44)
punct(trying-31, .-45)

dep(are-2, There-1)
root(ROOT-0, are-2)
amod(mementos-4, few-3)
