advmod(Monday-7, No-1)
xcomp(afraid-24, trust-26)
nn(prices-28, stock-27)
dobj(trust-26, prices-28)
vmod(prices-28, quoted-29)
prep(quoted-29, on-30)
det(Board-33, the-31)
nn(Board-33, Big-32)
pobj(on-30, Board-33)
punct(afraid-24, .-34)

det(halt-3, The-1)
nn(halt-3, futures-2)
nsubjpass(assailed-6, halt-3)
auxpass(assailed-6, was-4)
advmod(assailed-6, even-5)
root(ROOT-0, assailed-6)
prep(assailed-6, by-7)
nn(traders-11, Big-8)
nn(traders-11, Board-9)
nn(traders-11, floor-10)
pobj(by-7, traders-11)
punct(assailed-6, .-12)

punct(said-8, ``-1)
dep(screwed-3, It-2)
ccomp(said-8, screwed-3)
dep(screwed-3, things-4)
dep(screwed-3, up-5)
punct(said-8, ,-6)
punct(said-8, ''-7)
root(ROOT-0, said-8)
num(specialist-11, one-9)
amod(specialist-11, major-10)
nsubj(said-8, specialist-11)
punct(said-8, .-12)

det(confusion-2, This-1)
nsubj(halted-4, confusion-2)
advmod(halted-4, effectively-3)
root(ROOT-0, halted-4)
num(form-6, one-5)
dobj(halted-4, form-6)
prep(form-6, of-7)
nn(trading-9, program-8)
pobj(of-7, trading-9)
punct(form-6, ,-10)
nn(arbitrage-13, stock-11)
nn(arbitrage-13, index-12)
appos(form-6, arbitrage-13)
punct(form-6, ,-14)
dep(links-17, that-15)
advmod(links-17, closely-16)
dep(form-6, links-17)
det(futures-19, the-18)
dobj(links-17, futures-19)
cc(futures-19, and-20)
nn(markets-22, stock-21)
conj(futures-19, markets-22)
punct(links-17, ,-23)
cc(links-17, and-24)
aux(blamed-27, has-25)
auxpass(blamed-27, been-26)
conj(links-17, blamed-27)
prep(blamed-27, by-28)
dep(by-28, some-29)
prep(blamed-27, for-30)
det(market-32, the-31)
poss(swings-35, market-32)
possessive(market-32, 's-33)
amod(swings-35, big-34)
pobj(for-30, swings-35)
punct(halted-4, .-36)

punct(buy-10, -LRB--1)
prep(buy-10, In-2)
det(program-7, a-3)
amod(program-7, stock-index-4)
nn(program-7, arbitrage-5)
nn(program-7, sell-6)
pobj(In-2, program-7)
punct(buy-10, ,-8)
dep(buy-10, traders-9)
root(ROOT-0, buy-10)
cc(buy-10, or-11)
conj(buy-10, sell-12)
amod(baskets-14, big-13)
dobj(buy-10, baskets-14)
prep(baskets-14, of-15)
dep(of-15, stocks-16)
cc(buy-10, and-17)
conj(buy-10, offset-18)
det(trade-20, the-19)
dobj(offset-18, trade-20)
prep(trade-20, in-21)
dep(in-21, futures-22)
aux(lock-24, to-23)
vmod(offset-18, lock-24)
dep(lock-24, in-25)
det(difference-28, a-26)
nn(difference-28, price-27)
dobj(lock-24, difference-28)
punct(buy-10, .-29)
punct(buy-10, -RRB--30)

punct(said-20, ``-1)
advmod(came-6, When-2)
det(information-5, the-3)
nn(information-5, airline-4)
nsubj(came-6, information-5)
dep(cracked-10, came-6)
dep(came-6, through-7)
punct(cracked-10, ,-8)
dep(cracked-10, it-9)
ccomp(said-20, cracked-10)
det(model-12, every-11)
dobj(cracked-10, model-12)
dep(had-14, we-13)
rcmod(model-12, had-14)
prep(model-12, for-15)
det(marketplace-17, the-16)
pobj(for-15, marketplace-17)
punct(said-20, ,-18)
punct(said-20, ''-19)
root(ROOT-0, said-20)
det(director-23, a-21)
nn(director-23, managing-22)
dep(said-20, director-23)
prep(director-23, at-24)
pobj(at-24, one-25)
prep(one-25, of-26)
det(firms-30, the-27)
amod(firms-30, largest-28)
nn(firms-30, program-trading-29)
pobj(of-26, firms-30)
punct(said-20, .-31)

punct(get-6, ``-1)
dep(get-6, We-2)
aux(get-6, did-3)
neg(get-6, n't-4)
advmod(get-6, even-5)
root(ROOT-0, get-6)
det(chance-8, a-7)
dobj(get-6, chance-8)
aux(do-10, to-9)
vmod(chance-8, do-10)
det(programs-12, the-11)
dobj(do-10, programs-12)
dep(wanted-14, we-13)
rcmod(programs-12, wanted-14)
aux(do-16, to-15)
xcomp(wanted-14, do-16)
punct(get-6, .-17)
punct(get-6, ''-18)

cc(kept-3, But-1)
dep(kept-3, stocks-2)
root(ROOT-0, kept-3)
dep(kept-3, falling-4)
punct(kept-3, .-5)

det(industrials-3, The-1)
nn(industrials-3, Dow-2)
nsubj(were-4, industrials-3)
root(ROOT-0, were-4)
advmod(were-4, down-5)
num(points-7, 55-6)
pobj(down-5, points-7)
prep(were-4, at-8)
pobj(at-8, 3-9)
advmod(3-9, p.m.-10)
prep(were-4, before-11)
det(halt-14, the-12)
amod(halt-14, futures-trading-13)
pobj(before-11, halt-14)
punct(were-4, .-15)

prep(was-18, At-1)
pobj(At-1, 3:30-2)
advmod(3:30-2, p.m.-3)
punct(was-18, ,-4)
prep(was-18, at-5)
det(end-7, the-6)
pobj(at-5, end-7)
prep(end-7, of-8)
det(period-14, the-9)
punct(period-14, ``-10)
amod(period-14, cooling-11)
dep(period-14, off-12)
punct(period-14, ''-13)
pobj(of-8, period-14)
punct(was-18, ,-15)
det(average-17, the-16)
nsubj(was-18, average-17)
root(ROOT-0, was-18)
advmod(was-18, down-19)
num(points-21, 114.76-20)
pobj(down-19, points-21)
punct(was-18, .-22)

advmod(began-14, Meanwhile-1)
punct(began-14, ,-2)
prep(began-14, during-3)
predet(halt-8, the-4)
det(halt-8, the-5)
nn(halt-8, S&P-6)
nn(halt-8, trading-7)
pobj(during-3, halt-8)
punct(began-14, ,-9)
nn(orders-13, S&P-10)
nn(orders-13, futures-11)
nn(orders-13, sell-12)
nsubj(began-14, orders-13)
root(ROOT-0, began-14)
xcomp(began-14, piling-15)
dep(piling-15, up-16)
punct(began-14, ,-17)
mark(kept-23, while-18)
nsubj(kept-23, stocks-19)
prep(stocks-19, in-20)
nn(York-22, New-21)
pobj(in-20, York-22)
advcl(began-14, kept-23)
xcomp(kept-23, falling-24)
advmod(falling-24, sharply-25)
punct(began-14, .-26)

nn(Phelan-6, Big-1)
nn(Phelan-6, Board-2)
nn(Phelan-6, Chairman-3)
nn(Phelan-6, John-4)
nn(Phelan-6, J.-5)
nsubj(said-7, Phelan-6)
root(ROOT-0, said-7)
dep(said-7, yesterday-8)
det(breaker-11, the-9)
nn(breaker-11, circuit-10)
nsubj(worked-13, breaker-11)
punct(worked-13, ``-12)
ccomp(said-7, worked-13)
advmod(worked-13, well-14)
advmod(worked-13, mechanically-15)
punct(said-7, .-16)

dep(think-3, I-1)
advmod(think-3, just-2)
root(ROOT-0, think-3)
nsubj('s-5, it-4)
ccomp(think-3, 's-5)
dep('s-5, nonproductive-6)
prep('s-5, at-7)
det(point-9, this-8)
pobj(at-7, point-9)
aux(get-11, to-10)
xcomp('s-5, get-11)
prep(get-11, into-12)
det(debate-14, a-13)
pobj(into-12, debate-14)
mark(helped-20, if-15)
nn(arbitrage-17, index-16)
nsubj(helped-20, arbitrage-17)
aux(helped-20, would-18)
aux(helped-20, have-19)
ccomp(debate-14, helped-20)
cc(helped-20, or-21)
conj(helped-20, hurt-22)
dep(helped-20, things-23)
punct(think-3, .-24)
punct(think-3, ''-25)

prep(talking-25, Under-1)
det(system-4, another-2)
amod(system-4, post-crash-3)
pobj(Under-1, system-4)
punct(talking-25, ,-5)
nn(Grasso-10, Big-6)
nn(Grasso-10, Board-7)
nn(Grasso-10, President-8)
nn(Grasso-10, Richard-9)
nsubj(talking-25, Grasso-10)
punct(flying-15, -LRB--11)
nn(Phelan-13, Mr.-12)
nsubj(flying-15, Phelan-13)
aux(flying-15, was-14)
parataxis(talking-25, flying-15)
prep(flying-15, to-16)
dep(to-16, Bangkok-17)
mark(was-21, as-18)
det(market-20, the-19)
nsubj(was-21, market-20)
advcl(flying-15, was-21)
dep(was-21, falling-22)
punct(flying-15, -RRB--23)
aux(talking-25, was-24)
root(ROOT-0, talking-25)
prep(talking-25, on-26)
det(line-31, an-27)
punct(line-31, ``-28)
amod(line-31, inter-exchange-29)
amod(line-31, hot-30)
pobj(on-26, line-31)
punct(line-31, ''-32)
prep(line-31, to-33)
det(exchanges-36, the-34)
amod(exchanges-36, other-35)
pobj(to-33, exchanges-36)
punct(exchanges-36, ,-37)
det(Commission-42, the-38)
nn(Commission-42, Securities-39)
cc(Securities-39, and-40)
conj(Securities-39, Exchange-41)
conj(exchanges-36, Commission-42)
cc(exchanges-36, and-43)
det(Board-47, the-44)
nn(Board-47, Federal-45)
nn(Board-47, Reserve-46)
conj(exchanges-36, Board-47)
punct(talking-25, .-48)

dep(camped-2, He-1)
root(ROOT-0, camped-2)
dep(camped-2, out-3)
prep(camped-2, at-4)
det(center-8, a-5)
amod(center-8, high-tech-6)
nn(center-8, nerve-7)
pobj(at-4, center-8)
prep(center-8, on-9)
det(floor-11, the-10)
pobj(on-9, floor-11)
prep(floor-11, of-12)
det(Board-15, the-13)
nn(Board-15, Big-14)
pobj(of-12, Board-15)
punct(center-8, ,-16)
advmod(watch-20, where-17)
dep(watch-20, he-18)
aux(watch-20, could-19)
dep(center-8, watch-20)
dobj(watch-20, updates-21)
prep(updates-21, on-22)
pobj(on-22, prices-23)
cc(prices-23, and-24)
amod(orders-27, pending-25)
nn(orders-27, stock-26)
conj(prices-23, orders-27)
punct(camped-2, .-28)

prep(resumed-9, At-1)
advmod(EDT-5, about-2)
num(EDT-5, 3:30-3)
advmod(EDT-5, p.m.-4)
pobj(At-1, EDT-5)
punct(resumed-9, ,-6)
nn(futures-8, S&P-7)
nsubj(resumed-9, futures-8)
root(ROOT-0, resumed-9)
dep(resumed-9, trading-10)
punct(resumed-9, ,-11)
cc(resumed-9, and-12)
prep(started-22, for-13)
det(time-16, a-14)
amod(time-16, brief-15)
pobj(for-13, time-16)
det(futures-18, the-17)
nsubj(started-22, futures-18)
cc(futures-18, and-19)
nn(markets-21, stock-20)
conj(futures-18, markets-21)
conj(resumed-9, started-22)
aux(come-24, to-23)
xcomp(started-22, come-24)
advmod(come-24, back-25)
prep(back-25, in-26)
dep(in-26, line-27)
punct(resumed-9, .-28)

dep(stepped-2, Buyers-1)
root(ROOT-0, stepped-2)
advmod(stepped-2, in-3)
prep(in-3, to-4)
det(pit-7, the-5)
nn(pit-7, futures-6)
pobj(to-4, pit-7)
punct(stepped-2, .-8)

cc(weighed-9, But-1)
det(build-up-3, the-2)
nsubj(weighed-9, build-up-3)
prep(build-up-3, of-4)
nn(orders-8, S&P-5)
nn(orders-8, futures-6)
nn(orders-8, sell-7)
pobj(of-4, orders-8)
root(ROOT-0, weighed-9)
prep(weighed-9, on-10)
det(market-12, the-11)
pobj(on-10, market-12)
punct(weighed-9, ,-13)
cc(weighed-9, and-14)
det(link-16, the-15)
nsubj(began-19, link-16)
prep(link-16, with-17)
dep(with-17, stocks-18)
conj(weighed-9, began-19)
aux(fray-21, to-20)
xcomp(began-19, fray-21)
advmod(fray-21, again-22)
punct(weighed-9, .-23)

prep(careened-8, At-1)
advmod(3:45-3, about-2)
pobj(At-1, 3:45-3)
punct(careened-8, ,-4)
det(market-7, the-5)
nn(market-7, S&P-6)
nsubj(careened-8, market-7)
root(ROOT-0, careened-8)
prep(careened-8, to-9)
advmod(another-11, still-10)
amod(limit-12, another-11)
pobj(to-9, limit-12)
punct(limit-12, ,-13)
prep(limit-12, of-14)
num(points-16, 30-15)
pobj(of-14, points-16)
advmod(points-16, down-17)
punct(careened-8, ,-18)
cc(careened-8, and-19)
dep(locked-22, trading-20)
auxpass(locked-22, was-21)
conj(careened-8, locked-22)
advmod(locked-22, again-23)
punct(careened-8, .-24)

nn(traders-2, Futures-1)
nsubj(say-3, traders-2)
root(ROOT-0, say-3)
det(S&P-5, the-4)
nsubj(signaling-7, S&P-5)
aux(signaling-7, was-6)
ccomp(say-3, signaling-7)
mark(fall-12, that-8)
det(Dow-10, the-9)
nsubj(fall-12, Dow-10)
aux(fall-12, could-11)
ccomp(signaling-7, fall-12)
advmod(much-14, as-13)
dobj(fall-12, much-14)
prep(much-14, as-15)
num(points-17, 200-16)
pobj(as-15, points-17)
punct(say-3, .-18)

prep(began-7, During-1)
det(time-3, this-2)
pobj(During-1, time-3)
punct(began-7, ,-4)
amod(investors-6, small-5)
nsubj(began-7, investors-6)
root(ROOT-0, began-7)
xcomp(began-7, ringing-8)
poss(brokers-10, their-9)
dobj(ringing-8, brokers-10)
punct(began-7, ,-11)
xcomp(began-7, wondering-12)
mark(had-16, whether-13)
det(crash-15, another-14)
nsubj(had-16, crash-15)
ccomp(wondering-12, had-16)
dep(had-16, begun-17)
punct(began-7, .-18)

prep(thought-18, At-1)
nn(Inc.-4, Prudential-Bache-2)
nn(Inc.-4, Securities-3)
pobj(At-1, Inc.-4)
punct(Inc.-4, ,-5)
dobj(cater-10, which-6)
aux(trying-8, is-7)
dep(Inc.-4, trying-8)
aux(cater-10, to-9)
xcomp(trying-8, cater-10)
prep(cater-10, to-11)
amod(investors-13, small-12)
pobj(to-11, investors-13)
punct(Inc.-4, ,-14)
det(brokers-17, some-15)
amod(brokers-17, demoralized-16)
nsubj(thought-18, brokers-17)
root(ROOT-0, thought-18)
dep(confidence-crusher-24, this-19)
aux(confidence-crusher-24, would-20)
cop(confidence-crusher-24, be-21)
det(confidence-crusher-24, the-22)
amod(confidence-crusher-24, final-23)
ccomp(thought-18, confidence-crusher-24)
punct(thought-18, .-25)

dep('s-2, That-1)
root(ROOT-0, 's-2)
advmod(took-18, when-3)
nn(Ball-6, George-4)
nn(Ball-6, L.-5)
nsubj(took-18, Ball-6)
punct(Ball-6, ,-7)
appos(Ball-6, chairman-8)
prep(chairman-8, of-9)
det(unit-16, the-10)
dep(unit-16, Prudential-11)
nn(Prudential-11, Insurance-12)
dep(Prudential-11, Co.-13)
prep(Prudential-11, of-14)
dep(of-14, America-15)
pobj(of-9, unit-16)
punct(Ball-6, ,-17)
ccomp('s-2, took-18)
prep(took-18, to-19)
det(system-23, the-20)
amod(system-23, internal-21)
nn(system-23, intercom-22)
pobj(to-19, system-23)
aux(declare-25, to-24)
xcomp(took-18, declare-25)
mark(mechanical-32, that-26)
det(plunge-28, the-27)
nsubj(mechanical-32, plunge-28)
cop(mechanical-32, was-29)
advmod(mechanical-32, only-30)
punct(mechanical-32, ``-31)
ccomp(declare-25, mechanical-32)
punct('s-2, .-33)
punct('s-2, ''-34)

punct(have-3, ``-1)
dep(have-3, I-2)
root(ROOT-0, have-3)
det(hunch-5, a-4)
dobj(have-3, hunch-5)
mark(something-12, that-6)
det(decline-9, this-7)
amod(decline-9, particular-8)
nn(today-10, decline-9)
nsubj(something-12, today-10)
cop(something-12, is-11)
ccomp(hunch-5, something-12)
punct(something-12, `-13)
amod(ado-15, more-14)
dep(something-12, ado-15)
prep(ado-15, about-16)
dep(about-16, less-17)
punct(have-3, .-18)
punct(have-3, '-19)

nsubj(inclination-5, It-1)
aux(inclination-5, would-2)
cop(inclination-5, be-3)
poss(inclination-5, my-4)
ccomp(told-24, inclination-5)
aux(advise-7, to-6)
vmod(inclination-5, advise-7)
dep(advise-7, clients-8)
neg(to-10, not-9)
ccomp(advise-7, to-10)
dep(to-10, sell-11)
punct(to-10, ,-12)
aux(look-14, to-13)
dep(to-10, look-14)
prep(look-14, for-15)
det(opportunity-17, an-16)
pobj(for-15, opportunity-17)
vmod(opportunity-17, to-18)
dep(to-18, buy-19)
punct(told-24, ,-20)
punct(told-24, ''-21)
nn(Ball-23, Mr.-22)
nsubj(told-24, Ball-23)
root(ROOT-0, told-24)
det(brokers-26, the-25)
dobj(told-24, brokers-26)
punct(told-24, .-27)

prep(prepared-18, At-1)
nn(Lynch-3, Merrill-2)
pobj(At-1, Lynch-3)
cc(Lynch-3, &-4)
conj(Lynch-3, Co.-5)
punct(Lynch-3, ,-6)
det(nation-8, the-7)
poss(firm-12, nation-8)
possessive(nation-8, 's-9)
amod(firm-12, biggest-10)
nn(firm-12, brokerage-11)
appos(Lynch-3, firm-12)
punct(prepared-18, ,-13)
det(release-16, a-14)
nn(release-16, news-15)
nsubjpass(prepared-18, release-16)
auxpass(prepared-18, was-17)
root(ROOT-0, prepared-18)
dep(prepared-18, headlined-19)
punct(Comments-23, ``-20)
nn(Lynch-22, Merrill-21)
nsubj(Comments-23, Lynch-22)
dep(headlined-19, Comments-23)
prep(Comments-23, on-24)
nn(Drop-26, Market-25)
pobj(on-24, Drop-26)
punct(prepared-18, .-27)
punct(prepared-18, ''-28)

det(release-2, The-1)
nsubj(cautioned-3, release-2)
root(ROOT-0, cautioned-3)
mark(are-7, that-4)
punct(are-7, ``-5)
dep(are-7, there-6)
ccomp(cautioned-3, are-7)
amod(differences-9, significant-8)
dep(are-7, differences-9)
prep(differences-9, between-10)
det(environment-13, the-11)
amod(environment-13, current-12)
pobj(between-10, environment-13)
cc(environment-13, and-14)
conj(environment-13, that-15)
prep(that-15, of-16)
pobj(of-16, October-17)
num(October-17, 1987-18)
punct(are-7, ''-19)
cc(are-7, and-20)
mark(are-23, that-21)
dep(are-23, there-22)
conj(are-7, are-23)
advmod(are-23, still-24)
punct(opportunities-28, ``-25)
amod(opportunities-28, attractive-26)
nn(opportunities-28, investment-27)
dep(are-23, opportunities-28)
punct(opportunities-28, ''-29)
prep(opportunities-28, in-30)
det(market-33, the-31)
nn(market-33, stock-32)
pobj(in-30, market-33)
punct(cautioned-3, .-34)

advmod(said-14, However-1)
punct(said-14, ,-2)
nn(Lane-5, Jeffrey-3)
nn(Lane-5, B.-4)
nsubj(said-14, Lane-5)
punct(Lane-5, ,-6)
appos(Lane-5, president-7)
prep(president-7, of-8)
nn(Inc.-12, Shearson-9)
nn(Inc.-12, Lehman-10)
nn(Inc.-12, Hutton-11)
pobj(of-8, Inc.-12)
punct(Lane-5, ,-13)
root(ROOT-0, said-14)
mark(going-21, that-15)
poss(plunge-18, Friday-16)
possessive(Friday-16, 's-17)
nsubj(going-21, plunge-18)
aux(going-21, is-19)
punct(going-21, ``-20)
ccomp(said-14, going-21)
aux(set-23, to-22)
xcomp(going-21, set-23)
dep(set-23, back-24)
punct(set-23, ''-25)
dobj(set-23, relations-26)
prep(relations-26, with-27)
dep(with-27, customers-28)
punct(going-21, ,-29)
punct(going-21, ``-30)
mark(reinforces-33, because-31)
dep(reinforces-33, it-32)
advcl(going-21, reinforces-33)
det(concern-35, the-34)
dobj(reinforces-33, concern-35)
prep(concern-35, of-36)
dep(of-36, volatility-37)
punct(said-14, .-38)

cc(think-3, And-1)
dep(think-3, I-2)
root(ROOT-0, think-3)
det(lot-5, a-4)
nsubj(harp-9, lot-5)
prep(lot-5, of-6)
dep(of-6, people-7)
aux(harp-9, will-8)
ccomp(think-3, harp-9)
prep(harp-9, on-10)
nn(trading-12, program-11)
pobj(on-10, trading-12)
punct(think-3, .-13)

dep(going-3, It-1)
aux(going-3, 's-2)
root(ROOT-0, going-3)
aux(bring-5, to-4)
xcomp(going-3, bring-5)
det(debate-7, the-6)
dobj(bring-5, debate-7)
advmod(back-9, right-8)
advmod(bring-5, back-9)
prep(back-9, to-10)
det(forefront-12, the-11)
pobj(to-10, forefront-12)
punct(going-3, .-13)
punct(going-3, ''-14)

mark(ground-5, As-1)
det(Dow-3, the-2)
nsubj(ground-5, Dow-3)
amod(Dow-3, average-4)
advcl(stayed-16, ground-5)
prep(ground-5, to-6)
poss(loss-10, its-7)
amod(loss-10, final-8)
num(loss-10, 190.58-9)
pobj(to-6, loss-10)
dep(ground-5, Friday-11)
punct(stayed-16, ,-12)
det(pit-15, the-13)
nn(pit-15, S&P-14)
nsubj(stayed-16, pit-15)
root(ROOT-0, stayed-16)
acomp(stayed-16, locked-17)
prep(locked-17, at-18)
poss(limit-22, its-19)
amod(limit-22, 30-point-20)
nn(limit-22, trading-21)
pobj(at-18, limit-22)
punct(stayed-16, .-23)

nn(Yass-2, Jeffrey-1)
nsubj(said-9, Yass-2)
prep(Yass-2, of-3)
nn(Group-8, program-4)
nn(Group-8, trader-5)
nn(Group-8, Susquehanna-6)
nn(Group-8, Investment-7)
pobj(of-3, Group-8)
root(ROOT-0, said-9)
num(contracts-12, 2,000-10)
nn(contracts-12, S&P-11)
nsubj(equivalent-21, contracts-12)
cop(equivalent-21, were-13)
prep(equivalent-21, for-14)
dep(for-14, sale-15)
prep(equivalent-21, on-16)
det(close-18, the-17)
pobj(on-16, close-18)
punct(equivalent-21, ,-19)
det(equivalent-21, the-20)
ccomp(said-9, equivalent-21)
prep(equivalent-21, of-22)
pobj(of-22, $-23)
number(million-25, 330-24)
num($-23, million-25)
prep($-23, in-26)
dep(in-26, stock-27)
punct(said-9, .-28)

cc(were-3, But-1)
dep(were-3, there-2)
root(ROOT-0, were-3)
neg(buyers-5, no-4)
dep(were-3, buyers-5)
punct(were-3, .-6)

mark(involved-5, While-1)
poss(debacle-4, Friday-2)
possessive(Friday-2, 's-3)
nsubj(involved-5, debacle-4)
advcl(left-14, involved-5)
advmod(involved-5, mainly-6)
amod(traders-8, professional-7)
dobj(involved-5, traders-8)
advmod(than-10, rather-9)
prep(traders-8, than-10)
dep(than-10, investors-11)
punct(left-14, ,-12)
dep(left-14, it-13)
ccomp(said-25, left-14)
det(market-16, the-15)
nsubj(vulnerable-17, market-16)
xcomp(left-14, vulnerable-17)
prep(vulnerable-17, to-18)
amod(selling-20, continued-19)
pobj(to-18, selling-20)
det(morning-22, this-21)
dep(vulnerable-17, morning-22)
punct(said-25, ,-23)
dep(said-25, traders-24)
root(ROOT-0, said-25)
punct(said-25, .-26)

amod(contracts-3, Stock-index-1)
nn(contracts-3, futures-2)
nsubj(settled-4, contracts-3)
root(ROOT-0, settled-4)
prep(settled-4, at-5)
advmod(lower-7, much-6)
amod(prices-8, lower-7)
pobj(at-5, prices-8)
prep(prices-8, than-9)
pobj(than-9, indexes-10)
prep(indexes-10, of-11)
det(market-14, the-12)
nn(market-14, stock-13)
pobj(of-11, market-14)
npadvmod(market-14, itself-15)
punct(settled-4, .-16)

prep(set-7, At-1)
det(levels-3, those-2)
pobj(At-1, levels-3)
punct(set-7, ,-4)
dep(set-7, stocks-5)
auxpass(set-7, are-6)
root(ROOT-0, set-7)
dep(set-7, up-8)
aux(hammered-11, to-9)
auxpass(hammered-11, be-10)
xcomp(set-7, hammered-11)
prep(hammered-11, by-12)
nn(arbitragers-14, index-13)
pobj(by-12, arbitragers-14)
punct(arbitragers-14, ,-15)
dep(lock-17, who-16)
dep(arbitragers-14, lock-17)
dep(lock-17, in-18)
dep(lock-17, profits-19)
prep(lock-17, by-20)
pcomp(by-20, buying-21)
dep(buying-21, futures-22)
advmod(fall-26, when-23)
nn(prices-25, futures-24)
nsubj(fall-26, prices-25)
ccomp(buying-21, fall-26)
punct(lock-17, ,-27)
cc(lock-17, and-28)
advmod(sell-30, simultaneously-29)
conj(lock-17, sell-30)
dep(sell-30, off-31)
dep(sell-30, stocks-32)
punct(set-7, .-33)

cc(knows-3, But-1)
dep(knows-3, nobody-2)
root(ROOT-0, knows-3)
prep(open-12, at-4)
det(level-6, what-5)
pobj(at-4, level-6)
det(futures-8, the-7)
nsubj(open-12, futures-8)
cc(futures-8, and-9)
conj(futures-8, stocks-10)
aux(open-12, will-11)
ccomp(knows-3, open-12)
dep(open-12, today-13)
punct(knows-3, .-14)

det(de-linkage-2, The-1)
nn(Friday-9, de-linkage-2)
prep(Friday-9, between-3)
det(markets-8, the-4)
nn(markets-8, stock-5)
cc(stock-5, and-6)
conj(stock-5, futures-7)
pobj(between-3, markets-8)
nsubj(cause-12, Friday-9)
aux(cause-12, will-10)
advmod(cause-12, undoubtedly-11)
root(ROOT-0, cause-12)
amod(debate-14, renewed-13)
dobj(cause-12, debate-14)
prep(debate-14, about-15)
mark(prepared-21, whether-16)
nn(Street-18, Wall-17)
nsubj(prepared-21, Street-18)
cop(prepared-21, is-19)
advmod(prepared-21, properly-20)
pcomp(about-15, prepared-21)
prep(prepared-21, for-22)
det(situation-25, another-23)
nn(situation-25, crash-24)
pobj(for-22, situation-25)
punct(cause-12, .-26)

det(Board-3, The-1)
nn(Board-3, Big-2)
poss(Grasso-6, Board-3)
possessive(Board-3, 's-4)
nn(Grasso-6, Mr.-5)
nsubj(said-7, Grasso-6)
root(ROOT-0, said-7)
punct(said-7, ,-8)
punct(was-13, ``-9)
poss(performance-12, Our-10)
amod(performance-12, systemic-11)
nsubj(was-13, performance-12)
ccomp(said-7, was-13)
dep(was-13, good-14)
punct(said-7, .-15)
punct(said-7, ''-16)

cc(look-6, But-1)
det(exchange-3, the-2)
nsubj(look-6, exchange-3)
aux(look-6, will-4)
punct(look-6, ``-5)
root(ROOT-0, look-6)
prep(look-6, at-7)
det(performance-9, the-8)
pobj(at-7, performance-9)
prep(performance-9, of-10)
det(specialists-12, all-11)
pobj(of-10, specialists-12)
prep(performance-9, in-13)
det(stocks-15, all-14)
pobj(in-13, stocks-15)
punct(look-6, .-16)

advmod(take-4, Obviously-1)
dep(take-4, we-2)
aux(take-4, 'll-3)
ccomp(said-24, take-4)
det(look-7, a-5)
amod(look-7, close-6)
dobj(take-4, look-7)
prep(look-7, at-8)
det(situation-10, any-9)
pobj(at-8, situation-10)
