aux(suggesting-8, Is-1)
pobj(of-30, $-31)
number(million-33, 3.8-32)
num($-31, million-33)
punct($-31, ,-34)
cc($-31, or-35)
num(cents-37, 27-36)
conj($-31, cents-37)
det(share-39, a-38)
dep(cents-37, share-39)
punct($-31, ,-40)
det(year-42, a-41)
npadvmod(ago-43, year-42)
advmod(income-29, ago-43)
punct(posted-5, .-44)

nsubj(fell-8, Revenue-1)
prep(Revenue-1, for-2)
det(quarter-4, the-3)
pobj(for-2, quarter-4)
vmod(quarter-4, ended-5)
tmod(ended-5, Sept.-6)
num(Sept.-6, 30-7)
root(ROOT-0, fell-8)
num(%-10, 20-9)
dobj(fell-8, %-10)
punct(fell-8, ,-11)
prep(fell-8, to-12)
pobj(to-12, $-13)
number(million-15, 41.3-14)
num($-13, million-15)
prep(fell-8, from-16)
pobj(from-16, $-17)
number(million-19, 51.9-18)
num($-17, million-19)
prep($-17, in-20)
det(period-23, the-21)
amod(period-23, year-earlier-22)
pobj(in-20, period-23)
punct(fell-8, .-24)

nn(Data-2, Cipher-1)
nsubj(said-17, Data-2)
punct(Data-2, ,-3)
det(maker-7, a-4)
nn(maker-7, San-5)
nn(maker-7, Diego-6)
appos(Data-2, maker-7)
prep(maker-7, of-8)
amod(peripherals-11, magnetic-9)
nn(peripherals-11, tape-10)
pobj(of-8, peripherals-11)
cc(peripherals-11, and-12)
amod(drives-15, optical-13)
nn(drives-15, disc-14)
conj(peripherals-11, drives-15)
punct(Data-2, ,-16)
root(ROOT-0, said-17)
det(loss-19, the-18)
nsubj(included-20, loss-19)
ccomp(said-17, included-20)
dobj(included-20, reserves-21)
prep(reserves-21, of-22)
pobj(of-22, $-23)
number(million-25, 3.8-24)
num($-23, million-25)
amod(reserves-21, related-26)
prep(related-26, to-27)
det(restructuring-30, a-28)
amod(restructuring-30, corporate-29)
pobj(to-27, restructuring-30)
punct(said-17, .-31)

nsubj(calls-3, The-1)
amod(The-1, restructuring-2)
ccomp(said-26, calls-3)
prep(calls-3, for-4)
det(reduction-8, a-5)
number(%-7, 24-6)
amod(reduction-8, %-7)
pobj(for-4, reduction-8)
prep(reduction-8, in-9)
poss(force-12, its-10)
nn(force-12, work-11)
pobj(in-9, force-12)
prep(reduction-8, over-13)
det(months-17, the-14)
amod(months-17, next-15)
num(months-17, two-16)
pobj(over-13, months-17)
punct(calls-3, ,-18)
xcomp(calls-3, affecting-19)
amod(jobs-22, about-20)
num(jobs-22, 525-21)
dobj(affecting-19, jobs-22)
punct(said-26, ,-23)
nn(Data-25, Cipher-24)
nsubj(said-26, Data-25)
root(ROOT-0, said-26)
punct(said-26, .-27)

dep(eliminating-3, It-1)
aux(eliminating-3, is-2)
root(ROOT-0, eliminating-3)
det(positions-5, the-4)
dobj(eliminating-3, positions-5)
prep(positions-5, of-6)
pobj(of-6, president-7)
cc(president-7, and-8)
nn(officer-11, chief-9)
nn(officer-11, operating-10)
conj(president-7, officer-11)
punct(positions-5, ,-12)
advmod(held-14, formerly-13)
vmod(positions-5, held-14)
prep(held-14, by-15)
nn(Marinaro-18, Edward-16)
nn(Marinaro-18, L.-17)
pobj(by-15, Marinaro-18)
punct(eliminating-3, .-19)

nn(Data-2, Cipher-1)
nsubj(said-3, Data-2)
root(ROOT-0, said-3)
nn(Marinaro-5, Mr.-4)
nsubj(resigned-8, Marinaro-5)
advmod(resigned-8, consequently-6)
aux(resigned-8, has-7)
ccomp(said-3, resigned-8)
prep(resigned-8, from-9)
det(posts-11, those-10)
pobj(from-9, posts-11)
cc(from-9, and-12)
conj(from-9, from-13)
det(company-15, the-14)
poss(board-17, company-15)
possessive(company-15, 's-16)
pobj(from-13, board-17)
punct(said-3, .-18)

nn(Marinaro-2, Mr.-1)
nsubjpass(reached-7, Marinaro-2)
aux(reached-7, could-3)
neg(reached-7, n't-4)
advmod(reached-7, immediately-5)
auxpass(reached-7, be-6)
root(ROOT-0, reached-7)
prep(reached-7, for-8)
dep(for-8, comment-9)
punct(reached-7, .-10)

nn(Corp.-2, FileNet-1)
nsubj(said-9, Corp.-2)
punct(Corp.-2, ,-3)
nn(Mesa-5, Costa-4)
nn(Calif.-7, Mesa-5)
punct(Calif.-7, ,-6)
appos(Corp.-2, Calif.-7)
punct(Corp.-2, ,-8)
root(ROOT-0, said-9)
dep(expects-11, it-10)
ccomp(said-9, expects-11)
aux(report-13, to-12)
xcomp(expects-11, report-13)
det(loss-16, a-14)
amod(loss-16, third-quarter-15)
dobj(report-13, loss-16)
prep(loss-16, of-17)
quantmod($-19, about-18)
pobj(of-17, $-19)
number(million-21, 1.8-20)
num($-19, million-21)
punct($-19, ,-22)
cc($-19, or-23)
num(cents-25, 17-24)
conj($-19, cents-25)
det(share-27, a-26)
dep(cents-25, share-27)
punct($-19, ,-28)
mwe(of-30, because-29)
prep(expects-11, of-30)
det(reserve-35, a-31)
amod(reserve-35, $-32)
number(million-34, 2.5-33)
num($-32, million-34)
pobj(of-30, reserve-35)
aux(taken-38, to-36)
auxpass(taken-38, be-37)
vmod(reserve-35, taken-38)
prep(taken-38, against-39)
amod(losses-41, potential-40)
pobj(against-39, losses-41)
prep(losses-41, on-42)
det(contract-44, a-43)
pobj(on-42, contract-44)
prep(contract-44, with-45)
det(state-47, the-46)
pobj(with-45, state-47)
prep(state-47, of-48)
dep(of-48, California-49)
punct(said-9, .-50)

dep(estimated-3, Revenue-1)
auxpass(estimated-3, is-2)
root(ROOT-0, estimated-3)
prep(estimated-3, at-4)
pobj(at-4, $-5)
number(million-7, 18.6-6)
num($-5, million-7)
punct(estimated-3, .-8)

det(maker-2, The-1)
nsubj(said-8, maker-2)
prep(maker-2, of-3)
nn(equipment-7, document-4)
nn(equipment-7, image-5)
nn(equipment-7, processing-6)
pobj(of-3, equipment-7)
root(ROOT-0, said-8)
det(division-12, the-9)
nn(division-12, state-10)
nn(division-12, procurement-11)
nsubj(declared-14, division-12)
aux(declared-14, had-13)
ccomp(said-8, declared-14)
dep(in-16, FileNet-15)
dep(declared-14, in-16)
pobj(in-16, default-17)
prep(default-17, on-18)
poss(contract-20, its-19)
pobj(on-18, contract-20)
prep(contract-20, with-21)
det(division-29, the-22)
dep(division-29, secretary-23)
prep(secretary-23, of-24)
dep(of-24, state-25)
amod(division-29, uniform-26)
amod(division-29, commercial-27)
nn(division-29, code-28)
pobj(with-21, division-29)
punct(said-8, .-30)

dep(said-2, FileNet-1)
root(ROOT-0, said-2)
dep(believe-6, it-3)
aux(believe-6, does-4)
neg(believe-6, n't-5)
ccomp(said-2, believe-6)
det(state-8, the-7)
nsubj(has-9, state-8)
ccomp(believe-6, has-9)
det(basis-12, a-10)
amod(basis-12, valid-11)
dobj(has-9, basis-12)
prep(basis-12, of-13)
dep(of-13, default-14)
cc(believe-6, and-15)
aux(reviewing-17, is-16)
conj(believe-6, reviewing-17)
poss(rights-20, its-18)
amod(rights-20, legal-19)
dobj(reviewing-17, rights-20)
prep(rights-20, under-21)
det(contract-23, the-22)
pobj(under-21, contract-23)
punct(said-2, ,-24)
cc(said-2, but-25)
conj(said-2, said-26)
dep(predict-30, it-27)
aux(predict-30, ca-28)
neg(predict-30, n't-29)
ccomp(said-26, predict-30)
det(outcome-32, the-31)
dobj(predict-30, outcome-32)
prep(outcome-32, of-33)
det(dispute-35, the-34)
pobj(of-33, dispute-35)
punct(said-2, .-36)

det(disagreement-2, The-1)
nsubj(centers-3, disagreement-2)
root(ROOT-0, centers-3)
prep(centers-3, on-4)
amod(deadlines-6, testing-5)
pobj(on-4, deadlines-6)
cc(deadlines-6, and-7)
amod(issues-9, other-8)
conj(deadlines-6, issues-9)
vmod(issues-9, involving-10)
det(system-13, a-11)
nn(system-13, FileNet-12)
dobj(involving-10, system-13)
vmod(system-13, installed-14)
advmod(year-17, earlier-15)
det(year-17, this-16)
tmod(installed-14, year-17)
punct(centers-3, .-18)

nn(officials-2, State-1)
nsubjpass(reached-6, officials-2)
aux(reached-6, could-3)
neg(reached-6, n't-4)
auxpass(reached-6, be-5)
root(ROOT-0, reached-6)
prep(reached-6, for-7)
dep(for-7, comment-8)
amod(yesterday-10, late-9)
tmod(reached-6, yesterday-10)
punct(reached-6, .-11)

dep(noted-2, FileNet-1)
root(ROOT-0, noted-2)
mark(had-5, that-3)
dep(had-5, it-4)
ccomp(noted-2, had-5)
dobj(had-5, cash-6)
cc(cash-6, and-7)
amod(securities-9, marketable-8)
conj(cash-6, securities-9)
vmod(cash-6, totaling-10)
dobj(totaling-10, $-11)
number(million-13, 22.5-12)
num($-11, million-13)
prep(had-5, on-14)
pobj(on-14, Sept.-15)
num(Sept.-15, 30-16)
punct(had-5, ,-17)
cc(had-5, and-18)
poss(equity-21, stockholders-19)
possessive(stockholders-19, '-20)
nsubj($-23, equity-21)
cop($-23, is-22)
conj(had-5, $-23)
number(million-25, 60.1-24)
num($-23, million-25)
punct(noted-2, .-26)

det(company-2, The-1)
nsubj(made-3, company-2)
root(ROOT-0, made-3)
det(announcement-5, the-4)
dobj(made-3, announcement-5)
prep(made-3, after-6)
det(close-8, the-7)
pobj(after-6, close-8)
prep(close-8, of-9)
det(markets-11, the-10)
pobj(of-9, markets-11)
punct(markets-11, ,-12)
advmod(finished-16, where-13)
poss(stock-15, its-14)
nsubj(finished-16, stock-15)
rcmod(markets-11, finished-16)
prep(finished-16, at-17)
pobj(at-17, $-18)
num($-18, 10.75-19)
punct(finished-16, ,-20)
advmod(finished-16, up-21)
num(cents-23, 25-22)
pobj(up-21, cents-23)
punct(finished-16, ,-24)
prep(finished-16, in-25)
amod(trading-27, over-the-counter-26)
pobj(in-25, trading-27)
punct(made-3, .-28)

nn(Inc.-4, Clinton-1)
nn(Inc.-4, Gas-2)
nn(Inc.-4, Systems-3)
nsubj(said-5, Inc.-4)
root(ROOT-0, said-5)
dep(received-7, it-6)
ccomp(said-5, received-7)
det(contract-9, a-8)
dobj(received-7, contract-9)
prep(received-7, from-10)
nn(Co.-12, Timken-11)
pobj(from-10, Co.-12)
punct(Co.-12, ,-13)
nn(Ohio-16, Canton-14)
punct(Ohio-16, ,-15)
appos(Co.-12, Ohio-16)
punct(Co.-12, ,-17)
aux(manage-19, to-18)
vmod(received-7, manage-19)
det(activities-28, the-20)
amod(activities-28, natural-21)
nn(activities-28, gas-22)
nn(activities-28, purchasing-23)
punct(purchasing-23, ,-24)
conj(purchasing-23, scheduling-25)
cc(purchasing-23, and-26)
conj(purchasing-23, transportation-27)
dobj(manage-19, activities-28)
prep(manage-19, for-29)
poss(plants-37, Timken-30)
possessive(Timken-30, 's-31)
num(Ohio-33, seven-32)
dep(plants-37, Ohio-33)
cc(plants-37, and-34)
num(Pennsylvania-36, two-35)
conj(plants-37, Pennsylvania-36)
pobj(for-29, plants-37)
punct(said-5, .-38)

nsubj(agreed-4, Clinton-1)
cc(Clinton-1, and-2)
conj(Clinton-1, Timken-3)
root(ROOT-0, agreed-4)
neg(disclose-7, not-5)
aux(disclose-7, to-6)
xcomp(agreed-4, disclose-7)
det(value-9, the-8)
dobj(disclose-7, value-9)
prep(value-9, of-10)
det(contract-12, the-11)
pobj(of-10, contract-12)
punct(agreed-4, .-13)

nsubj(buys-12, Timken-1)
punct(Timken-1, ,-2)
det(producer-4, a-3)
dep(Timken-1, producer-4)
prep(producer-4, of-5)
pobj(of-5, bearings-6)
cc(bearings-6, and-7)
nn(steel-9, specialty-8)
conj(bearings-6, steel-9)
punct(Timken-1, ,-10)
advmod(buys-12, already-11)
root(ROOT-0, buys-12)
dep(buys-12, gas-13)
prep(buys-12, from-14)
dep(from-14, Clinton-15)
punct(buys-12, .-16)

dep(said-2, Clinton-1)
root(ROOT-0, said-2)
prep(said-2, in-3)
nn(Ohio-6, Columbus-4)
punct(Ohio-6, ,-5)
pobj(in-3, Ohio-6)
punct(Ohio-6, ,-7)
mark(wants-14, that-8)
poss(unit-13, its-9)
nn(unit-13, Clinton-10)
nn(unit-13, Gas-11)
nn(unit-13, Marketing-12)
nsubj(wants-14, unit-13)
ccomp(said-2, wants-14)
aux(line-16, to-15)
xcomp(wants-14, line-16)
dep(line-16, up-17)
det(number-19, a-18)
dobj(line-16, number-19)
prep(number-19, of-20)
amod(contracts-24, such-21)
nn(contracts-24, gas-22)
nn(contracts-24, management-23)
pobj(of-20, contracts-24)
punct(said-2, .-25)

dep(have-5, Manufacturers-1)
advmod(have-5, frequently-2)
aux(have-5, do-3)
neg(have-5, n't-4)
root(ROOT-0, have-5)
dobj(have-5, anyone-6)
dep(specialist-10, who-7)
cop(specialist-10, is-8)
det(specialist-10, a-9)
ccomp(anyone-6, specialist-10)
prep(specialist-10, in-11)
amod(gas-13, natural-12)
pobj(in-11, gas-13)
punct(said-16, ,-14)
dep(said-16, Clinton-15)
dep(have-5, said-16)
punct(said-16, ,-17)
cc(have-5, and-18)
det(specialist-20, a-19)
nsubj(save-25, specialist-20)
mwe(as-22, such-21)
prep(specialist-20, as-22)
dep(as-22, Clinton-23)
aux(save-25, can-24)
conj(have-5, save-25)
dep(save-25, them-26)
amod(amounts-28, substantial-27)
dobj(save-25, amounts-28)
prep(amounts-28, of-29)
dep(of-29, money-30)
punct(have-5, .-31)

det(scene-2, The-1)
nsubj(opens-3, scene-2)
root(ROOT-0, opens-3)
prep(opens-3, with-4)
amod(executives-6, pinstripe-suited-5)
pobj(with-4, executives-6)
punct(Easterners-8, ---7)
dep(executives-6, Easterners-8)
punct(Easterners-8, ,-9)
advmod(Easterners-8, obviously-10)
punct(Easterners-8, ---11)
dep(executives-6, glued-12)
prep(glued-12, to-13)
amod(phones-15, cellular-14)
pobj(to-13, phones-15)
cc(glued-12, and-16)
conj(glued-12, hightailing-17)
dep(hightailing-17, it-18)
prep(hightailing-17, out-19)
pcomp(out-19, of-20)
dep(of-20, town-21)
prep(hightailing-17, in-22)
amod(limousines-24, chauffeur-driven-23)
pobj(in-22, limousines-24)
punct(opens-3, .-25)

punct(packed-16, ``-1)
det(carpetbaggers-3, The-2)
nsubj(packed-16, carpetbaggers-3)
punct(snorts-6, ,-4)
punct(snorts-6, ''-5)
parataxis(packed-16, snorts-6)
det(narrator-8, the-7)
nsubj(snorts-6, narrator-8)
prep(snorts-6, with-9)
det(twang-12, a-10)
amod(twang-12, Texas-11)
pobj(with-9, twang-12)
punct(snorts-6, ,-13)
punct(packed-16, ``-14)
aux(packed-16, have-15)
root(ROOT-0, packed-16)
poss(bags-18, their-17)
dobj(packed-16, bags-18)
cc(packed-16, and-19)
aux(packed-16, went-20)
punct(packed-16, .-21)
punct(packed-16, ''-22)

cc(forgetting-9, But-1)
punct(continues-4, ,-2)
dep(continues-4, he-3)
parataxis(forgetting-9, continues-4)
punct(continues-4, ,-5)
punct(forgetting-9, ``-6)
dep(forgetting-9, They-7)
aux(forgetting-9, 're-8)
root(ROOT-0, forgetting-9)
dep('re-11, we-10)
ccomp(forgetting-9, 're-11)
dep('re-11, all-12)
dep('re-11, Texans-13)
punct(forgetting-9, .-14)

det(Star-3, The-1)
nn(Star-3, Lone-2)
nsubj(is-4, Star-3)
root(ROOT-0, is-4)
prep(is-4, on-5)
det(rise-7, the-6)
pobj(on-5, rise-7)
advmod(is-4, again-8)
punct(is-4, .-9)
punct(is-4, ''-10)

mark(music-3, As-1)
det(music-3, the-2)
advcl(discover-7, music-3)
dep(music-3, swells-4)
punct(discover-7, ,-5)
dep(discover-7, viewers-6)
root(ROOT-0, discover-7)
dep(watching-10, they-8)
aux(watching-10, 're-9)
ccomp(discover-7, watching-10)
det(commercial-12, a-11)
dobj(watching-10, commercial-12)
prep(commercial-12, for-13)
nn(Beer-16, Lone-14)
nn(Beer-16, Star-15)
pobj(for-13, Beer-16)
punct(Beer-16, ,-17)
det(pride-19, the-18)
appos(Beer-16, pride-19)
prep(pride-19, of-20)
dep(of-20, Texas-21)
punct(Beer-16, ,-22)
det(product-24, a-23)
appos(Beer-16, product-24)
prep(product-24, of-25)
nn(Co.-29, G.-26)
nn(Co.-29, Heileman-27)
nn(Co.-29, Brewing-28)
pobj(of-25, Co.-29)
punct(Co.-29, ,-30)
det(unit-37, a-31)
dep(unit-37, La-32)
nn(La-32, Crosse-33)
punct(La-32, ,-34)
dep(La-32, Wis.-35)
punct(La-32, ,-36)
appos(Co.-29, unit-37)
prep(unit-37, of-38)
nn(Corp-40, Bond-39)
pobj(of-38, Corp-40)
punct(discover-7, .-41)

mark(tone-5, As-1)
det(ad-3, the-2)
poss(tone-5, ad-3)
possessive(ad-3, 's-4)
advcl(xenophobic-13, tone-5)
dep(tone-5, implies-6)
punct(xenophobic-13, ,-7)
det(spirit-10, the-8)
nn(spirit-10, Texas-9)
nsubj(xenophobic-13, spirit-10)
cop(xenophobic-13, is-11)
advmod(xenophobic-13, pretty-12)
root(ROOT-0, xenophobic-13)
det(days-15, these-14)
tmod(xenophobic-13, days-15)
punct(xenophobic-13, ,-16)
cc(xenophobic-13, and-17)
nn(Star-19, Lone-18)
nsubj(is-20, Star-19)
conj(xenophobic-13, is-20)
neg(is-20, n't-21)
advmod(is-20, alone-22)
prep(is-20, in-23)
pcomp(in-23, trying-24)
aux(take-26, to-25)
xcomp(trying-24, take-26)
dep(take-26, advantage-27)
prep(take-26, of-28)
dep(of-28, that-29)
punct(xenophobic-13, .-30)

prep(inundated-19, From-1)
nn(trucks-3, Chevy-2)
pobj(From-1, trucks-3)
prep(From-1, to-4)
nn(tea-7, Lipton-5)
amod(tea-7, iced-6)
pobj(to-4, tea-7)
prep(From-1, to-8)
det(host-10, a-9)
pobj(to-8, host-10)
prep(host-10, of-11)
amod(banks-13, battling-12)
pobj(of-11, banks-13)
punct(inundated-19, ,-14)
det(state-16, the-15)
nsubjpass(inundated-19, state-16)
aux(inundated-19, has-17)
auxpass(inundated-19, been-18)
root(ROOT-0, inundated-19)
prep(inundated-19, with-20)
nn(commercials-22, broadcast-21)
pobj(with-20, commercials-22)
cc(commercials-22, and-23)
nn(campaigns-26, print-24)
nn(campaigns-26, advertising-25)
conj(commercials-22, campaigns-26)
dep(commercials-22, celebrating-27)
dep(celebrating-27, Texans-28)
cc(celebrating-27, and-29)
conj(celebrating-27, castigating-30)
dep(castigating-30, outsiders-31)
punct(inundated-19, .-32)

mark(appealed-5, While-1)
dep(appealed-5, advertisers-2)
aux(appealed-5, have-3)
advmod(appealed-5, long-4)
advcl(sparked-19, appealed-5)
prep(appealed-5, to-6)
poss(pride-10, Texans-7)
possessive(Texans-7, '-8)
nn(pride-10, state-9)
pobj(to-6, pride-10)
cc(pride-10, and-11)
conj(pride-10, prejudices-12)
punct(sparked-19, ,-13)
det(trend-16, the-14)
amod(trend-16, latest-15)
nsubjpass(sparked-19, trend-16)
aux(sparked-19, has-17)
auxpass(sparked-19, been-18)
root(ROOT-0, sparked-19)
punct(sparked-19, ,-20)
prep(sparked-19, in-21)
dep(in-21, part-22)
punct(sparked-19, ,-23)
prep(sparked-19, by-24)
det(state-26, the-25)
poss(times-31, state-26)
possessive(state-26, 's-27)
amod(times-31, recent-28)
amod(times-31, hard-29)
amod(times-31, economic-30)
pobj(by-24, times-31)
punct(sparked-19, .-32)

dep(taken-3, That-1)
aux(taken-3, has-2)
root(ROOT-0, taken-3)
dobj(taken-3, some-4)
prep(some-4, of-5)
det(swagger-7, the-6)
pobj(of-5, swagger-7)
prep(taken-3, out-8)
pcomp(out-8, of-9)
pobj(of-9, natives-10)
dobj(brag-14, who-11)
ccomp(natives-10, like-12)
aux(brag-14, to-13)
xcomp(like-12, brag-14)
mark(state-20, that-15)
dep(state-20, Texas-16)
cop(state-20, is-17)
det(state-20, the-18)
amod(state-20, only-19)
ccomp(brag-14, state-20)
dep(nation-25, that-21)
cop(nation-25, was-22)
advmod(nation-25, once-23)
det(nation-25, a-24)
dep(state-20, nation-25)
punct(taken-3, ,-26)
cc(taken-3, but-27)
dep(increased-30, it-28)
aux(increased-30, has-29)
conj(taken-3, increased-30)
poss(resentment-33, their-31)
amod(resentment-33, legendary-32)
dobj(increased-30, resentment-33)
prep(resentment-33, of-34)
dep(of-34, outsiders-35)
punct(taken-3, .-36)

prep(accepted-14, In-1)
det(past-3, the-2)
pobj(In-1, past-3)
punct(writes-5, ,-4)
dep(accepted-14, writes-5)
nn(Barlow-10, Houston-6)
nn(Barlow-10, Chronicle-7)
nn(Barlow-10, columnist-8)
nn(Barlow-10, Jim-9)
nsubj(writes-5, Barlow-10)
punct(writes-5, ,-11)
dep(accepted-14, outlanders-12)
auxpass(accepted-14, were-13)
root(ROOT-0, accepted-14)
advmod(after-16, only-15)
prep(accepted-14, after-16)
pcomp(after-16, passing-17)
det(series-19, a-18)
dobj(passing-17, series-19)
prep(series-19, of-20)
pobj(of-20, tests-21)
aux(prove-23, to-22)
vmod(tests-21, prove-23)
dep(had-25, they-24)
ccomp(prove-23, had-25)
det(attitudes-31, the-26)
punct(attitudes-31, ``-27)
amod(attitudes-31, right-28)
punct(attitudes-31, ''-29)
nn(attitudes-31, Texas-30)
dobj(had-25, attitudes-31)
cc(accepted-14, and-32)
punct(accepted-14, ``-33)
prep(had-37, of-34)
dep(of-34, course-35)
dep(had-37, they-36)
ccomp(accepted-14, had-37)
aux(dipped-40, to-38)
auxpass(dipped-40, be-39)
xcomp(had-37, dipped-40)
prep(dipped-40, for-41)
dep(for-41, parasites-42)
punct(accepted-14, .-43)
punct(accepted-14, ''-44)

dep(is-2, There-1)
root(ROOT-0, is-2)
neg(irony-5, no-3)
amod(irony-5, small-4)
dep(is-2, irony-5)
prep(is-2, in-6)
det(fact-8, the-7)
pobj(in-6, fact-8)
mark(comes-15, that-9)
nsubj(comes-15, some-10)
prep(some-10, of-11)
det(advertising-14, the-12)
amod(advertising-14, most-jingoistic-13)
pobj(of-11, advertising-14)
ccomp(fact-8, comes-15)
dobj(comes-15, courtesy-16)
prep(courtesy-16, of-17)
punct(guessed-20, ---18)
dep(guessed-20, you-19)
dep(of-17, guessed-20)
dep(guessed-20, it-21)
punct(guessed-20, ---22)
dep(of-17, outsiders-23)
punct(is-2, .-24)

nn(Star-2, Lone-1)
poss(parent-6, Star-2)
possessive(Star-2, 's-3)
nn(parent-6, Bond-4)
nn(parent-6, Corp.-5)
nsubj(hails-11, parent-6)
punct(hails-11, ,-7)
prep(hails-11, for-8)
dep(for-8, instance-9)
punct(hails-11, ,-10)
root(ROOT-0, hails-11)
prep(hails-11, from-12)
nn(Australia-15, Perth-13)
punct(Australia-15, ,-14)
pobj(from-12, Australia-15)
punct(hails-11, .-16)

nn(Carolinians-2, North-1)
nsubj(own-12, Carolinians-2)
punct(Carolinians-2, ,-3)
nn(Yorkers-5, New-4)
conj(Carolinians-2, Yorkers-5)
punct(Carolinians-2, ,-6)
conj(Carolinians-2, Californians-7)
punct(Carolinians-2, ,-8)
conj(Carolinians-2, Chicagoans-9)
cc(Carolinians-2, and-10)
conj(Carolinians-2, Ohioans-11)
root(ROOT-0, own-12)
nn(banks-14, Texas-13)
dobj(own-12, banks-14)
punct(own-12, .-15)

det(kinds-2, All-1)
nsubjpass(snapped-10, kinds-2)
prep(kinds-2, of-3)
nn(estate-7, landmark-4)
nn(estate-7, Texas-5)
amod(estate-7, real-6)
pobj(of-3, estate-7)
aux(snapped-10, has-8)
auxpass(snapped-10, been-9)
root(ROOT-0, snapped-10)
dep(snapped-10, up-11)
prep(snapped-10, by-12)
dep(by-12, out-of-staters-13)
punct(snapped-10, .-14)

advmod(Cowboys-5, Even-1)
det(Cowboys-5, the-2)
amod(Cowboys-5, beloved-3)
nn(Cowboys-5, Dallas-4)
nsubjpass(bought-7, Cowboys-5)
auxpass(bought-7, were-6)
root(ROOT-0, bought-7)
prep(bought-7, by-8)
det(man-12, an-9)
nn(man-12, Arkansas-10)
nn(man-12, oil-11)
pobj(by-8, man-12)
punct(bought-7, .-13)

punct(says-20, ``-1)
dep(lost-4, Texas-2)
aux(lost-4, has-3)
ccomp(says-20, lost-4)
poss(distinctiveness-6, its-5)
dobj(lost-4, distinctiveness-6)
punct(lost-4, ,-7)
vmod(lost-4, leaving-8)
dep(leaving-8, Texans-9)
prep(leaving-8, with-10)
det(hunger-12, a-11)
pobj(with-10, hunger-12)
aux(feel-14, to-13)
vmod(hunger-12, feel-14)
acomp(feel-14, proud-15)
prep(proud-15, about-16)
dep(about-16, themselves-17)
punct(says-20, ,-18)
punct(says-20, ''-19)
root(ROOT-0, says-20)
nn(Klineberg-22, Stephen-21)
nsubj(says-20, Klineberg-22)
punct(Klineberg-22, ,-23)
det(professor-26, a-24)
nn(professor-26, sociology-25)
appos(Klineberg-22, professor-26)
