poss(production-3, Japan-1)
nn(meeting-29, board-28)
nn(Monday-30, meeting-29)
pobj(before-26, Monday-30)
punct(seek-8, .-31)

det(pilots-2, The-1)
nsubj(working-5, pilots-2)
aux(working-5, had-3)
aux(working-5, been-4)
root(ROOT-0, working-5)
prep(working-5, on-6)
det(bid-9, a-7)
nn(bid-9, buy-out-8)
pobj(on-6, bid-9)
prep(bid-9, between-10)
pobj(between-10, $-11)
num($-11, 225-12)
cc($-11, and-13)
conj($-11, $-14)
num($-14, 240-15)
det(share-17, a-16)
dep($-11, share-17)
punct($-11, ,-18)
cc($-11, or-19)
dep($-24, $-20)
number($-24, 5.09-21)
number($-24, billion-22)
dep($-24, to-23)
conj($-11, $-24)
number(billion-26, 5.42-25)
num($-24, billion-26)
punct(working-5, .-27)

num(person-2, One-1)
nsubj(said-6, person-2)
amod(person-2, familiar-3)
prep(familiar-3, with-4)
dep(with-4, UAL-5)
root(ROOT-0, said-6)
det(situation-10, the-7)
amod(situation-10, unsettled-8)
nn(situation-10, labor-9)
nsubj(contributed-17, situation-10)
cc(situation-10, and-11)
det(markets-16, the-12)
amod(markets-16, uncertain-13)
amod(markets-16, world-wide-14)
amod(markets-16, financial-15)
conj(situation-10, markets-16)
ccomp(said-6, contributed-17)
prep(contributed-17, to-18)
det(board-20, the-19)
poss(decision-22, board-20)
possessive(board-20, 's-21)
pobj(to-18, decision-22)
aux(avoid-24, to-23)
vmod(decision-22, avoid-24)
punct(avoid-24, ``-25)
ccomp(avoid-24, rushing-26)
dep(rushing-26, around-27)
dep(rushing-26, selling-28)
det(company-30, the-29)
dobj(selling-28, company-30)
prep(selling-28, at-31)
det(price-34, a-32)
nn(price-34, bargain-33)
pobj(at-31, price-34)
punct(contributed-17, ,-35)
punct(contributed-17, ''-36)
advmod(accepted-40, particularly-37)
mark(accepted-40, since-38)
dep(accepted-40, it-39)
advcl(contributed-17, accepted-40)
det(offer-44, a-41)
amod(offer-44, $-42)
dep($-42, 300-a-share-43)
dobj(accepted-40, offer-44)
advmod(month-47, just-45)
amod(month-47, last-46)
tmod(accepted-40, month-47)
punct(said-6, .-48)

advmod(traders-4, Even-1)
det(traders-4, some-2)
amod(traders-4, takeover-stock-3)
nsubj(said-5, traders-4)
root(ROOT-0, said-5)
dep(quarrel-9, they-6)
aux(quarrel-9, could-7)
neg(quarrel-9, n't-8)
ccomp(said-5, quarrel-9)
prep(quarrel-9, with-10)
det(board-12, the-11)
poss(logic-14, board-12)
possessive(board-12, 's-13)
pobj(with-10, logic-14)
punct(said-5, .-15)

cc(prompted-6, But-1)
det(board-3, the-2)
poss(decision-5, board-3)
possessive(board-3, 's-4)
nsubj(prompted-6, decision-5)
root(ROOT-0, prompted-6)
dep(bail-9, many-7)
aux(bail-9, to-8)
xcomp(prompted-6, bail-9)
prep(bail-9, out-10)
pcomp(out-10, of-11)
det(stock-13, the-12)
pobj(of-11, stock-13)
dep(bail-9, yesterday-14)
punct(prompted-6, .-15)

punct(said-16, ``-1)
dep(had-3, We-2)
ccomp(said-16, had-3)
det(lot-5, a-4)
dobj(had-3, lot-5)
prep(lot-5, of-6)
dep(of-6, people-7)
dep(threw-9, who-8)
dep(lot-5, threw-9)
dep(threw-9, in-10)
det(towel-12, the-11)
dobj(threw-9, towel-12)
dep(threw-9, today-13)
punct(said-16, ,-14)
punct(said-16, ''-15)
root(ROOT-0, said-16)
nn(Ellis-18, Earl-17)
nsubj(said-16, Ellis-18)
punct(Ellis-18, ,-19)
det(partner-21, a-20)
appos(Ellis-18, partner-21)
prep(partner-21, in-22)
nn(Jacobson-24, Benjamin-23)
pobj(in-22, Jacobson-24)
cc(Jacobson-24, &-25)
conj(Jacobson-24, Sons-26)
punct(Jacobson-24, ,-27)
det(specialist-29, a-28)
appos(Jacobson-24, specialist-29)
prep(specialist-29, in-30)
pcomp(in-30, trading-31)
nn(stock-33, UAL-32)
dobj(trading-31, stock-33)
prep(trading-31, on-34)
det(Board-37, the-35)
nn(Board-37, Big-36)
pobj(on-34, Board-37)
punct(said-16, .-38)

det(trader-2, Another-1)
nsubj(noted-3, trader-2)
root(ROOT-0, noted-3)
mark(afraid-9, that-4)
amod(firms-7, many-5)
nn(firms-7, arbitrage-6)
nsubj(afraid-9, firms-7)
cop(afraid-9, are-8)
ccomp(noted-3, afraid-9)
aux(sell-11, to-10)
xcomp(afraid-9, sell-11)
poss(stock-14, their-12)
nn(stock-14, UAL-13)
dobj(sell-11, stock-14)
prep(sell-11, at-15)
det(bottom-17, the-16)
pobj(at-15, bottom-17)
punct(afraid-9, ,-18)
cc(afraid-9, but-19)
advmod(own-21, already-20)
conj(afraid-9, own-21)
advmod(much-23, so-22)
dobj(own-21, much-23)
dep(buy-27, they-24)
aux(buy-27, ca-25)
neg(buy-27, n't-26)
rcmod(much-23, buy-27)
det(more-29, any-28)
dobj(buy-27, more-29)
punct(noted-3, .-30)

punct(said-12, ``-1)
det(deal-3, This-2)
nsubj(is-4, deal-3)
ccomp(said-12, is-4)
prep(is-4, like-5)
det(Motel-8, a-6)
nn(Motel-8, Roach-7)
pobj(like-5, Motel-8)
punct(said-12, ,-9)
punct(said-12, ''-10)
dep(said-12, he-11)
root(ROOT-0, said-12)
punct(said-12, .-13)

punct(check-3, ``-1)
dep(check-3, They-2)
root(ROOT-0, check-3)
dep(check-3, in-4)
punct(check-3, ,-5)
cc(check-3, but-6)
dep(check-10, they-7)
aux(check-10, ca-8)
neg(check-10, n't-9)
conj(check-3, check-10)
dep(check-10, out-11)
punct(check-3, .-12)
punct(check-3, ''-13)

cc(remain-8, But-1)
preconj(traders-4, both-2)
det(traders-4, the-3)
nsubj(remain-8, traders-4)
cc(traders-4, and-5)
det(pilots-7, the-6)
conj(traders-4, pilots-7)
root(ROOT-0, remain-8)
acomp(remain-8, interested-9)
prep(interested-9, in-10)
det(transaction-12, some-11)
pobj(in-10, transaction-12)
punct(remain-8, .-13)

dep(too-2, So-1)
dep(is-9, too-2)
punct(is-9, ,-3)
prep(is-9, according-4)
pcomp(according-4, to-5)
amod(reports-7, many-6)
pobj(to-5, reports-7)
punct(is-9, ,-8)
root(ROOT-0, is-9)
nn(PLC-12, British-10)
nn(PLC-12, Airways-11)
nsubj(is-9, PLC-12)
punct(is-9, ,-13)
prep(is-9, despite-14)
poss(withdrawal-17, its-15)
amod(withdrawal-17, public-16)
pobj(despite-14, withdrawal-17)
prep(withdrawal-17, from-18)
det(buy-out-20, the-19)
pobj(from-18, buy-out-20)
punct(is-9, .-21)

det(pilots-2, The-1)
nsubj(end-4, pilots-2)
aux(end-4, might-3)
root(ROOT-0, end-4)
dep(end-4, up-5)
xcomp(end-4, teaming-6)
dep(teaming-6, up-7)
prep(teaming-6, with-8)
poss(adversaries-11, their-9)
nn(adversaries-11, longtime-10)
pobj(with-8, adversaries-11)
punct(adversaries-11, ,-12)
det(union-15, the-13)
nn(union-15, machinists-14)
appos(adversaries-11, union-15)
punct(adversaries-11, ,-16)
prep(teaming-6, in-17)
det(recapitalization-19, a-18)
pobj(in-17, recapitalization-19)
punct(end-4, .-20)

det(machinists-2, The-1)
nsubj(reviewing-4, machinists-2)
aux(reviewing-4, are-3)
root(ROOT-0, reviewing-4)
dobj(reviewing-4, proposals-5)
dep(made-7, they-6)
ccomp(proposals-5, made-7)
prep(made-7, in-8)
det(past-10, the-9)
pobj(in-8, past-10)
prep(proposals-5, for-11)
dep(for-11, recapitalizations-12)
dep(pay-15, that-13)
aux(pay-15, would-14)
ccomp(proposals-5, pay-15)
det(dividend-19, a-16)
amod(dividend-19, special-17)
nn(dividend-19, shareholder-18)
dobj(pay-15, dividend-19)
cc(pay-15, and-20)
conj(pay-15, give-21)
dep(give-21, employees-22)
det(stake-25, a-23)
nn(stake-25, minority-24)
dobj(give-21, stake-25)
punct(reviewing-4, .-26)

det(company-2, The-1)
nsubj(rejected-3, company-2)
root(ROOT-0, rejected-3)
det(proposals-6, those-4)
amod(proposals-6, past-5)
dobj(rejected-3, proposals-6)
punct(rejected-3, .-7)

nsubj(is-2, It-1)
root(ROOT-0, is-2)
dep(is-2, unclear-3)
punct(is-2, ,-4)
advmod(is-2, however-5)
punct(is-2, ,-6)
mark(support-11, if-7)
det(machinists-9, the-8)
nsubj(support-11, machinists-9)
aux(support-11, would-10)
advcl(is-2, support-11)
det(stake-14, a-12)
nn(stake-14, majority-13)
dobj(support-11, stake-14)
punct(support-11, ,-15)
mark(want-19, as-16)
det(pilots-18, the-17)
nsubj(want-19, pilots-18)
advcl(support-11, want-19)
punct(is-2, .-20)

det(official-3, A-1)
nn(official-3, machinist-2)
nsubj(said-4, official-3)
root(ROOT-0, said-4)
dep(depend-7, that-5)
aux(depend-7, would-6)
ccomp(said-4, depend-7)
prep(depend-7, on-8)
advmod(much-10, how-9)
nsubj(have-15, much-10)
prep(much-10, in-11)
dep(in-11, concessions-12)
dep(have-15, machinists-13)
aux(have-15, would-14)
pcomp(on-8, have-15)
aux(give-17, to-16)
xcomp(have-15, give-17)
prep(give-17, in-18)
pobj(in-18, return-19)
prep(return-19, for-20)
det(stake-23, the-21)
nn(stake-23, majority-22)
pobj(for-20, stake-23)
punct(said-4, .-24)

det(investors-2, Some-1)
nsubj(said-15, investors-2)
poss(names-4, whose-3)
nsubjpass(bandied-6, names-4)
auxpass(bandied-6, were-5)
rcmod(investors-2, bandied-6)
dep(bandied-6, about-7)
prep(bandied-6, by-8)
dep(by-8, traders-9)
prep(bandied-6, as-10)
amod(buyers-14, potential-11)
nn(buyers-14, UAL-12)
nn(buyers-14, stock-13)
pobj(as-10, buyers-14)
root(ROOT-0, said-15)
dep(were-17, they-16)
ccomp(said-15, were-17)
neg(were-17, n't-18)
dep(were-17, buying-19)
punct(said-15, .-20)

punct(said-8, ``-1)
dep(interested-5, I-2)
dep(interested-5, 'm-3)
neg(interested-5, not-4)
dep(said-8, interested-5)
punct(said-8, ,-6)
punct(said-8, ''-7)
root(ROOT-0, said-8)
nn(Simmons-12, Dallas-9)
nn(Simmons-12, investor-10)
nn(Simmons-12, Harold-11)
nsubj(said-8, Simmons-12)
punct(said-8, .-13)

det(source-2, A-1)
nsubj(said-18, source-2)
amod(source-2, close-3)
prep(close-3, to-4)
nn(Icahn-6, Carl-5)
pobj(to-4, Icahn-6)
punct(Icahn-6, ,-7)
det(raider-10, a-8)
amod(raider-10, corporate-9)
appos(Icahn-6, raider-10)
dep(owns-12, who-11)
dep(raider-10, owns-12)
nn(Inc.-16, Trans-13)
nn(Inc.-16, World-14)
nn(Inc.-16, Airlines-15)
dobj(owns-12, Inc.-16)
punct(Icahn-6, ,-17)
root(ROOT-0, said-18)
dep(owned-22, he-19)
aux(owned-22, has-20)
neg(owned-22, n't-21)
ccomp(said-18, owned-22)
det(stock-25, any-23)
nn(stock-25, UAL-24)
dobj(owned-22, stock-25)
cc(owned-22, and-26)
conj(owned-22, is-27)
neg(is-27, n't-28)
dep(is-27, buying-29)
punct(said-18, .-30)

num(person-2, One-1)
nsubj(said-9, person-2)
amod(person-2, familiar-3)
prep(familiar-3, with-4)
nn(Bass-8, Texas-5)
nn(Bass-8, billionaire-6)
nn(Bass-8, Robert-7)
pobj(with-4, Bass-8)
root(ROOT-0, said-9)
dep(likely-13, he-10)
cop(likely-13, is-11)
neg(likely-13, n't-12)
ccomp(said-9, likely-13)
aux(make-15, to-14)
xcomp(likely-13, make-15)
det(moves-18, any-16)
amod(moves-18, hostile-17)
dobj(make-15, moves-18)
punct(said-9, .-19)

cc(would-31, And-1)
det(spokesman-3, a-2)
nsubj(would-31, spokesman-3)
prep(spokesman-3, for-4)
nn(Inc.-8, Reliance-5)
nn(Inc.-8, Group-6)
nn(Inc.-8, Holdings-7)
pobj(for-4, Inc.-8)
punct(Inc.-8, ,-9)
dep(held-12, which-10)
aux(held-12, had-11)
dep(Inc.-8, held-12)
num(%-14, 7-13)
dobj(held-12, %-14)
prep(%-14, of-15)
dep(of-15, UAL-16)
prep(held-12, before-17)
det(bid-21, the-18)
amod(bid-21, first-19)
amod(bid-21, buy-out-20)
pobj(before-17, bid-21)
cc(held-12, but-22)
advmod(reduced-24, later-23)
conj(held-12, reduced-24)
poss(holdings-26, its-25)
dobj(reduced-24, holdings-26)
prep(reduced-24, below-27)
num(%-29, 5-28)
pobj(below-27, %-29)
punct(Inc.-8, ,-30)
root(ROOT-0, would-31)
neg(would-31, n't-32)
dep(would-31, comment-33)
punct(would-31, .-34)

nn(Davis-2, Marvin-1)
nsubjpass(limited-21, Davis-2)
punct(Davis-2, ,-3)
poss(bid-9, whose-4)
amod(bid-9, $-5)
number(billion-7, 5.4-6)
num($-5, billion-7)
nn(bid-9, takeover-8)
nsubj(put-11, bid-9)
advmod(put-11, originally-10)
rcmod(Davis-2, put-11)
det(nation-13, the-12)
poss(airline-16, nation-13)
possessive(nation-13, 's-14)
amod(airline-16, second-largest-15)
dobj(put-11, airline-16)
prep(put-11, in-17)
dep(in-17, play-18)
punct(Davis-2, ,-19)
auxpass(limited-21, is-20)
root(ROOT-0, limited-21)
prep(limited-21, by-22)
det(agreement-25, a-23)
amod(agreement-25, standstill-24)
pobj(by-22, agreement-25)
prep(agreement-25, with-26)
dep(with-26, UAL-27)
dep(signed-29, he-28)
rcmod(agreement-25, signed-29)
prep(signed-29, in-30)
dep(in-30, September-31)
punct(limited-21, .-32)

det(investor-4, The-1)
nn(investor-4, Los-2)
nn(investor-4, Angeles-3)
nsubj(buy-7, investor-4)
aux(buy-7, ca-5)
neg(buy-7, n't-6)
root(ROOT-0, buy-7)
nn(stock-9, UAL-8)
dobj(buy-7, stock-9)
punct(buy-7, ,-10)
conj(buy-7, solicit-11)
nn(consents-13, shareholder-12)
dobj(solicit-11, consents-13)
cc(buy-7, or-14)
conj(buy-7, make-15)
det(offer-18, a-16)
amod(offer-18, new-17)
dobj(make-15, offer-18)
mark(makes-21, unless-19)
dep(makes-21, he-20)
advcl(buy-7, makes-21)
det(offer-24, a-22)
amod(offer-24, formal-23)
dobj(makes-21, offer-24)
prep(offer-24, of-25)
pobj(of-25, $-26)
num($-26, 300-27)
det(share-29, a-28)
dep($-26, share-29)
cc(makes-21, or-30)
dep(accepts-32, UAL-31)
conj(makes-21, accepts-32)
det(offer-34, an-33)
dobj(accepts-32, offer-34)
prep(offer-34, below-35)
pobj(below-35, $-36)
num($-36, 300-37)
punct(buy-7, .-38)

advmod(pressure-6, However-1)
punct(pressure-6, ,-2)
nn(Davis-4, Mr.-3)
nsubj(pressure-6, Davis-4)
aux(pressure-6, could-5)
root(ROOT-0, pressure-6)
det(board-8, the-7)
dobj(pressure-6, board-8)
prep(pressure-6, by-9)
pcomp(by-9, asking-10)
mark(waived-15, that-11)
det(agreement-13, the-12)
nsubjpass(waived-15, agreement-13)
auxpass(waived-15, be-14)
ccomp(asking-10, waived-15)
punct(asking-10, ,-16)
cc(asking-10, or-17)
conj(asking-10, letting-18)
nsubjpass(known-21, it-19)
auxpass(known-21, be-20)
ccomp(letting-18, known-21)
mark(has-24, that-22)
dep(has-24, he-23)
ccomp(known-21, has-24)
dobj(has-24, financing-25)
prep(financing-25, for-26)
det(offer-28, an-27)
pobj(for-26, offer-28)
prep(offer-28, at-29)
det(price-32, a-30)
amod(price-32, lower-31)
pobj(at-29, price-32)
punct(pressure-6, .-33)

nn(Co.-3, Times-1)
nn(Co.-3, Mirror-2)
nsubj(said-4, Co.-3)
root(ROOT-0, said-4)
amod(income-7, third-quarter-5)
nn(income-7, net-6)
nsubj(fell-8, income-7)
ccomp(said-4, fell-8)
num(%-10, 13-9)
dobj(fell-8, %-10)
prep(fell-8, to-11)
pobj(to-11, $-12)
number(million-14, 70.1-13)
num($-12, million-14)
punct($-12, ,-15)
cc($-12, or-16)
num(cents-18, 54-17)
conj($-12, cents-18)
det(share-20, a-19)
dep(cents-18, share-20)
punct($-12, ,-21)
prep($-12, compared-22)
pcomp(compared-22, with-23)
amod(income-25, net-24)
pobj(with-23, income-25)
prep(income-25, of-26)
pobj(of-26, $-27)
number(million-29, 81-28)
num($-27, million-29)
punct($-27, ,-30)
cc($-27, or-31)
num(cents-33, 62-32)
conj($-27, cents-33)
det(share-35, a-34)
dep(cents-33, share-35)
punct($-27, ,-36)
det(year-38, a-37)
npadvmod(earlier-39, year-38)
advmod(income-25, earlier-39)
punct(said-4, .-40)

det(concern-5, The-1)
nn(concern-5, Los-2)
nn(concern-5, Angeles-3)
nn(concern-5, media-4)
nsubj(said-6, concern-5)
root(ROOT-0, said-6)
mark(included-11, that-7)
det(period-10, the-8)
amod(period-10, year-ago-9)
nsubj(included-11, period-10)
ccomp(said-6, included-11)
det(gain-16, a-12)
amod(gain-16, $-13)
number(million-15, 26.5-14)
num($-13, million-15)
dobj(included-11, gain-16)
prep(gain-16, from-17)
det(sale-19, the-18)
pobj(from-17, sale-19)
prep(sale-19, of-20)
pobj(of-20, assets-21)
punct(assets-21, ,-22)
advmod(timberlands-24, primarily-23)
dep(assets-21, timberlands-24)
punct(said-6, .-25)

dep($-3, Revenue-1)
cop($-3, was-2)
root(ROOT-0, $-3)
number(million-5, 873.9-4)
num($-3, million-5)
punct($-3, ,-6)
advmod($-3, up-7)
num(%-9, 7.3-8)
pobj(up-7, %-9)
prep(up-7, from-10)
pobj(from-10, $-11)
number(million-13, 814.8-12)
num($-11, million-13)
punct($-3, .-14)

amod(results-2, Stronger-1)
nsubj(offset-34, results-2)
prep(results-2, from-3)
det(company-5, the-4)
poss(broadcast-7, company-5)
possessive(company-5, 's-6)
pobj(from-3, broadcast-7)
cc(broadcast-7, and-8)
nn(units-11, cable-9)
nn(units-11, television-10)
conj(broadcast-7, units-11)
cc(broadcast-7, and-12)
amod(divisions-17, professional-13)
cc(professional-13, and-14)
conj(professional-13, textbook-15)
nn(divisions-17, publishing-16)
conj(broadcast-7, divisions-17)
punct(results-2, ,-18)
cc(results-2, plus-19)
amod(advertising-21, increased-20)
conj(results-2, advertising-21)
prep(advertising-21, at-22)
det(company-24, the-23)
poss(newspaper-27, company-24)
possessive(company-24, 's-25)
amod(newspaper-27, largest-26)
pobj(at-22, newspaper-27)
punct(newspaper-27, ,-28)
det(Times-32, the-29)
nn(Times-32, Los-30)
nn(Times-32, Angeles-31)
appos(newspaper-27, Times-32)
punct(newspaper-27, ,-33)
ccomp(said-49, offset-34)
nn(declines-36, advertising-35)
dobj(offset-34, declines-36)
prep(declines-36, in-37)
det(company-39, the-38)
poss(newspapers-41, company-39)
possessive(company-39, 's-40)
pobj(in-37, newspapers-41)
prep(newspapers-41, in-42)
det(U.S.-45, the-43)
nn(U.S.-45, Eastern-44)
pobj(in-42, U.S.-45)
punct(said-49, ,-46)
det(company-48, the-47)
nsubj(said-49, company-48)
root(ROOT-0, said-49)
punct(said-49, .-50)

punct(said-32, ``-1)
vmod(guarded-16, Looking-2)
advmod(Looking-2, ahead-3)
prep(Looking-2, to-4)
det(quarter-7, the-5)
amod(quarter-7, fourth-6)
pobj(to-4, quarter-7)
punct(guarded-16, ,-8)
det(outlook-10, the-9)
nsubj(guarded-16, outlook-10)
prep(outlook-10, for-11)
det(group-14, the-12)
nn(group-14, newspaper-13)
pobj(for-11, group-14)
dep(guarded-16, remains-15)
dep(said-32, guarded-16)
punct(guarded-16, ,-17)
prep(guarded-16, with-18)
neg(improvement-20, no-19)
pobj(with-18, improvement-20)
advmod(seen-22, yet-21)
vmod(improvement-20, seen-22)
prep(seen-22, in-23)
amod(trends-25, operating-24)
pobj(in-23, trends-25)
prep(trends-25, in-26)
poss(markets-29, our-27)
nn(markets-29, Eastern-28)
pobj(in-26, markets-29)
punct(said-32, ,-30)
punct(said-32, ''-31)
root(ROOT-0, said-32)
nn(Erburu-35, Robert-33)
nn(Erburu-35, F.-34)
nsubj(said-32, Erburu-35)
punct(Erburu-35, ,-36)
nn(Mirror-38, Times-37)
poss(chairman-40, Mirror-38)
possessive(Mirror-38, 's-39)
appos(Erburu-35, chairman-40)
cc(chairman-40, and-41)
nn(executive-43, chief-42)
conj(chairman-40, executive-43)
punct(said-32, .-44)

nn(futures-2, Copper-1)
nsubj(sold-3, futures-2)
root(ROOT-0, sold-3)
dep(sold-3, off-4)
advmod(sold-3, sharply-5)
advmod(sold-3, yesterday-6)
punct(sold-3, ,-7)
dep(sold-3, influenced-8)
prep(influenced-8, by-9)
pobj(by-9, declines-10)
prep(declines-10, in-11)
det(market-14, the-12)
nn(market-14, stock-13)
pobj(in-11, market-14)
cc(market-14, and-15)
conj(market-14, dollar-16)
punct(declines-10, ,-17)
cc(declines-10, and-18)
det(rally-20, a-19)
conj(declines-10, rally-20)
prep(rally-20, in-21)
dep(in-21, bonds-22)
punct(sold-3, .-23)

nn(copper-2, December-1)
nsubj(opened-3, copper-2)
root(ROOT-0, opened-3)
prep(opened-3, near-4)
poss(close-7, Monday-5)
possessive(Monday-5, 's-6)
pobj(near-4, close-7)
punct(opened-3, ,-8)
conj(opened-3, tried-9)
xcomp(tried-9, to-10)
dep(to-10, rally-11)
cc(opened-3, but-12)
aux(opened-3, failed-13)
punct(opened-3, ,-14)
cc(opened-3, and-15)
advmod(triggered-17, then-16)
conj(opened-3, triggered-17)
nn(orders-19, stop-loss-18)
dobj(triggered-17, orders-19)
prep(triggered-17, on-20)
poss(way-22, its-21)
pobj(on-20, way-22)
amod(way-22, down-23)
aux(settle-25, to-24)
vmod(triggered-17, settle-25)
prep(settle-25, at-26)
pobj(at-26, $-27)
num($-27, 1.1510-28)
det(pound-30, a-29)
dep($-27, pound-30)
punct(settle-25, ,-31)
advmod(settle-25, off-32)
num(cents-34, 4.50-33)
pobj(off-32, cents-34)
prep(off-32, for-35)
det(day-37, the-36)
pobj(for-35, day-37)
punct(opened-3, .-38)

nn(orders-2, Stop-loss-1)
nsubjpass(placed-4, orders-2)
auxpass(placed-4, are-3)
root(ROOT-0, placed-4)
advmod(placed-4, previously-5)
prep(placed-4, with-6)
dep(with-6, instructions-7)
aux(execute-9, to-8)
xcomp(placed-4, execute-9)
dep(execute-9, them-10)
mark(hits-14, if-11)
det(market-13, the-12)
nsubj(hits-14, market-13)
advcl(execute-9, hits-14)
det(price-17, a-15)
amod(price-17, predetermined-16)
dobj(hits-14, price-17)
punct(placed-4, .-18)

nn(Kaiser-2, William-1)
nsubj(said-13, Kaiser-2)
punct(Kaiser-2, ,-3)
appos(Kaiser-2, president-4)
prep(president-4, of-5)
det(Group-9, the-6)
nn(Group-9, Kaiser-7)
nn(Group-9, Financial-8)
pobj(of-5, Group-9)
prep(Group-9, in-10)
dep(in-10, Chicago-11)
punct(Kaiser-2, ,-12)
root(ROOT-0, said-13)
det(decline-15, the-14)
nsubjpass(influenced-19, decline-15)
auxpass(influenced-19, was-16)
advmod(certainly-18, almost-17)
advmod(influenced-19, certainly-18)
ccomp(said-13, influenced-19)
prep(influenced-19, by-20)
det(sell-off-23, the-21)
amod(sell-off-23, early-22)
pobj(by-20, sell-off-23)
prep(sell-off-23, in-24)
det(market-27, the-25)
nn(market-27, stock-26)
pobj(in-24, market-27)
punct(sell-off-23, ,-28)
dep(reflected-31, which-29)
advmod(reflected-31, partly-30)
dep(sell-off-23, reflected-31)
det(economy-34, a-32)
nn(economy-34, weakening-33)
dobj(reflected-31, economy-34)
punct(said-13, .-35)

dep(said-2, He-1)
root(ROOT-0, said-2)
det(decline-5, the-3)
amod(decline-5, recent-4)
nsubj(was-9, decline-5)
prep(decline-5, in-6)
nn(stocks-8, copper-7)
pobj(in-6, stocks-8)
ccomp(said-2, was-9)
dep(was-9, misleading-10)
prep(was-9, in-11)
det(face-13, the-12)
pobj(in-11, face-13)
prep(face-13, of-14)
det(slowdown-16, a-15)
pobj(of-14, slowdown-16)
prep(slowdown-16, in-17)
dep(in-17, manufacturing-18)
punct(said-2, .-19)

nn(Kaiser-2, Mr.-1)
nsubj(said-3, Kaiser-2)
root(ROOT-0, said-3)
dep(picked-7, traders-4)
aux(picked-7, could-5)
aux(picked-7, have-6)
ccomp(said-3, picked-7)
dep(picked-7, up-8)
dobj(picked-7, signals-9)
prep(signals-9, of-10)
det(decline-14, an-11)
amod(decline-14, imminent-12)
nn(decline-14, price-13)
pobj(of-10, decline-14)
aux(watching-18, had-15)
dep(watching-18, they-16)
aux(watching-18, been-17)
dep(picked-7, watching-18)
det(markets-22, the-19)
nn(markets-22, scrap-20)
nn(markets-22, metal-21)
dobj(watching-18, markets-22)
punct(markets-22, ,-23)
dep(became-25, which-24)
dep(markets-22, became-25)
advmod(weaker-27, noticeably-26)
