amod(members-2, Influential-1)
nsubjpass(balanced-29, portfolios-27)
auxpass(balanced-29, are-28)
ccomp(know-25, balanced-29)
aux(help-31, to-30)
xcomp(balanced-29, help-31)
ccomp(help-31, protect-32)
dep(protect-32, them-33)
prep(protect-32, against-34)
det(market-36, the-35)
poss(volatility-38, market-36)
possessive(market-36, 's-37)
pobj(against-34, volatility-38)
punct(counsels-9, .-39)
punct(counsels-9, ''-40)

dep(goes-2, It-1)
root(ROOT-0, goes-2)
advmod(goes-2, on-3)
aux(plug-5, to-4)
xcomp(goes-2, plug-5)
det(funds-10, a-6)
amod(funds-10, few-7)
amod(funds-10, diversified-8)
nn(funds-10, Fidelity-9)
dobj(plug-5, funds-10)
prep(plug-5, by-11)
dep(by-11, name-12)
punct(goes-2, .-13)

dep(able-4, PaineWebber-1)
advmod(able-4, also-2)
cop(able-4, was-3)
root(ROOT-0, able-4)
aux(gear-6, to-5)
xcomp(able-4, gear-6)
dep(gear-6, up-7)
advmod(gear-6, quickly-8)
dep(able-4, thanks-9)
prep(thanks-9, to-10)
det(crash-13, the-11)
num(crash-13, 1987-12)
pobj(to-10, crash-13)
punct(able-4, .-14)

prep(began-12, In-1)
det(aftermath-3, the-2)
pobj(In-1, aftermath-3)
prep(aftermath-3, of-4)
det(debacle-7, the-5)
num(debacle-7, 1987-6)
pobj(of-4, debacle-7)
punct(began-12, ,-8)
det(firm-11, the-9)
nn(firm-11, brokerage-10)
nsubj(began-12, firm-11)
root(ROOT-0, began-12)
xcomp(began-12, taping-13)
dep(taping-13, commercials-14)
dep(taping-13, in-house-15)
punct(began-12, ,-16)
advmod(getting-18, ultimately-17)
xcomp(began-12, getting-18)
poss(timing-20, its-19)
dobj(getting-18, timing-20)
dep(getting-18, down-21)
advmod(enough-23, fast-22)
advmod(getting-18, enough-23)
aux(tape-25, to-24)
dep(enough-23, tape-25)
det(commercial-27, a-26)
dobj(tape-25, commercial-27)
mark(market-30, after-28)
det(market-30, the-29)
advcl(tape-25, market-30)
dep(market-30, closed-31)
cc(tape-25, and-32)
conj(tape-25, rush-33)
dep(rush-33, it-34)
prep(rush-33, on-35)
det(air-37, the-36)
pobj(on-35, air-37)
det(night-39, that-38)
tmod(rush-33, night-39)
punct(began-12, .-40)

dep(negotiated-3, It-1)
advmod(negotiated-3, also-2)
root(ROOT-0, negotiated-3)
det(arrangement-5, an-4)
dobj(negotiated-3, arrangement-5)
prep(arrangement-5, with-6)
nn(Network-9, Cable-7)
nn(Network-9, News-8)
pobj(with-6, Network-9)
prep(agree-14, under-10)
dep(under-10, which-11)
dep(agree-14, CNN-12)
aux(agree-14, would-13)
rcmod(arrangement-5, agree-14)
aux(air-16, to-15)
xcomp(agree-14, air-16)
poss(creations-19, its-17)
amod(creations-19, last-minute-18)
dobj(air-16, creations-19)
punct(negotiated-3, .-20)

det(commercial-4, The-1)
amod(commercial-4, new-2)
nn(commercial-4, PaineWebber-3)
nsubj(features-15, commercial-4)
punct(commercial-4, ,-5)
vmod(commercial-4, created-6)
prep(created-6, with-7)
nn(Saatchi-10, ad-8)
nn(Saatchi-10, agency-9)
pobj(with-7, Saatchi-10)
cc(Saatchi-10, &-11)
nn(Co.-13, Saatchi-12)
conj(Saatchi-10, Co.-13)
punct(commercial-4, ,-14)
root(ROOT-0, features-15)
nn(Farrell-17, Mary-16)
dobj(features-15, Farrell-17)
punct(Farrell-17, ,-18)
appos(Farrell-17, one-19)
prep(one-19, of-20)
det(strategists-27, the-21)
poss(strategists-27, firm-22)
possessive(firm-22, 's-23)
advmod(visible-25, most-24)
amod(strategists-27, visible-25)
nn(strategists-27, investment-26)
pobj(of-20, strategists-27)
punct(Farrell-17, ,-28)
vmod(Farrell-17, sounding-29)
advmod(bullish-31, particularly-30)
acomp(sounding-29, bullish-31)
punct(features-15, .-32)

dep(offers-10, Taped-1)
advmod(closed-6, just-2)
mark(closed-6, as-3)
det(market-5, the-4)
nsubj(closed-6, market-5)
advcl(Taped-1, closed-6)
dep(closed-6, yesterday-7)
punct(offers-10, ,-8)
dep(offers-10, it-9)
root(ROOT-0, offers-10)
nn(Farrell-12, Ms.-11)
dobj(offers-10, Farrell-12)
dep(Farrell-12, advising-13)
punct(advising-13, ,-14)
punct(advising-13, ``-15)
dep(view-17, We-16)
ccomp(advising-13, view-17)
det(market-19, the-18)
dobj(view-17, market-19)
advmod(view-17, here-20)
prep(view-17, as-21)
pcomp(as-21, going-22)
prep(going-22, through-23)
det(cycle-27, a-24)
advmod(normal-26, relatively-25)
amod(cycle-27, normal-26)
pobj(through-23, cycle-27)
punct(offers-10, ...-28)
punct(offers-10, .-29)

dep(continue-2, We-1)
root(ROOT-0, continue-2)
aux(feel-4, to-3)
xcomp(continue-2, feel-4)
mark(place-12, that-5)
det(market-8, the-6)
nn(market-8, stock-7)
nsubj(place-12, market-8)
cop(place-12, is-9)
advmod(place-12, still-10)
det(place-12, the-11)
ccomp(feel-4, place-12)
aux(be-14, to-13)
vmod(place-12, be-14)
prep(be-14, for-15)
amod(appreciation-17, long-term-16)
pobj(for-15, appreciation-17)
punct(continue-2, .-18)
punct(continue-2, ''-19)

det(spot-2, The-1)
nsubjpass(scheduled-4, spot-2)
auxpass(scheduled-4, was-3)
root(ROOT-0, scheduled-4)
aux(appear-6, to-5)
xcomp(scheduled-4, appear-6)
num(times-8, three-7)
dobj(appear-6, times-8)
prep(appear-6, on-9)
dep(on-9, CNN-10)
amod(night-12, last-11)
tmod(appear-6, night-12)
punct(scheduled-4, .-13)

dep(considered-2, PaineWebber-1)
root(ROOT-0, considered-2)
det(sell-6, an-3)
advmod(harder-5, even-4)
amod(sell-6, harder-5)
dobj(considered-2, sell-6)
punct(sell-6, ,-7)
dep(sell-6, recommending-8)
amod(stocks-10, specific-9)
dobj(recommending-8, stocks-10)
punct(considered-2, .-11)

advmod(settled-4, Instead-1)
punct(settled-4, ,-2)
dep(settled-4, it-3)
root(ROOT-0, settled-4)
prep(settled-4, on-5)
advmod(urging-7, just-6)
dep(on-5, urging-7)
det(clients-9, the-8)
dobj(urging-7, clients-9)
dep(lifeline-13, who-10)
cop(lifeline-13, are-11)
poss(lifeline-13, its-12)
dep(clients-9, lifeline-13)
aux(keep-15, to-14)
xcomp(urging-7, keep-15)
det(money-17, that-16)
dobj(keep-15, money-17)
prep(keep-15, in-18)
det(market-20, the-19)
pobj(in-18, market-20)
punct(settled-4, .-21)

punct(says-32, ``-1)
dep(saying-4, We-2)
aux(saying-4, 're-3)
ccomp(says-32, saying-4)
det(thing-7, the-5)
amod(thing-7, worst-6)
nsubj(is-12, thing-7)
mark(do-11, that-8)
dep(do-11, anyone-9)
aux(do-11, can-10)
dep(thing-7, do-11)
ccomp(saying-4, is-12)
aux(see-14, to-13)
xcomp(is-12, see-14)
det(market-16, the-15)
nsubj(go-17, market-16)
ccomp(see-14, go-17)
advmod(go-17, down-18)
cc(go-17, and-19)
conj(go-17, dump-20)
dep(dump-20, everything-21)
punct(go-17, ,-22)
dep(drives-25, which-23)
advmod(drives-25, just-24)
ccomp(go-17, drives-25)
det(prices-27, the-26)
dobj(drives-25, prices-27)
dep(drives-25, down-28)
advmod(drives-25, further-29)
punct(says-32, ,-30)
punct(says-32, ''-31)
root(ROOT-0, says-32)
nn(Lampe-34, John-33)
nsubj(says-32, Lampe-34)
punct(Lampe-34, ,-35)
poss(director-38, PaineWebber-36)
possessive(PaineWebber-36, 's-37)
appos(Lampe-34, director-38)
prep(director-38, of-39)
dep(of-39, advertising-40)
punct(says-32, .-41)

punct(changed-16, ``-1)
mark(owned-4, If-2)
dep(owned-4, you-3)
advcl(changed-16, owned-4)
dep(owned-4, it-5)
cc(owned-4, and-6)
conj(owned-4, liked-7)
dep(liked-7, it-8)
dep(owned-4, Friday-9)
punct(changed-16, ,-10)
det(value-13, the-11)
amod(value-13, true-12)
nsubj(changed-16, value-13)
dep(changed-16, has-14)
neg(changed-16, n't-15)
root(ROOT-0, changed-16)
punct(changed-16, .-17)
punct(changed-16, ''-18)

dep(adds-2, He-1)
root(ROOT-0, adds-2)
punct(adds-2, ,-3)
punct(adds-2, ``-4)
dep(1987-8, This-5)
cop(1987-8, is-6)
neg(1987-8, n't-7)
ccomp(adds-2, 1987-8)
dep(1987-8, revisited-9)
punct(adds-2, .-10)
punct(adds-2, ''-11)

prep(had-17, With-1)
det(market-3, the-2)
nsubj(fluctuating-4, market-3)
pcomp(With-1, fluctuating-4)
cc(fluctuating-4, and-5)
advmod(closing-7, then-6)
conj(fluctuating-4, closing-7)
advmod(closing-7, up-8)
advmod(than-10, more-9)
quantmod(88-11, than-10)
num(points-12, 88-11)
pobj(up-8, points-12)
dep(had-17, yesterday-13)
punct(had-17, ,-14)
nn(firms-16, investment-15)
nsubj(had-17, firms-16)
root(ROOT-0, had-17)
aux(revise-20, to-18)
advmod(revise-20, constantly-19)
xcomp(had-17, revise-20)
poss(approach-22, their-21)
dobj(revise-20, approach-22)
punct(had-17, .-23)

prep(created-6, At-1)
nn(Lehman-3, Shearson-2)
pobj(At-1, Lehman-3)
punct(created-6, ,-4)
dep(created-6, executives-5)
root(ROOT-0, created-6)
amod(commercials-9, potential-7)
amod(commercials-9, new-8)
iobj(created-6, commercials-9)
nn(night-11, Friday-10)
dobj(created-6, night-11)
cc(night-11, and-12)
conj(night-11, throughout-13)
det(weekend-15, the-14)
pobj(throughout-13, weekend-15)
punct(created-6, ,-16)
advmod(had-18, then-17)
dep(created-6, had-18)
aux(regroup-20, to-19)
xcomp(had-18, regroup-20)
nn(afternoon-22, yesterday-21)
dobj(regroup-20, afternoon-22)
punct(created-6, .-23)

det(plan-2, The-1)
nsubj(been-4, plan-2)
aux(been-4, had-3)
root(ROOT-0, been-4)
aux(make-6, to-5)
xcomp(been-4, make-6)
dobj(make-6, one-7)
prep(one-7, of-8)
poss(commercials-19, Shearson-9)
possessive(Shearson-9, 's-10)
amod(commercials-19, easy-to-film-11)
punct(commercials-19, ,-12)
amod(commercials-19, black-and-white-13)
punct(commercials-19, ``-14)
advmod(Stand-17, Where-15)
dep(Stand-17, We-16)
ccomp(commercials-19, Stand-17)
punct(commercials-19, ''-18)
pobj(of-8, commercials-19)
punct(commercials-19, ,-20)
dep(running-24, which-21)
aux(running-24, have-22)
aux(running-24, been-23)
dep(commercials-19, running-24)
advmod(running-24, occasionally-25)
prep(running-24, in-26)
pobj(in-26, response-27)
prep(response-27, to-28)
nn(events-30, news-29)
pobj(to-28, events-30)
prep(running-24, since-31)
dep(since-31, 1985-32)
punct(been-4, .-33)

det(ad-2, The-1)
nsubj(run-5, ad-2)
aux(run-5, would-3)
aux(run-5, have-4)
root(ROOT-0, run-5)
prep(run-5, during-6)
det(Series-9, the-7)
nn(Series-9, World-8)
pobj(during-6, Series-9)
dep(run-5, tomorrow-10)
punct(run-5, ,-11)
xcomp(run-5, replacing-12)
det(commercial-15, the-13)
nn(commercial-15, debut-14)
dobj(replacing-12, commercial-15)
prep(commercial-15, of-16)
poss(campaign-21, Shearson-17)
possessive(Shearson-17, 's-18)
amod(campaign-21, new-19)
nn(campaign-21, ad-20)
pobj(of-16, campaign-21)
punct(campaign-21, ,-22)
punct(campaign-21, ``-23)
dep(campaign-21, Leadership-24)
prep(Leadership-24, by-25)
dep(by-25, Example-26)
punct(run-5, .-27)
punct(run-5, ''-28)

cc(decided-13, But-1)
prep(decided-13, in-2)
det(meeting-4, a-3)
pobj(in-2, meeting-4)
mark(closed-8, after-5)
det(market-7, the-6)
nsubj(closed-8, market-7)
advcl(decided-13, closed-8)
dep(closed-8, yesterday-9)
punct(decided-13, ,-10)
nn(executives-12, Shearson-11)
nsubj(decided-13, executives-12)
root(ROOT-0, decided-13)
neg(go-16, not-14)
aux(go-16, to-15)
xcomp(decided-13, go-16)
advmod(go-16, ahead-17)
prep(go-16, with-18)
det(ad-21, the-19)
nn(ad-21, stock-market-20)
pobj(with-18, ad-21)
punct(decided-13, .-22)

punct(think-5, ``-1)
dep(think-5, We-2)
aux(think-5, do-3)
neg(think-5, n't-4)
root(ROOT-0, think-5)
prep(think-5, at-6)
det(point-8, this-7)
pobj(at-6, point-8)
dep(needs-10, anything-9)
ccomp(think-5, needs-10)
aux(said-13, to-11)
auxpass(said-13, be-12)
xcomp(needs-10, said-13)
punct(think-5, .-14)

det(market-2, The-1)
nsubj(seems-3, market-2)
ccomp(says-17, seems-3)
aux(straightening-6, to-4)
aux(straightening-6, be-5)
xcomp(seems-3, straightening-6)
dep(straightening-6, out-7)
punct(seems-3, ;-8)
dep(taking-11, we-9)
aux(taking-11, 're-10)
parataxis(seems-3, taking-11)
det(attitude-14, a-12)
amod(attitude-14, wait-and-see-13)
dobj(taking-11, attitude-14)
punct(says-17, ,-15)
punct(says-17, ''-16)
root(ROOT-0, says-17)
nn(Stewart-20, Cathleen-18)
nn(Stewart-20, B.-19)
nsubj(says-17, Stewart-20)
punct(Stewart-20, ,-21)
amod(president-24, executive-22)
nn(president-24, vice-23)
appos(Stewart-20, president-24)
prep(president-24, of-25)
dep(of-25, marketing-26)
punct(says-17, .-27)

prep(moving-10, In-1)
det(case-3, any-2)
pobj(In-1, case-3)
punct(moving-10, ,-4)
det(firms-7, the-5)
nn(firms-7, brokerage-6)
nsubj(moving-10, firms-7)
aux(moving-10, are-8)
advmod(moving-10, clearly-9)
root(ROOT-0, moving-10)
advmod(moving-10, faster-11)
aux(create-13, to-12)
xcomp(moving-10, create-13)
amod(ads-15, new-14)
dobj(create-13, ads-15)
mark(did-18, than-16)
dep(did-18, they-17)
advcl(moving-10, did-18)
prep(did-18, in-19)
det(fall-21, the-20)
pobj(in-19, fall-21)
prep(fall-21, of-22)
dep(of-22, 1987-23)
punct(moving-10, .-24)

cc(remains-3, But-1)
nsubj(remains-3, it-2)
root(ROOT-0, remains-3)
aux(seen-6, to-4)
auxpass(seen-6, be-5)
xcomp(remains-3, seen-6)
mark(effective-14, whether-7)
poss(ads-9, their-8)
nsubj(effective-14, ads-9)
aux(effective-14, will-10)
cop(effective-14, be-11)
dep(more-13, any-12)
advmod(effective-14, more-13)
ccomp(remains-3, effective-14)
punct(remains-3, .-15)

prep(ran-18, In-1)
dep(In-1, 1987-2)
punct(ran-18, ,-3)
prep(ran-18, despite-4)
det(barrage-6, a-5)
pobj(despite-4, barrage-6)
prep(barrage-6, of-7)
pobj(of-7, ads-8)
prep(ads-8, from-9)
pobj(from-9, most-10)
prep(most-10, of-11)
det(firms-15, the-12)
amod(firms-15, major-13)
nn(firms-15, investment-14)
pobj(of-11, firms-15)
punct(ran-18, ,-16)
dep(ran-18, individuals-17)
root(ROOT-0, ran-18)
prep(ran-18, from-19)
det(market-21, the-20)
pobj(from-19, market-21)
nn(masse-23, en-22)
advmod(ran-18, masse-23)
punct(ran-18, .-24)

advmod(try-5, Now-1)
det(firms-3, the-2)
nsubj(try-5, firms-3)
aux(try-5, must-4)
root(ROOT-0, try-5)
poss(hardest-7, their-6)
dobj(try-5, hardest-7)
aux(prove-9, to-8)
vmod(try-5, prove-9)
mark(work-13, that-10)
dep(work-13, advertising-11)
aux(work-13, can-12)
ccomp(prove-9, work-13)
det(time-15, this-14)
dobj(work-13, time-15)
dep(time-15, around-16)
punct(try-5, .-17)

nn(Notes-2, Ad-1)
root(ROOT-0, Notes-2)
punct(Notes-2, ...-3)
punct(Notes-2, .-4)

nn(ADVERTISING-2, ARNOLD-1)
root(ROOT-0, ADVERTISING-2)
punct(ADVERTISING-2, :-3)

nn(Eskandarian-2, Edward-1)
nsubj(reached-13, Eskandarian-2)
punct(Eskandarian-2, ,-3)
amod(chairman-5, former-4)
appos(Eskandarian-2, chairman-5)
prep(chairman-5, of-6)
nn(WCRS/Boston-11, Della-7)
nn(WCRS/Boston-11, Femina-8)
punct(WCRS/Boston-11, ,-9)
appos(WCRS/Boston-11, McNamee-10)
pobj(of-6, WCRS/Boston-11)
punct(Eskandarian-2, ,-12)
root(ROOT-0, reached-13)
det(agreement-15, an-14)
dobj(reached-13, agreement-15)
prep(agreement-15, in-16)
dep(in-16, principle-17)
aux(acquire-19, to-18)
vmod(agreement-15, acquire-19)
det(stake-22, a-20)
amod(stake-22, majority-21)
dobj(acquire-19, stake-22)
prep(stake-22, in-23)
nn(Advertising-25, Arnold-24)
pobj(in-23, Advertising-25)
punct(Advertising-25, ,-26)
det(shop-30, a-27)
amod(shop-30, small-28)
nn(shop-30, Boston-29)
appos(Advertising-25, shop-30)
punct(reached-13, .-31)

dep(disclosed-4, Terms-1)
auxpass(disclosed-4, were-2)
neg(disclosed-4, n't-3)
root(ROOT-0, disclosed-4)
punct(disclosed-4, .-5)

nn(Eskandarian-2, Mr.-1)
nsubj(becomes-13, Eskandarian-2)
punct(Eskandarian-2, ,-3)
dep(resigned-5, who-4)
dep(Eskandarian-2, resigned-5)
poss(post-9, his-6)
nn(post-9, Della-7)
nn(post-9, Femina-8)
dobj(resigned-5, post-9)
prep(resigned-5, in-10)
dep(in-10, September-11)
punct(Eskandarian-2, ,-12)
root(ROOT-0, becomes-13)
xcomp(becomes-13, chairman-14)
cc(chairman-14, and-15)
amod(executive-17, chief-16)
conj(chairman-14, executive-17)
prep(chairman-14, of-18)
dep(of-18, Arnold-19)
punct(becomes-13, .-20)

nn(Verret-2, John-1)
nsubj(retain-13, Verret-2)
punct(Verret-2, ,-3)
det(agency-5, the-4)
poss(president-7, agency-5)
possessive(agency-5, 's-6)
appos(Verret-2, president-7)
cc(president-7, and-8)
amod(executive-10, chief-9)
conj(president-7, executive-10)
punct(Verret-2, ,-11)
aux(retain-13, will-12)
root(ROOT-0, retain-13)
det(title-15, the-14)
dobj(retain-13, title-15)
prep(title-15, of-16)
dep(of-16, president-17)
punct(retain-13, .-18)

dep(named-12, Separately-1)
punct(named-12, ,-2)
poss(Corp.-5, McDonald-3)
possessive(McDonald-3, 's-4)
nsubj(named-12, Corp.-5)
punct(Corp.-5, ,-6)
nn(Brook-8, Oak-7)
nn(Ill.-10, Brook-8)
punct(Ill.-10, ,-9)
appos(Corp.-5, Ill.-10)
punct(Corp.-5, ,-11)
root(ROOT-0, named-12)
dep(handle-15, Arnold-13)
aux(handle-15, to-14)
xcomp(named-12, handle-15)
poss(account-23, its-16)
amod(account-23, estimated-17)
amod(account-23, $-18)
number(million-20, 4-19)
num($-18, million-20)
amod(account-23, cooperative-21)
nn(account-23, ad-22)
dobj(handle-15, account-23)
prep(account-23, for-24)
det(area-30, the-25)
dep(area-30, Hartford-26)
punct(Hartford-26, ,-27)
dep(Hartford-26, Conn.-28)
punct(Hartford-26, ,-29)
pobj(for-24, area-30)
punct(named-12, .-31)

det(account-2, That-1)
nsubjpass(handled-5, account-2)
aux(handled-5, had-3)
auxpass(handled-5, been-4)
root(ROOT-0, handled-5)
prep(handled-5, by-6)
nn(WCRS-11, Della-7)
nn(WCRS-11, Femina-8)
punct(WCRS-11, ,-9)
appos(WCRS-11, McNamee-10)
pobj(by-6, WCRS-11)
punct(handled-5, .-12)

nn(ADS-2, EDUCATION-1)
root(ROOT-0, ADS-2)
punct(ADS-2, :-3)

det(supplement-4, A-1)
amod(supplement-4, 142-page-2)
nn(supplement-4, ad-3)
nsubj(calls-15, supplement-4)
prep(supplement-4, to-5)
nn(Week-7, Business-6)
poss(issue-14, Week-7)
possessive(Week-7, 's-8)
amod(issue-14, special-9)
punct(issue-14, ``-10)
nn(issue-14, Corporate-11)
nn(issue-14, Elite-12)
punct(issue-14, ''-13)
pobj(to-5, issue-14)
root(ROOT-0, calls-15)
prep(calls-15, on-16)
nn(leaders-18, business-17)
pobj(on-16, leaders-18)
aux(use-20, to-19)
xcomp(calls-15, use-20)
poss(clout-22, their-21)
dobj(use-20, clout-22)
aux(help-24, to-23)
vmod(use-20, help-24)
ccomp(help-24, solve-25)
det(nation-27, the-26)
poss(crisis-30, nation-27)
possessive(nation-27, 's-28)
nn(crisis-30, education-29)
dobj(solve-25, crisis-30)
punct(calls-15, .-31)

det(supplement-2, The-1)
nsubj(includes-11, supplement-2)
punct(supplement-2, ,-3)
det(largest-5, the-4)
appos(supplement-2, largest-5)
advmod(largest-5, ever-6)
prep(largest-5, for-7)
det(magazine-9, the-8)
pobj(for-7, magazine-9)
punct(supplement-2, ,-10)
root(ROOT-0, includes-11)
dobj(includes-11, ads-12)
prep(ads-12, from-13)
num(advertisers-16, 52-14)
amod(advertisers-16, corporate-15)
pobj(from-13, advertisers-16)
cc(includes-11, and-17)
conj(includes-11, kicks-18)
dep(kicks-18, off-19)
det(initiative-24, a-20)
amod(initiative-24, two-year-21)
nn(initiative-24, Business-22)
nn(initiative-24, Week-23)
dobj(kicks-18, initiative-24)
prep(initiative-24, on-25)
dep(on-25, education-26)
punct(includes-11, .-27)

det(magazine-2, The-1)
nsubj(distribute-4, magazine-2)
aux(distribute-4, will-3)
root(ROOT-0, distribute-4)
num(%-6, 10-5)
dobj(distribute-4, %-6)
prep(%-6, of-7)
det(revenues-10, the-8)
amod(revenues-10, gross-9)
pobj(of-7, revenues-10)
prep(revenues-10, from-11)
det(supplement-13, the-12)
pobj(from-11, supplement-13)
prep(distribute-4, as-14)
pobj(as-14, grants-15)
prep(grants-15, to-16)
amod(teachers-18, innovative-17)
pobj(to-16, teachers-18)
punct(distribute-4, .-19)

dep(know-2, You-1)
root(ROOT-0, know-2)
dep(is-8, what-3)
det(law-5, the-4)
nsubj(is-8, law-5)
prep(law-5, of-6)
dep(of-6, averages-7)
ccomp(know-2, is-8)
punct(know-2, ,-9)
dep(know-2, do-10)
neg(do-10, n't-11)
dep(do-10, you-12)
punct(know-2, ?-13)

dep('s-2, It-1)
root(ROOT-0, 's-2)
dep(explains-6, what-3)
dep(explains-6, 1-4)
punct(1-4, -RRB--5)
dep('s-2, explains-6)
advmod(are-9, why-7)
dep(are-9, we-8)
ccomp(explains-6, are-9)
prep(are-9, like-10)
punct(like-10, ,-11)
advmod(like-10, well-12)
punct(like-10, ,-13)
pobj(like-10, ourselves-14)
cc(ourselves-14, rather-15)
mwe(rather-15, than-16)
nn(Jackson-18, Bo-17)
conj(ourselves-14, Jackson-18)
punct(explains-6, ;-19)
dep(cautions-22, 2-20)
punct(2-20, -RRB--21)
conj(explains-6, cautions-22)
mark('s-25, that-23)
nsubj('s-25, it-24)
ccomp(cautions-22, 's-25)
dep('s-25, possible-26)
aux(drown-28, to-27)
xcomp('s-25, drown-28)
prep(drown-28, in-29)
det(lake-31, a-30)
pobj(in-29, lake-31)
dep(averages-33, that-32)
dep(lake-31, averages-33)
num(feet-35, two-34)
dobj(averages-33, feet-35)
advmod(feet-35, deep-36)
punct(explains-6, ;-37)
cc(explains-6, and-38)
dep(predicts-41, 3-39)
punct(3-39, -RRB--40)
conj(explains-6, predicts-41)
mark(produce-50, that-42)
num(monkeys-44, 10,000-43)
nsubj(produce-50, monkeys-44)
vmod(monkeys-44, placed-45)
prep(placed-45, before-46)
num(pianos-48, 10,000-47)
pobj(before-46, pianos-48)
aux(produce-50, would-49)
ccomp(predicts-41, produce-50)
num(rock-53, 1,118-51)
amod(rock-53, publishable-52)
dobj(produce-50, rock-53)
cc(rock-53, 'n'-54)
nn(tunes-56, roll-55)
conj(rock-53, tunes-56)
punct('s-2, .-57)

nsubj(sport-13, Baseball-1)
punct(Baseball-1, ,-2)
det(game-4, that-3)
dep(Baseball-1, game-4)
prep(game-4, of-5)
det(haul-8, the-6)
amod(haul-8, long-7)
pobj(of-5, haul-8)
punct(Baseball-1, ,-9)
cop(sport-13, is-10)
det(sport-13, the-11)
amod(sport-13, quintessential-12)
root(ROOT-0, sport-13)
prep(sport-13, of-14)
det(mean-16, the-15)
pobj(of-14, mean-16)
punct(sport-13, ,-17)
cc(sport-13, and-18)
det(law-22, the-19)
amod(law-22, mean-20)
amod(law-22, ol'-21)
nsubj(caught-23, law-22)
conj(sport-13, caught-23)
dep(caught-23, up-24)
prep(caught-23, with-25)
det(Giants-29, the-26)
nn(Giants-29, San-27)
nn(Giants-29, Francisco-28)
pobj(with-25, Giants-29)
prep(caught-23, in-30)
det(Series-33, the-31)
nn(Series-33, World-32)
pobj(in-30, Series-33)
amod(weekend-35, last-34)
dobj(caught-23, weekend-35)
punct(sport-13, .-36)

det(team-2, The-1)
nsubjpass(held-19, team-2)
dep(dumped-4, that-3)
dep(team-2, dumped-4)
dep(dumped-4, runs-5)
prep(dumped-4, by-6)
det(bushel-8, the-7)
pobj(by-6, bushel-8)
prep(dumped-4, on-9)
det(Cubs-12, the-10)
nn(Cubs-12, Chicago-11)
pobj(on-9, Cubs-12)
prep(dumped-4, in-13)
det(playoffs-17, the-14)
nn(playoffs-17, National-15)
nn(playoffs-17, League-16)
pobj(in-13, playoffs-17)
auxpass(held-19, was-18)
root(ROOT-0, held-19)
prep(held-19, to-20)
advmod(one-22, just-21)
pobj(to-20, one-22)
prep(held-19, in-23)
num(games-25, two-24)
pobj(in-23, games-25)
prep(held-19, by-26)
