nsubj(continue-15, Efforts-1)
nsubj(grow-16, contract-14)
aux(grow-16, can-15)
pcomp(on-10, grow-16)
mark(currency-27, because-17)
det(dollar-21, the-18)
nn(dollar-21, Hong-19)
nn(dollar-21, Kong-20)
nsubj(currency-27, dollar-21)
cop(currency-27, is-22)
neg(currency-27, n't-23)
det(currency-27, a-24)
advmod(currency-27, widely-25)
amod(currency-27, traded-26)
advcl(limits-9, currency-27)
punct(cautions-4, .-28)

dep(says-2, He-1)
root(ROOT-0, says-2)
det(contract-4, the-3)
nsubjpass(considered-7, contract-4)
aux(considered-7, will-5)
auxpass(considered-7, be-6)
ccomp(says-2, considered-7)
det(success-9, a-8)
xcomp(considered-7, success-9)
mark(starts-12, if-10)
dep(starts-12, it-11)
advcl(considered-7, starts-12)
xcomp(starts-12, trading-13)
number(1,000-16, 500-14)
dep(1,000-16, to-15)
num(lots-17, 1,000-16)
dobj(trading-13, lots-17)
det(day-19, a-18)
dep(lots-17, day-19)
punct(says-2, .-20)

nn(officials-2, Exchange-1)
nsubj(point-4, officials-2)
advmod(point-4, also-3)
root(ROOT-0, point-4)
dep(point-4, out-5)
mark(designed-10, that-6)
nn(futures-8, Hibor-7)
nsubjpass(designed-10, futures-8)
auxpass(designed-10, were-9)
ccomp(point-4, designed-10)
prep(designed-10, for-11)
pobj(for-11, institutions-12)
cc(institutions-12, and-13)
conj(institutions-12, corporations-14)
punct(for-11, ,-15)
neg(for-17, not-16)
prep(for-11, for-17)
det(type-19, the-18)
pobj(for-17, type-19)
prep(type-19, of-20)
amod(investors-23, small-21)
amod(investors-23, individual-22)
pobj(of-20, investors-23)
dep(active-27, who-24)
cop(active-27, were-25)
advmod(active-27, very-26)
dep(investors-23, active-27)
prep(active-27, in-28)
nn(futures-32, Hang-29)
nn(futures-32, Seng-30)
nn(futures-32, index-31)
pobj(in-28, futures-32)
cc(active-27, and-33)
conj(active-27, defaulted-34)
prep(defaulted-34, in-35)
det(crash-38, the-36)
num(crash-38, 1987-37)
pobj(in-35, crash-38)
punct(point-4, .-39)

nn(Cheng-2, Mr.-1)
nsubj(says-3, Cheng-2)
root(ROOT-0, says-3)
det(margin-6, the-4)
amod(margin-6, low-5)
nsubj(attracted-11, margin-6)
vmod(margin-6, required-7)
prep(required-7, for-8)
nn(futures-10, trading-9)
pobj(for-8, futures-10)
ccomp(says-3, attracted-11)
det(lot-13, a-12)
dobj(attracted-11, lot-13)
prep(lot-13, of-14)
amod(investors-16, small-15)
pobj(of-14, investors-16)
prep(attracted-11, before-17)
det(crash-20, the-18)
num(crash-20, 1987-19)
pobj(before-17, crash-20)
dep(realize-24, who-21)
aux(realize-24, did-22)
neg(realize-24, n't-23)
dep(attracted-11, realize-24)
mark(unlimited-30, that-25)
poss(risk-27, their-26)
nsubj(unlimited-30, risk-27)
cop(unlimited-30, was-28)
advmod(unlimited-30, virtually-29)
ccomp(realize-24, unlimited-30)
punct(says-3, .-31)

punct(going-5, ``-1)
dep(going-5, You-2)
aux(going-5, 're-3)
neg(going-5, not-4)
dep(says-18, going-5)
aux(get-7, to-6)
xcomp(going-5, get-7)
poss(drivers-10, your-8)
nn(drivers-10, taxi-9)
dobj(get-7, drivers-10)
cc(drivers-10, and-11)
conj(drivers-10, amahs-12)
cc(drivers-10, and-13)
predet(that-15, all-14)
conj(drivers-10, that-15)
punct(going-5, ,-16)
punct(going-5, ''-17)
root(ROOT-0, says-18)
nn(Nicholas-20, Rory-19)
nsubj(says-18, Nicholas-20)
punct(Nicholas-20, ,-21)
det(director-23, a-22)
appos(Nicholas-20, director-23)
prep(director-23, for-24)
nn(Bullion-28, securities-25)
nn(Bullion-28, company-26)
nn(Bullion-28, Elders-27)
pobj(for-24, Bullion-28)
cc(Bullion-28, &-29)
nn(Ltd-31, Futures-30)
conj(Bullion-28, Ltd-31)
punct(says-18, .-32)

dep(help-3, That-1)
aux(help-3, should-2)
ccomp(says-10, help-3)
aux(inspire-5, to-4)
xcomp(help-3, inspire-5)
dep(inspire-5, confidence-6)
punct(says-10, ,-7)
nn(Gilmore-9, Mr.-8)
nsubj(says-10, Gilmore-9)
root(ROOT-0, says-10)
punct(says-10, .-11)

cc(remain-4, But-1)
amod(bankers-3, many-2)
nsubj(remain-4, bankers-3)
root(ROOT-0, remain-4)
dep(remain-4, nervous-5)
punct(remain-4, ,-6)
advmod(continues-14, especially-7)
mark(continues-14, as-8)
det(start-up-10, the-9)
nsubj(continues-14, start-up-10)
prep(start-up-10, of-11)
det(contract-13, the-12)
pobj(of-11, contract-13)
advcl(remain-4, continues-14)
aux(delayed-17, to-15)
auxpass(delayed-17, be-16)
xcomp(continues-14, delayed-17)
punct(remain-4, .-18)

nsubj(posted-17, Two-1)
prep(Two-1, of-2)
poss(manufacturers-7, Japan-3)
possessive(Japan-3, 's-4)
amod(manufacturers-7, largest-5)
nn(manufacturers-7, paper-6)
pobj(of-2, manufacturers-7)
punct(Two-1, ,-8)
nn(Co.-11, Oji-9)
nn(Co.-11, Paper-10)
appos(Two-1, Co.-11)
cc(Co.-11, and-12)
nn(Co.-15, Jujo-13)
nn(Co.-15, Paper-14)
conj(Co.-11, Co.-15)
punct(Two-1, ,-16)
root(ROOT-0, posted-17)
amod(gains-21, unconsolidated-18)
amod(gains-21, pretax-19)
nn(gains-21, profit-20)
dobj(posted-17, gains-21)
prep(gains-21, from-22)
det(year-24, a-23)
pobj(from-22, year-24)
advmod(year-24, earlier-25)
prep(posted-17, for-26)
det(half-29, the-27)
amod(half-29, first-28)
pobj(for-26, half-29)
vmod(half-29, ended-30)
tmod(ended-30, Sept.-31)
num(Sept.-31, 30-32)
punct(posted-17, ,-33)
prep(posted-17, on-34)
amod(demand-38, continuing-35)
amod(demand-38, robust-36)
amod(demand-38, domestic-37)
pobj(on-34, demand-38)
prep(demand-38, for-39)
nn(products-41, paper-40)
pobj(for-39, products-41)
punct(posted-17, .-42)

nn(Paper-2, Oji-1)
nsubj(said-13, Paper-2)
punct(Paper-2, ,-3)
det(nation-5, the-4)
appos(Paper-2, nation-5)
possessive(nation-5, 's-6)
amod(nation-5, largest-7)
prep(nation-5, in-8)
pobj(in-8, terms-9)
prep(terms-9, of-10)
dep(of-10, sales-11)
punct(Paper-2, ,-12)
root(ROOT-0, said-13)
poss(profit-16, its-14)
amod(profit-16, pretax-15)
nsubj(rose-17, profit-16)
ccomp(said-13, rose-17)
num(%-19, 1.5-18)
dobj(rose-17, %-19)
prep(rose-17, to-20)
number(billion-22, 23.11-21)
num(yen-23, billion-22)
pobj(to-20, yen-23)
punct(US$-25, -LRB--24)
appos(yen-23, US$-25)
number(million-27, 163.3-26)
num(US$-25, million-27)
punct(US$-25, -RRB--28)
prep(rose-17, from-29)
number(billion-31, 22.76-30)
num(yen-32, billion-31)
pobj(from-29, yen-32)
punct(said-13, .-33)

dep(jumped-2, Sales-1)
root(ROOT-0, jumped-2)
num(%-4, 12.2-3)
dobj(jumped-2, %-4)
prep(jumped-2, to-5)
number(billion-7, 232.12-6)
num(yen-8, billion-7)
pobj(to-5, yen-8)
prep(jumped-2, from-9)
number(billion-11, 206.87-10)
num(yen-12, billion-11)
pobj(from-9, yen-12)
punct(jumped-2, .-13)

amod(income-2, Net-1)
nsubj(increased-3, income-2)
root(ROOT-0, increased-3)
num(%-5, 6.7-4)
dobj(increased-3, %-5)
prep(increased-3, to-6)
number(billion-8, 12.43-7)
num(yen-9, billion-8)
pobj(to-6, yen-9)
prep(increased-3, from-10)
number(billion-12, 11.66-11)
num(yen-13, billion-12)
pobj(from-10, yen-13)
punct(increased-3, .-14)

amod(net-2, Per-share-1)
nsubj(rose-3, net-2)
root(ROOT-0, rose-3)
prep(rose-3, to-4)
num(yen-6, 20.48-5)
pobj(to-4, yen-6)
prep(rose-3, from-7)
num(yen-9, 19.51-8)
pobj(from-7, yen-9)
punct(rose-3, .-10)

nn(Paper-2, Oji-1)
poss(strength-5, Paper-2)
possessive(Paper-2, 's-3)
nn(strength-5, sales-4)
nsubj(evident-7, strength-5)
cop(evident-7, was-6)
root(ROOT-0, evident-7)
prep(evident-7, in-8)
amod(sales-12, overall-9)
nn(sales-12, paper-10)
nn(sales-12, products-11)
pobj(in-8, sales-12)
punct(sales-12, ,-13)
prep(sales-12, including-14)
nn(papers-20, newsprints-15)
punct(newsprints-15, ,-16)
conj(newsprints-15, printing-17)
cc(newsprints-15, and-18)
conj(newsprints-15, wrapping-19)
pobj(including-14, papers-20)
punct(sales-12, ,-21)
dep(rose-23, which-22)
dep(sales-12, rose-23)
prep(rose-23, to-24)
number(billion-26, 221.61-25)
num(yen-27, billion-26)
pobj(to-24, yen-27)
prep(yen-27, in-28)
det(half-31, the-29)
amod(half-31, first-30)
pobj(in-28, half-31)
prep(rose-23, from-32)
number(billion-34, 200.70-33)
num(yen-35, billion-34)
pobj(from-32, yen-35)
det(year-37, a-36)
npadvmod(earlier-38, year-37)
advmod(yen-35, earlier-38)
punct(evident-7, .-39)

nn(sales-7, Pulp-1)
punct(sales-7, ,-2)
amod(sales-7, processed-3)
cc(processed-3, and-4)
conj(processed-3, miscellaneous-5)
nn(sales-7, paper-6)
root(ROOT-0, sales-7)
advmod(sales-7, also-8)
dep(sales-7, surged-9)
punct(sales-7, .-10)

prep(predicted-11, For-1)
det(year-5, the-2)
amod(year-5, full-3)
amod(year-5, fiscal-4)
pobj(For-1, year-5)
vmod(year-5, ending-6)
amod(March-8, next-7)
tmod(ending-6, March-8)
punct(predicted-11, ,-9)
dep(predicted-11, Oji-10)
root(ROOT-0, predicted-11)
dep(predicted-11, that-12)
amod(sales-14, total-13)
dobj(predicted-11, sales-14)
prep(sales-14, of-15)
number(billion-17, 477.00-16)
num(yen-18, billion-17)
pobj(of-15, yen-18)
punct(yen-18, ,-19)
advmod(yen-18, up-20)
prep(up-20, from-21)
number(billion-23, 420.68-22)
num(yen-24, billion-23)
pobj(from-21, yen-24)
prep(from-21, in-25)
det(year-29, the-26)
amod(year-29, previous-27)
amod(year-29, fiscal-28)
pobj(in-25, year-29)
punct(predicted-11, .-30)

amod(profit-2, Pretax-1)
nsubjpass(seen-4, profit-2)
auxpass(seen-4, is-3)
root(ROOT-0, seen-4)
prep(seen-4, at-5)
number(billion-7, 45.00-6)
num(yen-8, billion-7)
pobj(at-5, yen-8)
punct(seen-4, ,-9)
advmod(seen-4, down-10)
prep(down-10, from-11)
number(billion-13, 47.17-12)
num(yen-14, billion-13)
pobj(from-11, yen-14)
punct(seen-4, ,-15)
mark(estimated-20, while-16)
amod(income-18, net-17)
nsubjpass(estimated-20, income-18)
auxpass(estimated-20, is-19)
advcl(seen-4, estimated-20)
prep(estimated-20, at-21)
number(billion-23, 23.500-22)
num(yen-24, billion-23)
pobj(at-21, yen-24)
punct(estimated-20, ,-25)
advmod(estimated-20, up-26)
prep(up-26, from-27)
number(billion-29, 23.031-28)
num(yen-30, billion-29)
pobj(from-27, yen-30)
punct(seen-4, .-31)

det(company-2, The-1)
nsubj(provide-5, company-2)
aux(provide-5, did-3)
neg(provide-5, n't-4)
root(ROOT-0, provide-5)
det(explanation-7, an-6)
dobj(provide-5, explanation-7)
prep(explanation-7, for-8)
det(performance-13, the-9)
amod(performance-13, softer-10)
amod(performance-13, pretax-11)
nn(performance-13, profit-12)
pobj(for-8, performance-13)
cc(provide-5, and-14)
dep(reached-19, officials-15)
dep(reached-19, could-16)
neg(reached-19, n't-17)
auxpass(reached-19, be-18)
conj(provide-5, reached-19)
prep(reached-19, for-20)
dep(for-20, comment-21)
punct(provide-5, .-22)

nn(Paper-2, Jujo-1)
nsubj(said-3, Paper-2)
root(ROOT-0, said-3)
poss(profit-6, its-4)
amod(profit-6, pretax-5)
nsubj(rose-7, profit-6)
ccomp(said-3, rose-7)
num(%-9, 0.3-8)
dobj(rose-7, %-9)
prep(rose-7, to-10)
number(billion-12, 13.05-11)
num(yen-13, billion-12)
pobj(to-10, yen-13)
prep(rose-7, from-14)
number(billion-16, 13.02-15)
num(yen-17, billion-16)
pobj(from-14, yen-17)
punct(said-3, .-18)

dep(rose-2, Sales-1)
root(ROOT-0, rose-2)
num(%-4, 8.5-3)
dobj(rose-2, %-4)
prep(rose-2, to-5)
number(billion-7, 195.19-6)
num(yen-8, billion-7)
pobj(to-5, yen-8)
prep(rose-2, from-9)
number(billion-11, 179.916-10)
num(yen-12, billion-11)
pobj(from-9, yen-12)
punct(rose-2, .-13)

amod(income-2, Net-1)
nsubj(surged-3, income-2)
root(ROOT-0, surged-3)
num(%-5, 10-4)
dobj(surged-3, %-5)
prep(surged-3, to-6)
number(billion-8, 7.12-7)
num(yen-9, billion-8)
pobj(to-6, yen-9)
prep(surged-3, from-10)
number(billion-12, 6.47-11)
num(yen-13, billion-12)
pobj(from-10, yen-13)
punct(surged-3, .-14)

amod(net-2, Per-share-1)
nsubj(rose-3, net-2)
root(ROOT-0, rose-3)
prep(rose-3, to-4)
num(yen-6, 14.95-5)
pobj(to-4, yen-6)
prep(rose-3, from-7)
num(yen-9, 14.44-8)
pobj(from-7, yen-9)
punct(rose-3, .-10)

amod(sales-4, General-1)
nn(sales-4, paper-2)
nn(sales-4, product-3)
nsubj(rose-19, sales-4)
punct(sales-4, ,-5)
prep(sales-4, including-6)
pobj(including-6, newsprints-7)
cc(newsprints-7, and-8)
amod(papers-10, other-9)
conj(newsprints-7, papers-10)
punct(sales-4, ,-11)
prep(sales-4, accounting-12)
pcomp(accounting-12, for-13)
det(bulk-15, the-14)
pobj(for-13, bulk-15)
prep(bulk-15, of-16)
dep(of-16, sales-17)
punct(sales-4, ,-18)
root(ROOT-0, rose-19)
prep(rose-19, to-20)
number(billion-22, 157.78-21)
num(yen-23, billion-22)
pobj(to-20, yen-23)
prep(rose-19, from-24)
number(billion-26, 143.88-25)
num(yen-27, billion-26)
pobj(from-24, yen-27)
punct(rose-19, .-28)

nn(Paper-2, Jujo-1)
nsubj(predicted-3, Paper-2)
root(ROOT-0, predicted-3)
mark(total-17, that-4)
prep(total-17, for-5)
det(year-9, the-6)
amod(year-9, full-7)
amod(year-9, fiscal-8)
pobj(for-5, year-9)
vmod(year-9, ending-10)
amod(March-12, next-11)
tmod(ending-10, March-12)
num(March-12, 31-13)
punct(total-17, ,-14)
dep(total-17, sales-15)
aux(total-17, will-16)
ccomp(predicted-3, total-17)
number(billion-19, 400.0-18)
num(yen-20, billion-19)
dobj(total-17, yen-20)
punct(total-17, ,-21)
advmod(total-17, up-22)
prep(up-22, from-23)
number(billion-25, 366.89-24)
num(yen-26, billion-25)
pobj(from-23, yen-26)
punct(predicted-3, .-27)

amod(profit-2, Pretax-1)
nsubjpass(estimated-4, profit-2)
auxpass(estimated-4, was-3)
root(ROOT-0, estimated-4)
prep(estimated-4, at-5)
number(billion-7, 23.0-6)
num(yen-8, billion-7)
pobj(at-5, yen-8)
punct(estimated-4, ,-9)
advmod(estimated-4, down-10)
prep(down-10, from-11)
number(billion-13, 25.51-12)
num(yen-14, billion-13)
pobj(from-11, yen-14)
punct(estimated-4, ,-15)
mark(estimated-20, while-16)
amod(income-18, net-17)
nsubjpass(estimated-20, income-18)
auxpass(estimated-20, was-19)
advcl(estimated-4, estimated-20)
prep(estimated-20, at-21)
number(billion-23, 12-22)
num(yen-24, billion-23)
pobj(at-21, yen-24)
punct(estimated-20, ,-25)
advmod(estimated-20, up-26)
prep(up-26, from-27)
number(billion-29, 11.95-28)
num(yen-30, billion-29)
pobj(from-27, yen-30)
punct(estimated-4, .-31)

nn(Corp.-2, Unocal-1)
poss(decision-4, Corp.-2)
possessive(Corp.-2, 's-3)
nsubj(step-21, decision-4)
aux(put-6, to-5)
vmod(decision-4, put-6)
poss(oil-9, its-7)
amod(oil-9, Norwegian-8)
dobj(put-6, oil-9)
cc(oil-9, and-10)
nn(interests-12, gas-11)
conj(oil-9, interests-12)
prep(put-6, up-13)
prep(up-13, for-14)
dep(for-14, sale-15)
advmod(put-6, earlier-16)
det(week-18, this-17)
pobj(earlier-16, week-18)
cop(step-21, is-19)
det(step-21, another-20)
root(ROOT-0, step-21)
prep(step-21, in-22)
det(company-24, the-23)
poss(review-27, company-24)
possessive(company-24, 's-25)
amod(review-27, strategic-26)
pobj(in-22, review-27)
prep(review-27, of-28)
poss(properties-30, its-29)
pobj(of-28, properties-30)
punct(step-21, ,-31)
cc(step-21, and-32)
conj(step-21, shows-33)
mark(cows-40, that-34)
nsubj(cows-40, few-35)
prep(few-35, of-36)
dep(of-36, them-37)
cop(cows-40, are-38)
amod(cows-40, sacred-39)
ccomp(shows-33, cows-40)
punct(step-21, .-41)

det(company-2, The-1)
nsubj(declined-3, company-2)
root(ROOT-0, declined-3)
aux(estimate-5, to-4)
xcomp(declined-3, estimate-5)
det(value-7, the-6)
dobj(estimate-5, value-7)
prep(value-7, of-8)
det(holding-11, the-9)
amod(holding-11, Norwegian-10)
pobj(of-8, holding-11)
punct(declined-3, .-12)

cc(forecast-14, But-1)
nn(Nowak-4, Eugene-2)
nn(Nowak-4, L.-3)
nsubj(forecast-14, Nowak-4)
punct(Nowak-4, ,-5)
det(analyst-7, an-6)
appos(Nowak-4, analyst-7)
prep(analyst-7, at-8)
nn(Inc.-12, Dean-9)
nn(Inc.-12, Witter-10)
nn(Inc.-12, Reynolds-11)
pobj(at-8, Inc.-12)
punct(Nowak-4, ,-13)
root(ROOT-0, forecast-14)
mark(bring-19, that-15)
det(sale-17, the-16)
nsubj(bring-19, sale-17)
aux(bring-19, will-18)
ccomp(forecast-14, bring-19)
dep(bring-19, in-20)
punct($-22, ``-21)
dep(bring-19, $-22)
number(million-24, 200-23)
num($-22, million-24)
cc($-22, or-25)
advmod(more-27, substantially-26)
conj($-22, more-27)
punct(forecast-14, .-28)
punct(forecast-14, ''-29)

det(transaction-3, The-1)
amod(transaction-3, proposed-2)
nsubj(latest-6, transaction-3)
cop(latest-6, is-4)
det(latest-6, the-5)
root(ROOT-0, latest-6)
prep(latest-6, in-7)
det(redeployment-9, a-8)
pobj(in-7, redeployment-9)
prep(redeployment-9, of-10)
dep(of-10, assets-11)
prep(redeployment-9, by-12)
det(company-17, the-13)
nn(company-17, Los-14)
amod(company-17, Angeles-based-15)
nn(company-17, oil-16)
pobj(by-12, company-17)
dep(included-20, that-18)
aux(included-20, has-19)
dep(company-17, included-20)
det(sale-25, the-21)
amod(sale-25, $-22)
number(million-24, 200-23)
num($-22, million-24)
dobj(included-20, sale-25)
prep(sale-25, of-26)
poss(property-29, its-27)
nn(property-29, headquarters-28)
pobj(of-26, property-29)
cc(sale-25, and-30)
det(sale-33, the-31)
amod(sale-33, pending-32)
conj(sale-25, sale-33)
prep(sale-33, of-34)
pobj(of-34, half-35)
prep(half-35, of-36)
poss(refinery-39, its-37)
nn(refinery-39, Chicago-38)
pobj(of-36, refinery-39)
cc(refinery-39, and-40)
amod(operations-43, related-41)
nn(operations-43, marketing-42)
conj(refinery-39, operations-43)
prep(sale-33, to-44)
nn(S.A-48, Petroleos-45)
nn(S.A-48, de-46)
nn(S.A-48, Venezuela-47)
pobj(to-44, S.A-48)
punct(latest-6, .-49)

nn(Nowak-2, Mr.-1)
nsubj(said-3, Nowak-2)
root(ROOT-0, said-3)
dep(attaches-5, he-4)
ccomp(said-3, attaches-5)
amod(importance-7, particular-6)
dobj(attaches-5, importance-7)
prep(attaches-5, to-8)
det(sale-11, the-9)
amod(sale-11, proposed-10)
pobj(to-8, sale-11)
mark(suggests-14, because-12)
dep(suggests-14, it-13)
advcl(attaches-5, suggests-14)
mark(willing-19, that-15)
det(company-17, the-16)
nsubj(willing-19, company-17)
cop(willing-19, is-18)
ccomp(suggests-14, willing-19)
aux(sell-21, to-20)
xcomp(willing-19, sell-21)
nn(assets-25, oil-22)
cc(oil-22, and-23)
conj(oil-22, gas-24)
dobj(sell-21, assets-25)
dep(part-29, that-26)
cop(part-29, are-27)
neg(part-29, n't-28)
dep(assets-25, part-29)
prep(part-29, of-30)
poss(strengths-34, its-31)
amod(strengths-34, major-32)
amod(strengths-34, strategic-33)
pobj(of-30, strengths-34)
punct(said-3, .-35)

dep(said-2, Unocal-1)
root(ROOT-0, said-2)
dep(expects-4, it-3)
ccomp(said-2, expects-4)
aux(complete-6, to-5)
xcomp(expects-4, complete-6)
det(sale-8, the-7)
dobj(complete-6, sale-8)
prep(sale-8, of-9)
poss(unit-14, its-10)
nn(unit-14, Unocal-11)
nn(unit-14, Norge-12)
nn(unit-14, A/S-13)
pobj(of-9, unit-14)
prep(complete-6, by-15)
amod(March-17, next-16)
pobj(by-15, March-17)
cc(March-17, or-18)
conj(March-17, April-19)
punct(said-2, .-20)

prep(has-17, In-1)
pobj(In-1, addition-2)
prep(addition-2, to-3)
det(stake-7, an-4)
number(%-6, 18-5)
amod(stake-7, %-6)
pobj(to-3, stake-7)
prep(stake-7, in-8)
det(field-12, the-9)
nn(field-12, Veslefrikk-10)
amod(field-12, offshore-11)
pobj(in-8, field-12)
punct(has-17, ,-13)
det(unit-16, the-14)
amod(unit-16, Norwegian-15)
nsubj(has-17, unit-16)
root(ROOT-0, has-17)
dobj(has-17, interests-18)
dep(interests-18, ranging-19)
prep(ranging-19, from-20)
num(%-22, 10-21)
pobj(from-20, %-22)
prep(from-20, to-23)
num(%-25, 25-24)
pobj(to-23, %-25)
prep(interests-18, in-26)
num(oil-30, three-27)
amod(oil-30, other-28)
amod(oil-30, Norwegian-29)
pobj(in-26, oil-30)
cc(oil-30, and-31)
nn(licenses-34, gas-32)
nn(licenses-34, production-33)
conj(oil-30, licenses-34)
punct(has-17, .-35)

prep(sold-5, In-1)
dep(In-1, 1986-2)
punct(sold-5, ,-3)
dep(sold-5, Unocal-4)
root(ROOT-0, sold-5)
det(stake-9, a-6)
number(%-8, 7.5-7)
amod(stake-9, %-8)
dobj(sold-5, stake-9)
prep(stake-9, in-10)
det(field-13, the-11)
nn(field-13, Veslefrikk-12)
pobj(in-10, field-13)
prep(sold-5, to-14)
nn(H.-19, Deutsche-15)
nn(H.-19, Erdolversorgungs-16)
nn(H.-19, G.m.b-17)
punct(H.-19, .-18)
pobj(to-14, H.-19)
punct(H.-19, ,-20)
det(company-25, a-21)
amod(company-25, West-22)
amod(company-25, German-23)
nn(company-25, oil-24)
appos(H.-19, company-25)
punct(H.-19, ,-26)
prep(sold-5, for-27)
det(amount-30, an-28)
amod(amount-30, undisclosed-29)
pobj(for-27, amount-30)
punct(sold-5, .-31)

prep(sold-5, In-1)
dep(In-1, 1987-2)
punct(sold-5, ,-3)
dep(sold-5, it-4)
root(ROOT-0, sold-5)
det(stake-9, a-6)
number(%-8, 2.5-7)
amod(stake-9, %-8)
dobj(sold-5, stake-9)
prep(stake-9, in-10)
det(field-13, the-11)
nn(field-13, Veslefrikk-12)
pobj(in-10, field-13)
prep(sold-5, to-14)
det(company-19, the-15)
amod(company-19, Swedish-16)
amod(company-19, national-17)
nn(company-19, oil-18)
pobj(to-14, company-19)
punct(sold-5, ,-20)
vmod(sold-5, resulting-21)
prep(resulting-21, in-22)
det(gain-28, a-23)
amod(gain-28, $-24)
number(million-26, 7-25)
num($-24, million-26)
amod(gain-28, after-tax-27)
pobj(in-22, gain-28)
punct(sold-5, .-29)

advmod(were-5, However-1)
punct(were-5, ,-2)
det(sales-4, those-3)
nsubj(were-5, sales-4)
root(ROOT-0, were-5)
advmod(were-5, early-6)
prep(early-6, in-7)
det(field-9, the-8)
poss(history-11, field-9)
possessive(field-9, 's-10)
pobj(in-7, history-11)
punct(were-5, ,-12)
mark(installed-17, before-13)
nn(equipment-15, production-14)
nsubjpass(installed-17, equipment-15)
auxpass(installed-17, was-16)
advcl(were-5, installed-17)
punct(were-5, .-18)

det(field-2, The-1)
nsubjpass(developed-6, field-2)
aux(developed-6, is-3)
advmod(developed-6, currently-4)
auxpass(developed-6, being-5)
root(ROOT-0, developed-6)
cc(developed-6, and-7)
auxpass(slated-9, is-8)
conj(developed-6, slated-9)
aux(start-11, to-10)
xcomp(slated-9, start-11)
dep(start-11, production-12)
prep(start-11, by-13)
det(end-15, the-14)
pobj(by-13, end-15)
prep(end-15, of-16)
det(year-18, the-17)
pobj(of-16, year-18)
punct(developed-6, .-19)

dep(expected-3, It-1)
auxpass(expected-3, 's-2)
root(ROOT-0, expected-3)
aux(produce-5, to-4)
xcomp(expected-3, produce-5)
quantmod(62,000-7, about-6)
num(barrels-8, 62,000-7)
dobj(produce-5, barrels-8)
