nsubjpass(expected-7, Confidence-1)
num($-15, 367.30-16)
det(ounce-18, an-17)
dep($-15, ounce-18)
punct(settled-13, ,-19)
advmod(settled-13, up-20)
num(cents-22, 20-21)
pobj(up-20, cents-22)
punct(settled-13, .-23)

amod(volume-2, Estimated-1)
nsubj(ounces-8, volume-2)
cop(ounces-8, was-3)
det(ounces-8, a-4)
amod(ounces-8, light-5)
number(million-7, 2.4-6)
num(ounces-8, million-7)
root(ROOT-0, ounces-8)
punct(ounces-8, .-9)

prep(quoted-11, In-1)
advmod(trading-3, early-2)
pobj(In-1, trading-3)
prep(quoted-11, in-4)
nn(Kong-6, Hong-5)
pobj(in-4, Kong-6)
dep(quoted-11, Monday-7)
punct(quoted-11, ,-8)
dep(quoted-11, gold-9)
auxpass(quoted-11, was-10)
root(ROOT-0, quoted-11)
prep(quoted-11, at-12)
pobj(at-12, $-13)
num($-13, 366.50-14)
det(ounce-16, an-15)
dep($-13, ounce-16)
punct(quoted-11, .-17)

nn(Partnership-5, East-1)
nn(Partnership-5, Rock-2)
nn(Partnership-5, Partners-3)
nn(Partnership-5, Limited-4)
nsubj(said-6, Partnership-5)
root(ROOT-0, said-6)
dep(proposed-8, it-7)
ccomp(said-6, proposed-8)
aux(acquire-10, to-9)
xcomp(proposed-8, acquire-10)
nn(Inc.-14, A.P.-11)
nn(Inc.-14, Green-12)
nn(Inc.-14, Industries-13)
dobj(acquire-10, Inc.-14)
prep(acquire-10, for-15)
pobj(for-15, $-16)
num($-16, 40-17)
det(share-19, a-18)
dep($-16, share-19)
punct(said-6, .-20)

prep(said-14, In-1)
det(letter-5, an-2)
nn(letter-5, Oct.-3)
num(letter-5, 19-4)
pobj(In-1, letter-5)
prep(letter-5, to-6)
nn(Green-8, A.P.-7)
poss(board-10, Green-8)
possessive(Green-8, 's-9)
pobj(to-6, board-10)
punct(said-14, ,-11)
nn(Rock-13, East-12)
nsubj(said-14, Rock-13)
root(ROOT-0, said-14)
det(offer-16, the-15)
nsubj(subject-18, offer-16)
cop(subject-18, is-17)
ccomp(said-14, subject-18)
prep(subject-18, to-19)
det(signing-21, the-20)
pobj(to-19, signing-21)
prep(signing-21, of-22)
det(agreement-25, a-23)
nn(agreement-25, merger-24)
pobj(of-22, agreement-25)
prep(signing-21, by-26)
neg(later-28, no-27)
pcomp(by-26, later-28)
prep(later-28, than-29)
pobj(than-29, Oct.-30)
num(Oct.-30, 31-31)
punct(said-14, .-32)

det(letter-2, The-1)
nsubj(said-15, letter-2)
punct(said-15, ,-3)
vmod(said-15, attached-4)
prep(attached-4, to-5)
det(filing-7, a-6)
pobj(to-5, filing-7)
prep(filing-7, with-8)
det(Commission-13, the-9)
nn(Commission-13, Securities-10)
cc(Securities-10, and-11)
conj(Securities-10, Exchange-12)
pobj(with-8, Commission-13)
punct(said-15, ,-14)
root(ROOT-0, said-15)
det(approval-17, the-16)
nsubj(contingent-20, approval-17)
cop(contingent-20, is-18)
advmod(contingent-20, also-19)
ccomp(said-15, contingent-20)
prep(contingent-20, upon-21)
pcomp(upon-21, obtaining-22)
amod(financing-24, satisfactory-23)
dobj(obtaining-22, financing-24)
punct(said-15, .-25)

det(official-4, An-1)
nn(official-4, A.P.-2)
nn(official-4, Green-3)
nsubj(declined-5, official-4)
root(ROOT-0, declined-5)
aux(comment-7, to-6)
xcomp(declined-5, comment-7)
prep(comment-7, on-8)
det(filing-10, the-9)
pobj(on-8, filing-10)
punct(declined-5, .-11)

det(proposal-4, The-1)
amod(proposal-4, $-2)
dep($-2, 40-a-share-3)
nsubj(values-5, proposal-4)
root(ROOT-0, values-5)
det(company-7, the-6)
dobj(values-5, company-7)
prep(values-5, at-8)
quantmod($-10, about-9)
pobj(at-8, $-10)
number(million-12, 106.6-11)
num($-10, million-12)
punct(values-5, .-13)

nn(Green-2, A.P.-1)
nsubj(has-4, Green-2)
advmod(has-4, currently-3)
root(ROOT-0, has-4)
num(shares-6, 2,664,098-5)
dobj(has-4, shares-6)
amod(shares-6, outstanding-7)
punct(has-4, .-8)

poss(stock-2, Its-1)
nsubj(closed-3, stock-2)
root(ROOT-0, closed-3)
prep(closed-3, at-4)
pobj(at-4, $-5)
num($-5, 38-6)
punct(closed-3, ,-7)
advmod(closed-3, up-8)
pobj(up-8, $-9)
num($-9, 1.875-10)
punct(closed-3, ,-11)
prep(closed-3, in-12)
amod(trading-15, national-13)
amod(trading-15, over-the-counter-14)
pobj(in-12, trading-15)
punct(closed-3, .-16)

det(company-2, The-1)
nsubj(maker-9, company-2)
cop(maker-9, is-3)
det(maker-9, a-4)
dep(maker-9, Mexico-5)
punct(Mexico-5, ,-6)
dep(Mexico-5, Mo.-7)
punct(Mexico-5, ,-8)
root(ROOT-0, maker-9)
prep(maker-9, of-10)
amod(products-12, refractory-11)
pobj(of-10, products-12)
punct(maker-9, .-13)

nn(Rock-2, East-1)
nsubj(said-4, Rock-2)
advmod(said-4, also-3)
root(ROOT-0, said-4)
prep(said-4, in-5)
det(filing-7, the-6)
pobj(in-5, filing-7)
mark(boosted-10, that-8)
dep(boosted-10, it-9)
ccomp(said-4, boosted-10)
poss(stake-12, its-11)
dobj(boosted-10, stake-12)
prep(stake-12, in-13)
nn(Green-15, A.P.-14)
pobj(in-13, Green-15)
prep(boosted-10, to-16)
num(%-18, 8.7-17)
pobj(to-16, %-18)
punct(said-4, .-19)

dep(holds-3, It-1)
advmod(holds-3, now-2)
root(ROOT-0, holds-3)
num(shares-8, 233,000-4)
nn(shares-8, A.P.-5)
nn(shares-8, Green-6)
amod(shares-8, common-7)
dobj(holds-3, shares-8)
punct(shares-8, ,-9)
prep(shares-8, including-10)
num(shares-12, 30,000-11)
pobj(including-10, shares-12)
vmod(shares-12, bought-13)
amod(Thursday-15, last-14)
tmod(bought-13, Thursday-15)
prep(bought-13, for-16)
dep($-20, $-17)
number($-20, 35.50-18)
dep($-20, to-19)
pobj(for-16, $-20)
num($-20, 36.50-21)
det(share-23, a-22)
dep($-20, share-23)
punct(holds-3, .-24)

amod(York-based-2, New-1)
amod(Kuhns-4, York-based-2)
nn(Kuhns-4, John-3)
nsubj(control-8, Kuhns-4)
cc(Kuhns-4, and-5)
nn(MacDonald-7, Robert-6)
conj(Kuhns-4, MacDonald-7)
root(ROOT-0, control-8)
nn(Inc.-12, East-9)
nn(Inc.-12, Rock-10)
nn(Inc.-12, Partners-11)
dobj(control-8, Inc.-12)
punct(Inc.-12, ,-13)
det(partner-17, the-14)
amod(partner-17, sole-15)
amod(partner-17, general-16)
appos(Inc.-12, partner-17)
prep(partner-17, of-18)
nn(L.P-22, East-19)
nn(L.P-22, Rock-20)
nn(L.P-22, Partners-21)
pobj(of-18, L.P-22)
punct(control-8, .-23)

det(partner-4, The-1)
amod(partner-4, sole-2)
amod(partner-4, limited-3)
nsubj(Inc.-12, partner-4)
prep(partner-4, of-5)
det(partnership-7, the-6)
pobj(of-5, partnership-7)
cop(Inc.-12, is-8)
nn(Inc.-12, Westwood-9)
nn(Inc.-12, Brick-10)
nn(Inc.-12, Lime-11)
root(ROOT-0, Inc.-12)
punct(Inc.-12, ,-13)
det(subsidiary-16, an-14)
amod(subsidiary-16, indirect-15)
appos(Inc.-12, subsidiary-16)
prep(subsidiary-16, of-17)
nn(Inc-20, Westwood-18)
nn(Inc-20, Group-19)
pobj(of-17, Inc-20)
punct(Inc.-12, .-21)

preconj(Brick-3, Both-1)
nn(Brick-3, Westwood-2)
nsubjpass(based-8, Brick-3)
cc(Brick-3, and-4)
nn(Group-6, Westwood-5)
conj(Brick-3, Group-6)
auxpass(based-8, are-7)
root(ROOT-0, based-8)
prep(based-8, in-9)
dep(in-9, Boston-10)
punct(based-8, .-11)

nn(rates-2, Freight-1)
nsubj(bottoming-18, rates-2)
punct(bottoming-18, ,-3)
vmod(bottoming-18, declining-4)
prep(declining-4, for-5)
pobj(for-5, most-6)
prep(most-6, of-7)
det(decade-9, the-8)
pobj(of-7, decade-9)
mwe(of-11, because-10)
prep(declining-4, of-11)
pobj(of-11, competition-12)
dep(competition-12, spurred-13)
prep(spurred-13, by-14)
dep(by-14, deregulation-15)
punct(bottoming-18, ,-16)
aux(bottoming-18, are-17)
root(ROOT-0, bottoming-18)
dep(bottoming-18, out-19)
punct(bottoming-18, ,-20)
conj(bottoming-18, turning-21)
advmod(turning-21, upward-22)
cc(bottoming-18, and-23)
conj(bottoming-18, threatening-24)
aux(fuel-26, to-25)
xcomp(threatening-24, fuel-26)
dep(fuel-26, inflation-27)
punct(bottoming-18, .-28)

nn(companies-6, Trucking-1)
punct(Trucking-1, ,-2)
conj(Trucking-1, shipping-3)
cc(Trucking-1, and-4)
conj(Trucking-1, air-freight-5)
nsubj(announced-8, companies-6)
aux(announced-8, have-7)
root(ROOT-0, announced-8)
nn(increases-10, rate-9)
dobj(announced-8, increases-10)
punct(increases-10, ,-11)
vmod(increases-10, scheduled-12)
prep(scheduled-12, for-13)
det(fall-15, this-14)
pobj(for-13, fall-15)
cc(fall-15, or-16)
amod(year-19, early-17)
amod(year-19, next-18)
conj(fall-15, year-19)
punct(increases-10, ,-20)
vmod(increases-10, reflecting-21)
amod(costs-23, higher-22)
dobj(reflecting-21, costs-23)
cc(costs-23, and-24)
amod(demand-26, tightened-25)
conj(costs-23, demand-26)
prep(demand-26, for-27)
nn(transport-29, freight-28)
pobj(for-27, transport-29)
punct(announced-8, .-30)

amod(shippers-2, Major-1)
nsubj(say-3, shippers-2)
root(ROOT-0, say-3)
dep(expect-5, they-4)
ccomp(say-3, expect-5)
nn(rates-7, freight-6)
dobj(expect-5, rates-7)
aux(rise-9, to-8)
xcomp(expect-5, rise-9)
advmod(rise-9, at-10)
pobj(at-10, least-11)
advmod(at-10, as-12)
advmod(at-10, fast-13)
prep(at-10, as-14)
dep(as-14, inflation-15)
cc(at-10, and-16)
conj(at-10, maybe-17)
dep(at-10, faster-18)
prep(rise-9, in-19)
det(years-23, the-20)
amod(years-23, next-21)
amod(years-23, few-22)
pobj(in-19, years-23)
punct(say-3, .-24)

dep(change-5, That-1)
cop(change-5, 's-2)
det(change-5, a-3)
amod(change-5, big-4)
root(ROOT-0, change-5)
prep(change-5, from-6)
amod(years-8, recent-7)
pobj(from-6, years-8)
advmod(spot-15, when-9)
nn(haulage-11, freight-10)
nsubj(spot-15, haulage-11)
cop(spot-15, was-12)
det(spot-15, a-13)
amod(spot-15, bright-14)
dep(years-8, spot-15)
prep(spot-15, for-16)
nn(productivity-18, U.S.-17)
pobj(for-16, productivity-18)
punct(spot-15, ,-19)
vmod(spot-15, helping-20)
aux(restrain-22, to-21)
xcomp(helping-20, restrain-22)
dep(restrain-22, inflation-23)
cc(restrain-22, and-24)
conj(restrain-22, make-25)
nn(industry-27, U.S.-26)
nsubj(competitive-29, industry-27)
advmod(competitive-29, more-28)
xcomp(make-25, competitive-29)
advmod(competitive-29, abroad-30)
punct(change-5, .-31)

punct(said-39, ``-1)
dep(caught-4, Demand-2)
aux(caught-4, has-3)
ccomp(said-39, caught-4)
dep(caught-4, up-5)
prep(caught-4, with-6)
det(supply-8, the-7)
pobj(with-6, supply-8)
prep(supply-8, of-9)
amod(types-11, certain-10)
pobj(of-9, types-11)
prep(types-11, of-12)
nn(transportation-14, freight-13)
pobj(of-12, transportation-14)
punct(caught-4, ,-15)
cc(caught-4, and-16)
dep(starting-19, rates-17)
aux(starting-19, are-18)
conj(caught-4, starting-19)
aux(move-21, to-20)
xcomp(starting-19, move-21)
advmod(move-21, up-22)
punct(move-21, ''-23)
prep(move-21, at-24)
det(rate-26, a-25)
pobj(at-24, rate-26)
punct(rate-26, ``-27)
amod(rate-26, close-28)
prep(close-28, to-29)
cc(close-28, or-30)
advmod(more-32, slightly-31)
conj(close-28, more-32)
prep(more-32, than-33)
det(rate-36, the-34)
nn(rate-36, inflation-35)
dep(close-28, rate-36)
punct(said-39, ,-37)
punct(said-39, ''-38)
root(ROOT-0, said-39)
nn(Sayre-41, Clifford-40)
nsubj(said-39, Sayre-41)
punct(Sayre-41, ,-42)
appos(Sayre-41, director-43)
prep(director-43, of-44)
dep(of-44, logistics-45)
prep(director-43, at-46)
nn(Co-49, Du-47)
nn(Co-49, Pont-48)
pobj(at-46, Co-49)
punct(said-39, .-50)

nsubj(said-8, Shippers-1)
dep(Shippers-1, surveyed-2)
advmod(surveyed-2, recently-3)
prep(surveyed-2, by-4)
nn(University-7, Ohio-5)
nn(University-7, State-6)
pobj(by-4, University-7)
root(ROOT-0, said-8)
dep(expect-10, they-9)
ccomp(said-8, expect-10)
poss(costs-17, their-11)
nn(costs-17, freight-transport-12)
punct(freight-transport-12, ,-13)
conj(freight-transport-12, storage-14)
cc(freight-transport-12, and-15)
conj(freight-transport-12, distribution-16)
dobj(expect-10, costs-17)
aux(rise-19, to-18)
xcomp(expect-10, rise-19)
quantmod(4-21, about-20)
num(%-22, 4-21)
dobj(rise-19, %-22)
det(year-24, this-23)
tmod(rise-19, year-24)
punct(said-8, .-25)

quantmod(10-2, Only-1)
num(%-3, 10-2)
nsubj(expected-9, %-3)
prep(%-3, of-4)
det(shippers-7, the-5)
num(shippers-7, 250-6)
pobj(of-4, shippers-7)
vmod(shippers-7, polled-8)
root(ROOT-0, expected-9)
poss(costs-12, their-10)
amod(costs-12, freight-transport-11)
dobj(expected-9, costs-12)
xcomp(expected-9, to-13)
dep(to-13, decrease-14)
punct(expected-9, ,-15)
prep(expected-9, compared-16)
pcomp(compared-16, with-17)
num(%-19, 30-18)
pobj(with-17, %-19)
dep(looked-22, who-20)
aux(looked-22, had-21)
dep(%-19, looked-22)
prep(looked-22, to-23)
dep(transport-25, freight-24)
pobj(to-23, transport-25)
aux(reduce-27, to-26)
xcomp(looked-22, reduce-27)
dep(reduce-27, costs-28)
prep(reduce-27, in-29)
amod(years-31, past-30)
pobj(in-29, years-31)
punct(expected-9, .-32)

punct(said-28, ``-1)
dep(year-6, This-2)
cop(year-6, is-3)
det(year-6, the-4)
amod(year-6, first-5)
ccomp(said-28, year-6)
prep(year-6, since-7)
nn(deregulation-9, transportation-8)
pobj(since-7, deregulation-9)
prep(deregulation-9, in-10)
dep(in-10, 1980-11)
mark(had-15, that-12)
dep(had-15, we-13)
aux(had-15, have-14)
dep(year-6, had-15)
amod(upturn-21, such-16)
det(upturn-21, a-17)
amod(upturn-21, dramatic-18)
cc(dramatic-18, and-19)
conj(dramatic-18, broad-based-20)
dobj(had-15, upturn-21)
prep(upturn-21, in-22)
amod(rates-25, perceived-23)
nn(rates-25, transportation-24)
pobj(in-22, rates-25)
punct(said-28, ,-26)
punct(said-28, ''-27)
root(ROOT-0, said-28)
nn(LaLonde-30, Bernard-29)
nsubj(said-28, LaLonde-30)
punct(LaLonde-30, ,-31)
det(professor-35, a-32)
nn(professor-35, transportation-33)
nn(professor-35, logistics-34)
appos(LaLonde-30, professor-35)
prep(professor-35, at-36)
nn(State-38, Ohio-37)
pobj(at-36, State-38)
prep(State-38, in-39)
dep(in-39, Columbus-40)
punct(said-28, .-41)

det(deregulation-2, The-1)
nsubj(enabled-12, deregulation-2)
prep(deregulation-2, of-3)
pobj(of-3, railroads-4)
cc(railroads-4, and-5)
nn(companies-7, trucking-6)
conj(railroads-4, companies-7)
dep(began-9, that-8)
dep(deregulation-2, began-9)
prep(began-9, in-10)
dep(in-10, 1980-11)
root(ROOT-0, enabled-12)
dep(bargain-15, shippers-13)
aux(bargain-15, to-14)
xcomp(enabled-12, bargain-15)
prep(bargain-15, for-16)
dep(for-16, transportation-17)
punct(enabled-12, .-18)

dep(use-3, Carriers-1)
aux(use-3, could-2)
root(ROOT-0, use-3)
poss(equipment-5, their-4)
dobj(use-3, equipment-5)
advmod(efficiently-7, more-6)
advmod(use-3, efficiently-7)
punct(use-3, ,-8)
vmod(use-3, leading-9)
prep(leading-9, to-10)
pobj(to-10, overcapacity-11)
dep(eager-14, they-12)
cop(eager-14, were-13)
ccomp(overcapacity-11, eager-14)
aux(fill-16, to-15)
xcomp(eager-14, fill-16)
punct(use-3, .-17)

dep(cut-2, Shippers-1)
root(ROOT-0, cut-2)
advmod($-4, about-3)
dobj(cut-2, $-4)
number(billion-6, 35-5)
num($-4, billion-6)
prep(cut-2, from-7)
poss(truck-12, their-8)
amod(truck-12, annual-9)
punct(truck-12, ,-10)
amod(truck-12, inter-city-11)
pobj(from-7, truck-12)
cc(truck-12, and-13)
nn(costs-15, rail-14)
conj(truck-12, costs-15)
punct(cut-2, ,-16)
prep(cut-2, to-17)
quantmod($-19, about-18)
pobj(to-17, $-19)
number(billion-21, 150-20)
num($-19, billion-21)
punct($-19, ,-22)
cc($-19, or-23)
quantmod(6.4-25, about-24)
num(%-26, 6.4-25)
conj($-19, %-26)
prep(%-26, of-27)
amod(product-30, gross-28)
amod(product-30, national-29)
pobj(of-27, product-30)
punct($-19, ,-31)
advmod($-19, down-32)
prep(down-32, from-33)
num(%-35, 8-34)
pobj(from-33, %-35)
prep(%-35, of-36)
dep(of-36, GNP-37)
prep(%-35, in-38)
dep(in-38, 1981-39)
punct(cut-2, .-40)

cc(likely-17, But-1)
prep(likely-17, with-2)
pobj(with-2, much-3)
prep(much-3, of-4)
det(inefficiency-6, the-5)
pobj(of-4, inefficiency-6)
dep(much-3, squeezed-7)
advmod(of-9, out-8)
prep(squeezed-7, of-9)
det(system-12, the-10)
amod(system-12, freight-transport-11)
pobj(of-9, system-12)
punct(likely-17, ,-13)
amod(costs-15, rising-14)
nsubj(likely-17, costs-15)
cop(likely-17, are-16)
root(ROOT-0, likely-17)
aux(reflected-20, to-18)
auxpass(reflected-20, be-19)
xcomp(likely-17, reflected-20)
advmod(reflected-20, directly-21)
prep(reflected-20, in-22)
amod(rates-25, higher-23)
nn(rates-25, freight-24)
pobj(in-22, rates-25)
punct(likely-17, .-26)

punct(said-13, ``-1)
dep(saying-4, Shippers-2)
aux(saying-4, are-3)
ccomp(said-13, saying-4)
punct(saying-4, `-5)
det(party-7, the-6)
nsubj('s-8, party-7)
ccomp(saying-4, 's-8)
dep('s-8, over-9)
punct(said-13, ,-10)
punct(said-13, '-11)
punct(said-13, ''-12)
root(ROOT-0, said-13)
nn(LaLonde-15, Mr.-14)
nsubj(said-13, LaLonde-15)
punct(said-13, .-16)

punct(able-6, ``-1)
dep(able-6, Shippers-2)
aux(able-6, wo-3)
neg(able-6, n't-4)
cop(able-6, be-5)
root(ROOT-0, able-6)
aux(look-8, to-7)
xcomp(able-6, look-8)
prep(look-8, for-9)
amod(savings-11, transportation-cost-10)
pobj(for-9, savings-11)
mark(for-15, as-12)
dep(for-15, they-13)
aux(for-15, have-14)
advcl(look-8, for-15)
det(years-21, the-16)
amod(years-21, last-17)
num(years-21, eight-18)
cc(eight-18, or-19)
conj(eight-18, nine-20)
pobj(for-15, years-21)
punct(able-6, .-22)

nn(rates-2, Transport-1)
nsubj(opportunity-7, rates-2)
aux(opportunity-7, wo-3)
neg(opportunity-7, n't-4)
cop(opportunity-7, be-5)
det(opportunity-7, an-6)
root(ROOT-0, opportunity-7)
prep(opportunity-7, for-8)
pcomp(for-8, offsetting-9)
nn(increases-11, cost-10)
dobj(offsetting-9, increases-11)
prep(increases-11, in-12)
amod(segments-14, other-13)
pobj(in-12, segments-14)
prep(segments-14, of-15)
det(economy-17, the-16)
pobj(of-15, economy-17)
punct(opportunity-7, .-18)
punct(opportunity-7, ''-19)

nn(Delaney-2, Robert-1)
nsubj(said-16, Delaney-2)
punct(Delaney-2, ,-3)
det(consultant-5, a-4)
appos(Delaney-2, consultant-5)
prep(consultant-5, at-6)
nn(Inc.-10, Arthur-7)
nn(Inc.-10, D.-8)
nn(Inc.-10, Little-9)
pobj(at-6, Inc.-10)
punct(Inc.-10, ,-11)
nn(Mass.-14, Cambridge-12)
punct(Mass.-14, ,-13)
appos(Inc.-10, Mass.-14)
punct(Delaney-2, ,-15)
root(ROOT-0, said-16)
punct(said-16, ``-17)
dep(gotten-20, We-18)
aux(gotten-20, 've-19)
ccomp(said-16, gotten-20)
predet(benefits-23, all-21)
det(benefits-23, the-22)
dobj(gotten-20, benefits-23)
prep(benefits-23, of-24)
dep(of-24, deregulation-25)
prep(gotten-20, in-26)
amod(reductions-28, freight-cost-27)
pobj(in-26, reductions-28)
punct(said-16, .-29)

advmod(starting-4, Now-1)
dep(starting-4, we-2)
aux(starting-4, are-3)
root(ROOT-0, starting-4)
aux(see-6, to-5)
xcomp(starting-4, see-6)
amod(increases-9, real-7)
amod(increases-9, freight-rate-8)
dobj(see-6, increases-9)
mark(replace-12, as-10)
dep(replace-12, carriers-11)
advcl(starting-4, replace-12)
dep(replace-12, equipment-13)
punct(replace-12, ,-14)
conj(replace-12, pay-15)
amod(costs-18, higher-16)
nn(costs-18, fuel-17)
dobj(pay-15, costs-18)
cc(replace-12, and-19)
conj(replace-12, pay-20)
dep(pay-20, more-21)
prep(pay-20, for-22)
dep(for-22, labor-23)
punct(starting-4, .-24)

dep(see-3, You-1)
aux(see-3, 'll-2)
root(ROOT-0, see-3)
dep(try-5, carriers-4)
ccomp(see-3, try-5)
aux(recoup-7, to-6)
xcomp(try-5, recoup-7)
dobj(recoup-7, some-8)
prep(some-8, of-9)
det(cutting-12, the-10)
nn(cutting-12, price-11)
pobj(of-9, cutting-12)
dep(occurred-14, that-13)
dep(cutting-12, occurred-14)
advmod(occurred-14, previously-15)
punct(see-3, .-16)
punct(see-3, ''-17)

neg(everyone-2, Not-1)
nsubj(believes-3, everyone-2)
root(ROOT-0, believes-3)
mark(are-8, that-4)
det(times-7, the-5)
amod(times-7, good-6)
nsubj(are-8, times-7)
ccomp(believes-3, are-8)
dep(are-8, over-9)
prep(are-8, for-10)
dep(for-10, shippers-11)
punct(believes-3, .-12)

punct(said-18, ``-1)
dep('s-3, There-2)
ccomp(said-18, 's-3)
advmod('s-3, still-4)
det(lot-6, a-5)
dep('s-3, lot-6)
prep(lot-6, of-7)
pobj(of-7, pressure-8)
prep(pressure-8, on-9)
dep(on-9, rates-10)
prep('s-3, in-11)
preconj(rail-13, both-12)
pobj(in-11, rail-13)
cc(rail-13, and-14)
conj(rail-13, truck-15)
punct(said-18, ,-16)
punct(said-18, ''-17)
root(ROOT-0, said-18)
nn(McCullough-20, Gerard-19)
nsubj(said-18, McCullough-20)
punct(McCullough-20, ,-21)
appos(McCullough-20, lecturer-22)
prep(lecturer-22, in-23)
dep(in-23, transportation-24)
prep(lecturer-22, at-25)
nn(Institute-27, Massachusetts-26)
pobj(at-25, Institute-27)
prep(Institute-27, of-28)
dep(of-28, Technology-29)
punct(said-18, .-30)

amod(companies-2, Less-than-truckload-1)
nsubj(discounted-16, companies-2)
punct(companies-2, ,-3)
dep(carry-5, which-4)
dep(companies-2, carry-5)
det(freight-7, the-6)
dobj(carry-5, freight-7)
prep(freight-7, of-8)
amod(shippers-10, several-9)
pobj(of-8, shippers-10)
prep(carry-5, in-11)
det(trailer-14, each-12)
nn(trailer-14, truck-13)
pobj(in-11, trailer-14)
punct(companies-2, ,-15)
root(ROOT-0, discounted-16)
advmod(discounted-16, away-17)
det(increase-22, a-18)
number(%-20, 4.7-19)
amod(increase-22, %-20)
nn(increase-22, rate-21)
dobj(discounted-16, increase-22)
vmod(increase-22, implemented-23)
amod(April-25, last-24)
tmod(implemented-23, April-25)
punct(discounted-16, .-26)

det(carriers-2, The-1)
nsubj(competing-4, carriers-2)
aux(competing-4, were-3)
root(ROOT-0, competing-4)
advmod(competing-4, fiercely-5)
prep(competing-4, for-6)
nn(share-8, market-7)
pobj(for-6, share-8)
punct(competing-4, .-9)

amod(increases-2, Railroad-rate-1)
nsubj(likely-4, increases-2)
cop(likely-4, are-3)
root(ROOT-0, likely-4)
aux(restrained-7, to-5)
auxpass(restrained-7, be-6)
xcomp(likely-4, restrained-7)
prep(restrained-7, by-8)
amod(levels-11, weakening-9)
amod(levels-11, rail-traffic-10)
pobj(by-8, levels-11)
cc(levels-11, and-12)
amod(competition-14, keen-13)
conj(levels-11, competition-14)
prep(competition-14, for-15)
dep(for-15, freight-16)
prep(competition-14, from-17)
dep(from-17, trucks-18)
punct(likely-4, .-19)

det(official-2, An-1)
nsubj(said-17, official-2)
prep(official-2, at-3)
nn(Inc.-6, Consolidated-4)
nn(Inc.-6, Freightways-5)
pobj(at-3, Inc.-6)
punct(Inc.-6, ,-7)
det(carrier-15, a-8)
dep(carrier-15, Menlo-9)
nn(Menlo-9, Park-10)
punct(Menlo-9, ,-11)
dep(Menlo-9, Calif.-12)
punct(Menlo-9, ,-13)
amod(carrier-15, less-than-truckload-14)
appos(Inc.-6, carrier-15)
punct(Inc.-6, ,-16)
