dep(want-3, Consumers-1)
conj(stays-4, leaves-9)
det(name-11, a-10)
dobj(leaves-9, name-11)
cc(name-11, and-12)
conj(name-11, address-13)
prep(leaves-9, for-14)
det(sponsor-16, the-15)
pobj(for-14, sponsor-16)
punct(mailed-24, ,-17)
nsubjpass(mailed-24, coupons-18)
cc(coupons-18, and-19)
det(newsletter-21, a-20)
conj(coupons-18, newsletter-21)
aux(mailed-24, will-22)
auxpass(mailed-24, be-23)
root(ROOT-0, mailed-24)
punct(mailed-24, ,-25)
cc(mailed-24, and-26)
det(sponsor-28, the-27)
nsubj(able-31, sponsor-28)
aux(able-31, will-29)
cop(able-31, be-30)
conj(mailed-24, able-31)
aux(gather-33, to-32)
xcomp(able-31, gather-33)
det(list-35, a-34)
dobj(gather-33, list-35)
prep(list-35, of-36)
amod(customers-39, desirable-37)
amod(customers-39, potential-38)
pobj(of-36, customers-39)
punct(mailed-24, .-40)

nn(Seaman-2, Diane-1)
nsubj(says-9, Seaman-2)
punct(Seaman-2, ,-3)
det(president-7, an-4)
nn(president-7, NBC-TV-5)
nn(president-7, vice-6)
appos(Seaman-2, president-7)
punct(Seaman-2, ,-8)
root(ROOT-0, says-9)
dep(able-13, NBC-10)
aux(able-13, has-11)
cop(able-13, been-12)
ccomp(says-9, able-13)
aux(charge-15, to-14)
xcomp(able-13, charge-15)
amod(rates-17, premium-16)
dobj(charge-15, rates-17)
prep(charge-15, for-18)
det(time-21, this-19)
nn(time-21, ad-20)
pobj(for-18, time-21)
punct(says-9, .-22)

dep(say-4, She-1)
aux(say-4, would-2)
neg(say-4, n't-3)
root(ROOT-0, say-4)
dep(is-8, what-5)
det(premium-7, the-6)
nsubj(is-8, premium-7)
ccomp(say-4, is-8)
punct(say-4, ,-9)
cc(say-4, but-10)
dep(believed-13, it-11)
auxpass(believed-13, 's-12)
conj(say-4, believed-13)
aux(%-18, to-14)
cop(%-18, be-15)
quantmod(40-17, about-16)
num(%-18, 40-17)
xcomp(believed-13, %-18)
prep(%-18, above-19)
amod(rates-22, regular-20)
amod(rates-22, daytime-21)
pobj(above-19, rates-22)
punct(say-4, .-23)

punct(says-26, ``-1)
dep(able-4, We-2)
cop(able-4, were-3)
ccomp(says-26, able-4)
aux(get-6, to-5)
xcomp(able-4, get-6)
dep(use-9, advertisers-7)
aux(use-9, to-8)
xcomp(get-6, use-9)
poss(budget-12, their-10)
nn(budget-12, promotion-11)
dobj(use-9, budget-12)
prep(use-9, for-13)
dep(for-13, this-14)
punct(use-9, ,-15)
mark(get-18, because-16)
dep(get-18, they-17)
advcl(use-9, get-18)
det(chance-20, a-19)
dobj(get-18, chance-20)
aux(do-22, to-21)
vmod(chance-20, do-22)
dep(do-22, couponing-23)
punct(says-26, ,-24)
punct(says-26, ''-25)
root(ROOT-0, says-26)
nn(Seaman-28, Ms.-27)
nsubj(says-26, Seaman-28)
punct(says-26, .-29)

punct(able-5, ``-1)
cc(able-5, And-2)
dep(able-5, we-3)
cop(able-5, were-4)
root(ROOT-0, able-5)
aux(attract-7, to-6)
xcomp(able-5, attract-7)
det(advertisers-10, some-8)
amod(advertisers-10, new-9)
dobj(attract-7, advertisers-10)
mark(something-14, because-11)
dep(something-14, this-12)
cop(something-14, is-13)
advcl(attract-7, something-14)
amod(something-14, new-15)
punct(able-5, .-16)
punct(able-5, ''-17)

nn(Parks-2, Mr.-1)
nsubj(says-6, Parks-2)
prep(Parks-2, of-3)
nn(Interactive-5, Call-4)
pobj(of-3, Interactive-5)
root(ROOT-0, says-6)
nn(executives-8, TV-7)
nsubj(considering-10, executives-8)
aux(considering-10, are-9)
ccomp(says-6, considering-10)
det(use-12, the-11)
dobj(considering-10, use-12)
prep(use-12, of-13)
num(numbers-15, 900-14)
pobj(of-13, numbers-15)
prep(use-12, for-16)
punct(news-24, ``-17)
nn(shows-19, talk-18)
conj(news-24, shows-19)
punct(news-24, ,-20)
nn(shows-22, game-21)
conj(news-24, shows-22)
punct(news-24, ,-23)
pobj(for-16, news-24)
cc(news-24, and-25)
nn(surveys-27, opinion-26)
conj(news-24, surveys-27)
punct(says-6, .-28)
punct(says-6, ''-29)

dep(predicting-3, Experts-1)
aux(predicting-3, are-2)
root(ROOT-0, predicting-3)
det(influx-6, a-4)
amod(influx-6, big-5)
dobj(predicting-3, influx-6)
prep(influx-6, of-7)
amod(shows-9, new-8)
pobj(of-7, shows-9)
prep(predicting-3, in-10)
pobj(in-10, 1990-11)
punct(1990-11, ,-12)
advmod(become-23, when-13)
det(service-15, a-14)
nsubj(become-23, service-15)
vmod(service-15, called-16)
punct(information-20, ``-17)
amod(information-20, automatic-18)
nn(information-20, number-19)
dep(called-16, information-20)
punct(information-20, ''-21)
aux(become-23, will-22)
dep(1990-11, become-23)
advmod(available-25, widely-24)
acomp(become-23, available-25)
punct(predicting-3, .-26)

det(service-2, This-1)
nsubj(identifies-3, service-2)
root(ROOT-0, identifies-3)
det(caller-5, each-4)
poss(number-8, caller-5)
possessive(caller-5, 's-6)
nn(number-8, phone-7)
dobj(identifies-3, number-8)
punct(identifies-3, ,-9)
cc(identifies-3, and-10)
dep(used-14, it-11)
aux(used-14, can-12)
auxpass(used-14, be-13)
conj(identifies-3, used-14)
aux(generate-16, to-15)
xcomp(used-14, generate-16)
amod(lists-19, instant-17)
nn(lists-19, mailing-18)
dobj(generate-16, lists-19)
punct(identifies-3, .-20)

punct(Copy-3, ``-1)
nn(Copy-3, Hard-2)
nsubj(use-16, Copy-3)
punct(Copy-3, ,-4)
punct(Copy-3, ''-5)
det(show-10, the-6)
amod(show-10, new-7)
amod(show-10, syndicated-8)
amod(show-10, tabloid-9)
dep(Copy-3, show-10)
prep(show-10, from-11)
nn(Pictures-13, Paramount-12)
pobj(from-11, Pictures-13)
punct(Copy-3, ,-14)
aux(use-16, will-15)
ccomp(says-27, use-16)
poss(number-19, its-17)
num(number-19, 900-18)
dobj(use-16, number-19)
prep(use-16, for-20)
amod(purposes-22, additional-21)
pobj(for-20, purposes-22)
dep(include-24, that-23)
dep(purposes-22, include-24)
dep(include-24, research-25)
punct(says-27, ,-26)
root(ROOT-0, says-27)
nn(Monsky-34, executive-28)
nn(Monsky-34, producer-29)
nn(Monsky-34, Mark-30)
nn(Monsky-34, B.-31)
nn(Monsky-34, von-32)
nn(Monsky-34, S.-33)
nsubj(says-27, Monsky-34)
punct(says-27, .-35)

punct(says-34, ``-1)
prep(ask-15, For-2)
det(piece-4, a-3)
pobj(For-2, piece-4)
prep(piece-4, on-5)
amod(heroes-7, local-6)
pobj(on-5, heroes-7)
prep(heroes-7, of-8)
nn(II-11, World-9)
nn(II-11, War-10)
pobj(of-8, II-11)
punct(ask-15, ,-12)
dep(ask-15, we-13)
aux(ask-15, can-14)
ccomp(says-34, ask-15)
dep(ask-15, people-16)
aux(leave-18, to-17)
xcomp(ask-15, leave-18)
det(name-20, the-19)
dobj(leave-18, name-20)
cc(name-20, and-21)
conj(name-20, number-22)
prep(name-20, of-23)
pobj(of-23, anyone-24)
dep(know-26, they-25)
ccomp(anyone-24, know-26)
dep(won-28, who-27)
dep(know-26, won-28)
det(medal-30, a-29)
dobj(won-28, medal-30)
punct(says-34, ,-31)
punct(says-34, ''-32)
dep(says-34, he-33)
root(ROOT-0, says-34)
punct(says-34, .-35)

punct(save-4, ``-1)
dep(save-4, That-2)
aux(save-4, 'll-3)
root(ROOT-0, save-4)
dep(save-4, us-5)
dep(save-4, time-6)
cc(save-4, and-7)
conj(save-4, get-8)
dep(involved-10, people-9)
dep(get-8, involved-10)
punct(save-4, .-11)
punct(save-4, ''-12)

cc(sees-4, But-1)
nn(Monsky-3, Mr.-2)
nsubj(sees-4, Monsky-3)
root(ROOT-0, sees-4)
advmod(bigger-6, much-5)
amod(changes-7, bigger-6)
dobj(sees-4, changes-7)
advmod(sees-4, ahead-8)
punct(sees-4, .-9)

punct(says-27, ``-1)
dep(steps-6, These-2)
cop(steps-6, are-3)
advmod(steps-6, just-4)
nn(steps-6, baby-5)
ccomp(says-27, steps-6)
prep(steps-6, toward-7)
amod(video-10, real-8)
amod(video-10, interactive-9)
pobj(toward-7, video-10)
punct(video-10, ,-11)
dep(believe-14, which-12)
dep(believe-14, I-13)
dep(video-10, believe-14)
aux(thing-19, will-15)
cop(thing-19, be-16)
det(thing-19, the-17)
amod(thing-19, biggest-18)
ccomp(believe-14, thing-19)
advmod(thing-19, yet-20)
aux(affect-22, to-21)
vmod(thing-19, affect-22)
dep(affect-22, television-23)
punct(says-27, ,-24)
punct(says-27, ''-25)
dep(says-27, he-26)
root(ROOT-0, says-27)
punct(says-27, .-28)

mark(be-4, Although-1)
nsubj(be-4, it-2)
aux(be-4, would-3)
advcl(let-14, be-4)
dep(be-4, costly-5)
aux(shoot-7, to-6)
xcomp(be-4, shoot-7)
amod(versions-9, multiple-8)
dobj(shoot-7, versions-9)
punct(let-14, ,-10)
nn(programmers-12, TV-11)
nsubj(let-14, programmers-12)
aux(let-14, could-13)
root(ROOT-0, let-14)
dep(vote-16, audiences-15)
ccomp(let-14, vote-16)
prep(vote-16, on-17)
amod(endings-19, different-18)
pobj(on-17, endings-19)
prep(endings-19, for-20)
det(movie-22, a-21)
pobj(for-20, movie-22)
punct(let-14, .-23)

nn(Broadcasting-2, Fox-1)
nsubj(experimented-3, Broadcasting-2)
root(ROOT-0, experimented-3)
prep(experimented-3, with-4)
det(concept-6, this-5)
pobj(with-4, concept-6)
amod(year-8, last-7)
dobj(experimented-3, year-8)
advmod(voted-18, when-9)
nsubj(voted-18, viewers-10)
prep(viewers-10, of-11)
punct(Married-13, ``-12)
pobj(of-11, Married-13)
punct(Married-13, ...-14)
prep(Married-13, With-15)
dep(With-15, Children-16)
punct(Married-13, ''-17)
rcmod(year-8, voted-18)
prep(voted-18, on-19)
mark(say-23, whether-20)
dep(say-23, Al-21)
aux(say-23, should-22)
pcomp(on-19, say-23)
punct(love-26, ``-24)
dep(love-26, I-25)
ccomp(say-23, love-26)
dep(love-26, you-27)
punct(love-26, ''-28)
prep(say-23, to-29)
dep(to-29, Peg-30)
prep(say-23, on-31)
poss(Day-34, Valentine-32)
possessive(Valentine-32, 's-33)
pobj(on-31, Day-34)
punct(experimented-3, .-35)

advmod(choose-6, Someday-1)
punct(choose-6, ,-2)
dep(choose-6, viewers-3)
aux(choose-6, may-4)
advmod(choose-6, also-5)
root(ROOT-0, choose-6)
amod(depths-8, different-7)
dobj(choose-6, depths-8)
prep(depths-8, of-9)
nn(coverage-11, news-10)
pobj(of-9, coverage-11)
punct(choose-6, .-12)

punct(says-36, ``-1)
det(menu-3, A-2)
nsubj(let-7, menu-3)
prep(menu-3, by-4)
dep(by-4, phone-5)
aux(let-7, could-6)
ccomp(says-36, let-7)
dep(decide-9, you-8)
ccomp(let-7, decide-9)
punct(decide-9, ,-10)
punct(interested-14, `-11)
dep(interested-14, I-12)
cop(interested-14, 'm-13)
dep(decide-9, interested-14)
prep(interested-14, in-15)
advmod(beginning-18, just-16)
det(beginning-18, the-17)
pobj(in-15, beginning-18)
prep(beginning-18, of-19)
nn(No.-21, story-20)
pobj(of-19, No.-21)
num(No.-21, 1-22)
punct(interested-14, ,-23)
cc(interested-14, and-24)
dep(want-26, I-25)
conj(interested-14, want-26)
nn(No.-28, story-27)
dobj(want-26, No.-28)
num(No.-28, 2-29)
prep(want-26, in-30)
dep(in-30, depth-31)
punct(says-36, ,-32)
punct(says-36, ''-33)
nn(Monsky-35, Mr.-34)
nsubj(says-36, Monsky-35)
root(ROOT-0, says-36)
punct(says-36, .-37)

punct(start-4, ``-1)
dep(start-4, You-2)
aux(start-4, 'll-3)
root(ROOT-0, start-4)
aux(see-6, to-5)
xcomp(start-4, see-6)
dobj(see-6, shows-7)
advmod(program-10, where-8)
dep(program-10, viewers-9)
ccomp(shows-7, program-10)
det(program-12, the-11)
dobj(program-10, program-12)
punct(start-4, .-13)

nn(Inc.-3, Integrated-1)
nn(Inc.-3, Resources-2)
nsubj(said-22, Inc.-3)
punct(Inc.-3, ,-4)
det(company-8, the-5)
amod(company-8, troubled-6)
nn(company-8, financial-services-7)
appos(Inc.-3, company-8)
dobj(sell-14, that-9)
aux(trying-12, has-10)
aux(trying-12, been-11)
dep(company-8, trying-12)
aux(sell-14, to-13)
xcomp(trying-12, sell-14)
poss(companies-17, its-15)
nn(companies-17, core-16)
dobj(sell-14, companies-17)
aux(restructure-19, to-18)
vmod(sell-14, restructure-19)
dep(restructure-19, debt-20)
punct(Inc.-3, ,-21)
root(ROOT-0, said-22)
dep(said-22, talks-23)
prep(talks-23, with-24)
det(buyer-27, a-25)
amod(buyer-27, potential-26)
pobj(with-24, buyer-27)
dep(talks-23, ended-28)
punct(said-22, .-29)

dep(identify-4, Integrated-1)
aux(identify-4, did-2)
neg(identify-4, n't-3)
root(ROOT-0, identify-4)
det(party-6, the-5)
dobj(identify-4, party-6)
cc(identify-4, or-7)
conj(identify-4, say-8)
advmod(failed-12, why-9)
det(talks-11, the-10)
nsubj(failed-12, talks-11)
ccomp(say-8, failed-12)
punct(identify-4, .-13)

amod(week-2, Last-1)
tmod(ended-29, week-2)
det(buyer-5, another-3)
amod(buyer-5, potential-4)
nsubj(ended-29, buyer-5)
punct(buyer-5, ,-6)
nn(Group-9, Whitehall-7)
nn(Group-9, Financial-8)
appos(buyer-5, Group-9)
punct(Group-9, ---10)
dep(agreed-13, which-11)
aux(agreed-13, had-12)
dep(Group-9, agreed-13)
prep(agreed-13, in-14)
dep(in-14, August-15)
aux(purchase-17, to-16)
xcomp(agreed-13, purchase-17)
dobj(purchase-17, most-18)
prep(most-18, of-19)
poss(companies-23, Integrated-20)
possessive(Integrated-20, 's-21)
nn(companies-23, core-22)
pobj(of-19, companies-23)
prep(purchase-17, for-24)
pobj(for-24, $-25)
number(million-27, 310-26)
num($-25, million-27)
punct(Group-9, ---28)
root(ROOT-0, ended-29)
dobj(ended-29, talks-30)
prep(talks-30, with-31)
dep(with-31, Integrated-32)
punct(ended-29, .-33)

dep(said-2, Integrated-1)
root(ROOT-0, said-2)
mark(continue-6, that-3)
dep(continue-6, it-4)
aux(continue-6, would-5)
ccomp(said-2, continue-6)
aux(pursue-8, to-7)
xcomp(continue-6, pursue-8)
punct(alternatives-11, ``-9)
amod(alternatives-11, other-10)
dobj(pursue-8, alternatives-11)
punct(alternatives-11, ''-12)
aux(sell-14, to-13)
vmod(pursue-8, sell-14)
det(companies-18, the-15)
num(companies-18, five-16)
nn(companies-18, core-17)
dobj(sell-14, companies-18)
cc(continue-6, and-19)
mark(plans-26, that-20)
det(group-22, a-21)
nsubj(plans-26, group-22)
prep(group-22, of-23)
amod(executives-25, senior-24)
pobj(of-23, executives-25)
conj(continue-6, plans-26)
aux(make-28, to-27)
xcomp(plans-26, make-28)
det(proposal-30, a-29)
dobj(make-28, proposal-30)
aux(purchase-32, to-31)
vmod(proposal-30, purchase-32)
dobj(purchase-32, three-33)
prep(three-33, of-34)
det(companies-36, the-35)
pobj(of-34, companies-36)
punct(three-33, ---37)
nn(Corp.-41, Integrated-38)
nn(Corp.-41, Resources-39)
nn(Corp.-41, Equity-40)
dep(three-33, Corp.-41)
punct(Corp.-41, ,-42)
nn(Co.-45, Resources-43)
nn(Co.-45, Trust-44)
conj(Corp.-41, Co.-45)
cc(Corp.-41, and-46)
nn(Corp-51, Integrated-47)
nn(Corp-51, Resources-48)
nn(Corp-51, Asset-49)
nn(Corp-51, Management-50)
conj(Corp.-41, Corp-51)
punct(said-2, .-52)

det(price-2, A-1)
nsubjpass(disclosed-5, price-2)
auxpass(disclosed-5, was-3)
neg(disclosed-5, n't-4)
root(ROOT-0, disclosed-5)
punct(disclosed-5, .-6)

dep(said-3, Integrated-1)
advmod(said-3, also-2)
root(ROOT-0, said-3)
dep(expects-5, it-4)
ccomp(said-3, expects-5)
aux(report-7, to-6)
xcomp(expects-5, report-7)
det(loss-10, a-8)
amod(loss-10, second-quarter-9)
dobj(report-7, loss-10)
amod(loss-10, wider-11)
prep(wider-11, than-12)
det(estimate-15, the-13)
amod(estimate-15, earlier-14)
pobj(than-12, estimate-15)
prep(estimate-15, of-16)
quantmod($-18, about-17)
pobj(of-16, $-18)
number(million-20, 600-19)
num($-18, million-20)
punct(said-3, .-21)

det(company-2, The-1)
nsubj(disclose-5, company-2)
aux(disclose-5, did-3)
neg(disclose-5, n't-4)
root(ROOT-0, disclose-5)
det(estimate-8, the-6)
amod(estimate-8, new-7)
dobj(disclose-5, estimate-8)
cc(disclose-5, but-9)
conj(disclose-5, said-10)
det(change-12, the-11)
nsubjpass(related-14, change-12)
auxpass(related-14, was-13)
ccomp(said-10, related-14)
prep(related-14, to-15)
poss(failure-18, Integrated-16)
possessive(Integrated-16, 's-17)
pobj(to-15, failure-18)
aux(sell-20, to-19)
vmod(failure-18, sell-20)
poss(businesses-23, its-21)
nn(businesses-23, core-22)
dobj(sell-20, businesses-23)
punct(failure-18, ,-24)
advmod(well-26, as-25)
cc(failure-18, well-26)
mwe(well-26, as-27)
punct(events-30, ``-28)
amod(events-30, other-29)
conj(failure-18, events-30)
punct(events-30, ,-31)
punct(events-30, ''-32)
dep(detail-37, which-33)
dep(detail-37, it-34)
aux(detail-37, did-35)
neg(detail-37, n't-36)
dep(events-30, detail-37)
punct(events-30, ,-38)
dep(occurred-40, that-39)
dep(events-30, occurred-40)
prep(occurred-40, after-41)
poss(announcement-43, its-42)
pobj(after-41, announcement-43)
amod(week-45, last-44)
dep(announcement-43, week-45)
mark(was-48, that-46)
dep(was-48, it-47)
dep(announcement-43, was-48)
prep(was-48, in-49)
pobj(in-49, talks-50)
prep(talks-50, with-51)
det(buyer-55, the-52)
amod(buyer-55, unidentified-53)
amod(buyer-55, prospective-54)
pobj(with-51, buyer-55)
punct(disclose-5, .-56)

advmod(meet-14, Meanwhile-1)
punct(meet-14, ,-2)
det(number-4, a-3)
nsubj(meet-14, number-4)
prep(number-4, of-5)
amod(producers-8, top-6)
nn(producers-8, sales-7)
pobj(of-5, producers-8)
prep(producers-8, from-9)
nn(Equity-12, Integrated-10)
nn(Equity-12, Resources-11)
pobj(from-9, Equity-12)
aux(meet-14, will-13)
root(ROOT-0, meet-14)
det(afternoon-16, this-15)
dobj(meet-14, afternoon-16)
prep(meet-14, in-17)
dep(in-17, Chicago-18)
aux(discuss-20, to-19)
vmod(meet-14, discuss-20)
poss(options-22, their-21)
dobj(discuss-20, options-22)
punct(meet-14, .-23)

det(unit-2, The-1)
nsubj(group-7, unit-2)
cop(group-7, is-3)
det(group-7, a-4)
advmod(constructed-6, loosely-5)
amod(group-7, constructed-6)
root(ROOT-0, group-7)
prep(group-7, of-8)
quantmod(3,900-10, about-9)
num(brokers-12, 3,900-10)
amod(brokers-12, independent-11)
pobj(of-8, brokers-12)
cc(brokers-12, and-13)
amod(planners-15, financial-14)
conj(brokers-12, planners-15)
dep(sell-17, who-16)
dep(brokers-12, sell-17)
nn(annuities-20, insurance-18)
punct(annuities-20, ,-19)
dobj(sell-17, annuities-20)
punct(annuities-20, ,-21)
amod(partnerships-23, limited-22)
conj(annuities-20, partnerships-23)
punct(annuities-20, ,-24)
amod(funds-26, mutual-25)
conj(annuities-20, funds-26)
cc(annuities-20, and-27)
amod(investments-29, other-28)
conj(annuities-20, investments-29)
prep(investments-29, for-30)
pobj(for-30, Integrated-31)
cc(Integrated-31, and-32)
amod(firms-34, other-33)
conj(Integrated-31, firms-34)
punct(group-7, .-35)

det(force-3, The-1)
nn(force-3, sales-2)
nsubjpass(viewed-5, force-3)
auxpass(viewed-5, is-4)
root(ROOT-0, viewed-5)
prep(viewed-5, as-6)
det(asset-9, a-7)
amod(asset-9, critical-8)
pobj(as-6, asset-9)
prep(asset-9, in-10)
poss(attempt-13, Integrated-11)
possessive(Integrated-11, 's-12)
pobj(in-10, attempt-13)
aux(sell-15, to-14)
vmod(attempt-13, sell-15)
poss(companies-18, its-16)
nn(companies-18, core-17)
dobj(sell-15, companies-18)
punct(viewed-5, .-19)

dep(cited-2, Whitehall-1)
root(ROOT-0, cited-2)
dobj(cited-2, concerns-3)
prep(concerns-3, about-4)
advmod(long-6, how-5)
advmod(able-10, long-6)
dep(able-10, Integrated-7)
aux(able-10, would-8)
cop(able-10, be-9)
pcomp(about-4, able-10)
aux(hold-12, to-11)
xcomp(able-10, hold-12)
dep(hold-12, together-13)
det(force-16, the-14)
nn(force-16, sales-15)
dobj(hold-12, force-16)
prep(cited-2, as-17)
num(reason-19, one-18)
pobj(as-17, reason-19)
poss(talks-21, its-20)
nsubj(failed-24, talks-21)
prep(talks-21, with-22)
dep(with-22, Integrated-23)
rcmod(reason-19, failed-24)
punct(cited-2, .-25)

prep(closed-13, In-1)
amod(trading-3, composite-2)
nn(yesterday-10, trading-3)
prep(yesterday-10, on-4)
det(Exchange-9, the-5)
nn(Exchange-9, New-6)
nn(Exchange-9, York-7)
nn(Exchange-9, Stock-8)
pobj(on-4, Exchange-9)
pobj(In-1, yesterday-10)
punct(closed-13, ,-11)
dep(closed-13, Integrated-12)
root(ROOT-0, closed-13)
prep(closed-13, at-14)
pobj(at-14, $-15)
num($-15, 1.25-16)
det(share-18, a-17)
dep($-15, share-18)
punct(closed-13, ,-19)
advmod(closed-13, down-20)
num(cents-22, 25-21)
pobj(down-20, cents-22)
punct(closed-13, .-23)

dep(struggling-4, Integrated-1)
aux(struggling-4, has-2)
aux(struggling-4, been-3)
root(ROOT-0, struggling-4)
aux(avoid-6, to-5)
xcomp(struggling-4, avoid-6)
det(filing-9, a-7)
nn(filing-9, bankruptcy-law-8)
dobj(avoid-6, filing-9)
prep(struggling-4, since-10)
pobj(since-10, June-11)
punct(June-11, ,-12)
advmod(failed-15, when-13)
dep(failed-15, it-14)
dep(June-11, failed-15)
aux(make-17, to-16)
xcomp(failed-15, make-17)
nn(payments-19, interest-18)
dobj(make-17, payments-19)
prep(payments-19, on-20)
quantmod($-22, nearly-21)
pobj(on-20, $-22)
number(billion-24, 1-23)
num($-22, billion-24)
prep($-22, of-25)
dep(of-25, debt-26)
punct(struggling-4, .-27)

amod(senior-2, Integrated-1)
nsubjpass(owed-7, senior-2)
cc(senior-2, and-3)
amod(creditors-5, junior-4)
conj(senior-2, creditors-5)
auxpass(owed-7, are-6)
root(ROOT-0, owed-7)
det(total-9, a-8)
dobj(owed-7, total-9)
prep(total-9, of-10)
quantmod($-12, about-11)
pobj(of-10, $-12)
number(billion-14, 1.8-13)
num($-12, billion-14)
punct(owed-7, .-15)

det(EARTHQUAKE-2, AN-1)
nsubj(STRUCK-3, EARTHQUAKE-2)
root(ROOT-0, STRUCK-3)
amod(California-5, Northern-4)
dobj(STRUCK-3, California-5)
punct(STRUCK-3, ,-6)
vmod(STRUCK-3, killing-7)
mwe(than-9, more-8)
quantmod(50-10, than-9)
num(people-11, 50-10)
dobj(killing-7, people-11)
punct(STRUCK-3, .-12)

det(temblor-3, The-1)
amod(temblor-3, violent-2)
nsubj(caused-19, temblor-3)
punct(temblor-3, ,-4)
dep(lasted-6, which-5)
dep(temblor-3, lasted-6)
quantmod(15-8, about-7)
num(seconds-9, 15-8)
dobj(lasted-6, seconds-9)
cc(lasted-6, and-10)
conj(lasted-6, registered-11)
dep(registered-11, 6.9-12)
prep(registered-11, on-13)
det(scale-16, the-14)
nn(scale-16, Richter-15)
pobj(on-13, scale-16)
punct(temblor-3, ,-17)
advmod(caused-19, also-18)
root(ROOT-0, caused-19)
det(collapse-21, the-20)
dobj(caused-19, collapse-21)
prep(collapse-21, of-22)
det(section-25, a-23)
amod(section-25, 30-foot-24)
pobj(of-22, section-25)
prep(section-25, of-26)
det(Bridge-31, the-27)
nn(Bridge-31, San-28)
nn(Bridge-31, Francisco-Oakland-29)
nn(Bridge-31, Bay-30)
pobj(of-26, Bridge-31)
cc(caused-19, and-32)
conj(caused-19, shook-33)
nn(Park-35, Candlestick-34)
dobj(shook-33, Park-35)
punct(caused-19, .-36)

det(tremor-2, The-1)
nsubjpass(centered-4, tremor-2)
auxpass(centered-4, was-3)
root(ROOT-0, centered-4)
prep(centered-4, near-5)
pobj(near-5, Hollister-6)
punct(Hollister-6, ,-7)
dep(Hollister-6, southeast-8)
prep(southeast-8, of-9)
nn(Francisco-11, San-10)
