nummod(put, 3)
case(production, by)
nmod:poss(production, our)
amod(production, industrial)
obl(produce, production)
punct(production, --)
cc(successes, or)
advmod(successes, even)
case(successes, by)
det(Soviet, the)
nmod:poss(successes, Soviet)
case(Soviet, 's)
conj(production, successes)
case(space, in)
nmod(successes, space)
punct(said, .)
nsubj(surprise, This)
aux(surprise, should)
advmod(surprise, n't)
root(ROOT, surprise)
det(secretary, the)
obj(surprise, secretary)
punct(surprise, ;)
punct(surprise, ;)
amod(taxpayers, American)
nsubj:pass(impressed, taxpayers)
aux(impressed, have)
aux:pass(impressed, been)
parataxis(surprise, impressed)
case(surpluses, by)
det(surpluses, the)
obl(impressed, surpluses)
case(time, for)
det(time, a)
amod(time, long)
punct(time, ,)
amod(time, long)
obl(impressed, time)
punct(surprise, .)
case(fact, In)
obl(cost, fact)
punct(cost, ,)
case(years, over)
det(years, the)
obl(cost, years)
punct(cost, ,)
det(farmer, the)
amod(farmer, American)
nmod:poss(capacity, farmer)
case(farmer, 's)
nsubj(cost, capacity)
mark(produce, to)
advmod(produce, over)
punct(produce, -)
acl(capacity, produce)
aux(cost, has)
root(ROOT, cost)
det(taxpayers, the)
obj(cost, taxpayers)
det(dollar, a)
amod(dollar, large)
obj(cost, dollar)
punct(cost, .)
cc(declared, And)
advmod(far, thus)
advmod(offered, far)
punct(offered, ,)
nsubj(offered, Mr.)
flat(Mr., Freeman)
aux(offered, has)
root(ROOT, offered)
advmod(little, very)
amod(relief, little)
obj(offered, relief)
punct(relief, .)
det(program, The)
nummod(program, 1961)
compound(grain, feed)
compound(program, grain)
appos(relief, program)
punct(program, ,)
obj(sponsored, which)
det(secretary, the)
nsubj(sponsored, secretary)
acl:relcl(program, sponsored)
punct(declared, ,)
aux(declared, has)
aux:pass(declared, been)
parataxis(offered, declared)
det(fiasco, a)
nummod(dollar, billion)
compound(fiasco, dollar)
obj(declared, fiasco)
punct(declared, .)
case(exchange, In)
obl(pledged, exchange)
case(supports, for)
amod(supports, higher)
compound(supports, price)
nmod(exchange, supports)
punct(pledged, ,)
nsubj(pledged, growers)
root(ROOT, pledged)
obj(pledged, reduction)
case(acreage, in)
amod(acreage, planted)
obl(pledged, acreage)
punct(pledged, .)
cc(outsmarted, But)
det(farmers, the)
nsubj(outsmarted, farmers)
root(ROOT, outsmarted)
obj(outsmarted, Washington)
mark(shortening, by)
advcl(outsmarted, shortening)
det(distance, the)
obj(shortening, distance)
case(rows, between)
det(rows, the)
nmod(distance, rows)
cc(pouring, and)
conj(rows, pouring)
case(fertilizer, on)
det(fertilizer, the)
obl(pouring, fertilizer)
punct(outsmarted, .)
det(result, The)
nsubj(added, result)
punct(result, :)
nsubj(added, $)
compound(billion, 1.1)
nummod($, billion)
root(ROOT, added)
case(deficit, to)
det(deficit, the)
obl(added, deficit)
case(budget, in)
det(budget, the)
amod(budget, federal)
nmod(deficit, budget)
punct(added, .)
advmod(stop, Perhaps)
punct(stop, ,)
mark(says, as)
nsubj(says, Mr.)
flat(Mr., Freeman)
advcl(stop, says)
punct(stop, ,)
amod(agriculture, American)
nsubj(stop, agriculture)
aux(stop, may)
root(ROOT, stop)
det(Communists, the)
obj(stop, Communists)
punct(swindling, ,)
cc(swindling, but)
nsubj(swindling, it)
aux(swindling, is)
advmod(swindling, also)
conj(stop, swindling)
det(taxpayer, the)
amod(taxpayer, American)
obj(swindling, taxpayer)
punct(stop, .)
nsubj(going, What)
cop(wrong, 's)
advcl(going, wrong)
case(state, at)
obl(wrong, state)
det(subcommittee, A)
compound(subcommittee, senate)
obl(wrong, subcommittee)
acl(subcommittee, headed)
case(Sen., by)
obl(headed, Sen.)
flat(Sen., Jackson)
case(Washington, of)
nmod(Sen., Washington)
aux(going, has)
aux(going, been)
root(ROOT, going)
case(Department, over)
det(Department, the)
compound(Department, State)
obl(going, Department)
cc(reached, and)
aux(reached, has)
conj(going, reached)
det(conclusions, some)
amod(conclusions, predictable)
obj(reached, conclusions)
punct(going, .)
det(department, The)
nsubj(needs, department)
ccomp(says, needs)
det(sense, a)
amod(sense, clearer)
punct(sense, ``)
obj(needs, sense)
case(direction, of)
nmod(sense, direction)
punct(sense, '')
case(top, at)
det(top, the)
obl(needs, top)
cc(needs, and)
nsubj(needs, it)
conj(needs, needs)
obj(needs, fewer)
punct(better, ,)
cc(better, but)
amod(people, better)
punct(says, ,)
nsubj(says, people)
punct(says, ,)
nsubj(says, Sen.)
flat(Sen., Jackson)
root(ROOT, says)
punct(says, .)
det(subcommittee, The)
nsubj(alone, subcommittee)
cop(alone, is)
advmod(alone, not)
root(ROOT, alone)
mark(questioning, in)
advcl(alone, questioning)
det(effectiveness, the)
obj(questioning, effectiveness)
case(department, of)
det(department, the)
nmod(effectiveness, department)
punct(alone, .)
nsubj(indicated, President)
flat(President, Kennedy)
aux(indicated, has)
root(ROOT, indicated)
nmod:poss(dissatisfaction, his)
obj(indicated, dissatisfaction)
case(performance, with)
nmod:poss(performance, its)
nmod(dissatisfaction, performance)
punct(indicated, .)
cc(overcome, But)
nsubj(overcome, those)
nsubj(revitalize, who)
aux(revitalize, would)
acl:relcl(those, revitalize)
advmod(complex, so)
xcomp(revitalize, complex)
det(organization, an)
obj(revitalize, organization)
root(ROOT, must)
punct(complex, ,)
advmod(overcome, first)
case(all, of)
obl(first, all)
punct(overcome, ,)
conj(must, overcome)
det(resistance, the)
obj(overcome, resistance)
case(layers, of)
nmod(resistance, layers)
case(officials, of)
nmod(layers, officials)
acl(officials, wedded)
case(procedures, to)
amod(procedures, traditional)
obl(wedded, procedures)
punct(suspicious, ,)
amod(procedures, suspicious)
case(innovation, of)
obl(suspicious, innovation)
cc(fearful, and)
conj(innovation, fearful)
case(mistakes, of)
obl(fearful, mistakes)
punct(overcome, .)
cc(discuss, Nor)
aux(discuss, does)
nsubj(discuss, Sen.)
flat(Sen., Jackson)
root(ROOT, discuss)
det(situation, the)
amod(situation, delicate)
obj(discuss, situation)
acl(situation, created)
case(presence, by)
det(presence, the)
obl(created, presence)
case(House, in)
det(House, the)
compound(House, White)
nmod(presence, House)
case(corps, of)
det(corps, a)
nmod(House, corps)
case(assistants, of)
amod(assistants, presidential)
nmod(corps, assistants)
acl(assistants, engaged)
case(study, in)
det(study, the)
obl(engaged, study)
case(policy, of)
amod(policy, foreign)
nmod(study, policy)
punct(discuss, .)
nsubj(tends, This)
root(ROOT, tends)
mark(create, to)
xcomp(tends, create)
obj(create, friction)
cc(confusion, and)
conj(friction, confusion)
cc(made, and)
aux(made, has)
advmod(made, not)
conj(tends, made)
obj(made, it)
xcomp(made, easier)
case(Rusk, for)
compound(Rusk, Secretary)
obl(easier, Rusk)
mark(restore, to)
advcl(easier, restore)
obj(restore, vigor)
cc(initiative, and)
conj(vigor, initiative)
case(subordinates, among)
nmod:poss(subordinates, his)
nmod(vigor, subordinates)
punct(tends, .)
cc(believe, But)
amod(observers, competent)
nsubj(believe, observers)
root(ROOT, believe)
nsubj(making, he)
aux(making, is)
ccomp(believe, making)
obj(making, progress)
punct(making, ,)
advmod(what, particularly)
case(what, toward)
obl(making, what)
nsubj(lists, Sen.)
flat(Sen., Jackson)
acl:relcl(what, lists)
case(need, as)
det(need, the)
amod(need, primary)
obl(lists, need)
punct(understanding, --)
punct(understanding, ``)
det(understanding, a)
amod(understanding, clearer)
appos(need, understanding)
case(where, of)
advmod(lie, where)
nmod:poss(interests, our)
amod(interests, vital)
amod(interests, national)
nsubj(lie, interests)
acl:relcl(understanding, lie)
cc(what, and)
obj(do, what)
nsubj(do, we)
aux(do, must)
conj(lie, do)
mark(promote, to)
xcomp(do, promote)
obj(promote, them)
punct(provide, '')
punct(provide, .)
det(Jackson, The)
nsubj(provide, Jackson)
flat(Jackson, report)
aux(provide, will)
parataxis(believe, provide)
obj(provide, some)
case(support, of)
det(support, the)
amod(support, political)
nmod(some, support)
nsubj(need, Mr.)
flat(Mr., Rusk)
aux(need, will)
acl:relcl(support, need)
mark(is, if)
nsubj(is, he)
advcl(need, is)
mark(get, to)
ccomp(is, get)
obj(get, rid)
case(personnel, of)
compound(personnel, department)
nmod(rid, personnel)
xcomp(get, engaged)
punct(get, ,)
mark(puts, as)
nsubj(puts, Sen.)
flat(Sen., Jackson)
advcl(get, puts)
obj(puts, it)
punct(puts, ,)
punct(puts, ``)
case(work, in)
obl(puts, work)
nsubj(need, that)
aux(need, does)
advmod(need, not)
advmod(need, really)
acl:relcl(work, need)
xcomp(need, doing)
punct(need, '')
punct(draw, .)
nsubj(draw, Mr.)
flat(Mr., Rusk)
aux(draw, should)
advmod(draw, also)
parataxis(believe, draw)
obj(draw, comfort)
case(recommendation, from)
nmod:poss(recommendation, Sen.)
flat(Sen., Jackson)
case(Sen., 's)
obl(draw, recommendation)
mark(improved, that)
amod(methods, congressional)
nsubj:pass(improved, methods)
mark(dealing, of)
acl(methods, dealing)
case(problems, with)
amod(problems, national)
compound(problems, security)
obl(dealing, problems)
aux:pass(improved, be)
acl(recommendation, improved)
punct(improved, .)
compound(criticism, Self)
punct(criticism, -)
nsubj:pass(improved, criticism)
cop(commodity, is)
det(commodity, a)
amod(commodity, rare)
cc(needed, but)
conj(rare, needed)
conj(improved, commodity)
case(Congress, in)
nmod(commodity, Congress)
punct(believe, .)
compound(men, Betting)
nsubj(undertaking, men)
acl(men, forecasting)
amod(activity, economic)
obj(forecasting, activity)
cop(undertaking, is)
det(undertaking, a)
amod(undertaking, hazardous)
root(ROOT, undertaking)
advmod(specialist, even)
case(specialist, for)
det(specialist, the)
obl(undertaking, specialist)
punct(undertaking, .)
cc(requires, But)
advmod(requires, now)
advmod(requires, apparently)
det(job, the)
nsubj(requires, job)
case(Secretary, of)
nmod(job, Secretary)
case(Labor, of)
nmod(Secretary, Labor)
root(ROOT, requires)
mark(willing, that)
nsubj(willing, he)
cop(willing, be)
ccomp(requires, willing)
mark(risk, to)
xcomp(willing, risk)
nmod:poss(reputation, his)
obj(risk, reputation)
case(prognosticator, as)
det(prognosticator, a)
obl(risk, prognosticator)
case(trends, of)
amod(trends, unemployment)
nmod(prognosticator, trends)
punct(requires, .)
nsubj(promised, James)
flat(James, P.)
flat(James, Mitchell)
punct(promised, ,)
mark(head, when)
nsubj(head, he)
cop(head, was)
det(head, the)
advcl(promised, head)
case(department, of)
det(department, the)
nmod(head, department)
punct(promised, ,)
root(ROOT, promised)
mark(eat, to)
xcomp(promised, eat)
nmod:poss(hat, his)
obj(eat, hat)
mark(drop, if)
nsubj(drop, unemployment)
aux(drop, did)
advmod(drop, n't)
advcl(eat, drop)
advmod(drop, below)
compound(million, three)
obl:npmod(drop, million)
det(couple, a)
obl:npmod(ago, couple)
case(years, of)
nmod(couple, years)
advmod(drop, ago)
punct(promised, .)
nsubj(lost, He)
root(ROOT, lost)
punct(settled, ,)
cc(settled, but)
conj(lost, settled)
case(cake, for)
det(cake, a)
obl(settled, cake)
case(shape, in)
det(shape, the)
obl(settled, shape)
case(fedora, of)
det(fedora, a)
nmod(shape, fedora)
punct(lost, .)
nmod:poss(successor, His)
nsubj(guessing, successor)
punct(successor, ,)
appos(successor, Secretary)
flat(Secretary, Goldberg)
punct(guessing, ,)
advmod(guessing, also)
aux(guessing, has)
aux(guessing, been)
root(ROOT, guessing)
xcomp(guessing, wrong)
case(drop, on)
det(drop, a)
obl(guessing, drop)
case(rate, in)
det(rate, the)
compound(rate, unemployment)
nmod(drop, rate)
nsubj(holding, which)
aux(holding, has)
aux(holding, been)
acl:relcl(rate, holding)
advmod(cent, just)
case(cent, under)
nummod(cent, 7)
compound(cent, per)
obl(holding, cent)
case(months, for)
det(months, the)
amod(months, last)
nummod(months, 11)
nmod(cent, months)
punct(guessing, .)
det(man, No)
compound(man, betting)
nsubj(says, man)
punct(says, ,)
nsubj(says, Mr.)
flat(Mr., Goldberg)
root(ROOT, says)
nsubj(putting, he)
aux(putting, 's)
advmod(putting, merely)
punct(putting, ``)
ccomp(says, putting)
nmod:poss(neck, my)
obj(putting, neck)
advmod(putting, out)
advmod(putting, again)
punct(putting, '')
mark(predicting, by)
advcl(putting, predicting)
det(rate, the)
obj(predicting, rate)
aux(go, will)
ccomp(predicting, go)
advmod(go, down)
det(month, this)
obl:tmod(go, month)
punct(says, .)
nsubj(basing, He)
aux(basing, is)
root(ROOT, basing)
nmod:poss(guess, his)
obj(basing, guess)
case(statistics, on)
amod(statistics, new)
compound(statistics, government)
nmod(guess, statistics)
nsubj(show, that)
acl:relcl(statistics, show)
nsubj(broadened, business)
aux(broadened, has)
ccomp(show, broadened)
nmod:poss(stride, its)
obj(broadened, stride)
punct(broadened, --)
det(record, a)
amod(record, new)
appos(stride, record)
amod(record, high)
case(income, in)
amod(income, personal)
obl(high, income)
punct(increase, ,)
det(increase, an)
conj(high, increase)
case(starts, in)
compound(starts, housing)
nmod(increase, starts)
punct(spurt, ,)
det(spurt, a)
conj(starts, spurt)
case(sales, in)
compound(sales, retail)
nmod(spurt, sales)
cc(gain, and)
det(gain, a)
conj(starts, gain)
case(orders, in)
nmod(gain, orders)
case(goods, for)
amod(goods, durable)
nmod(orders, goods)
punct(basing, .)
nsubj(had, Mr.)
flat(Mr., Mitchell)
root(ROOT, had)
det(excuse, an)
obj(had, excuse)
mark(losing, for)
acl(excuse, losing)
punct(had, --)
det(strike, the)
compound(strike, steel)
nsubj(lasted, strike)
parataxis(had, lasted)
advmod(longer, much)
advmod(lasted, longer)
mark(anticipated, than)
nsubj(anticipated, he)
advcl(longer, anticipated)
punct(had, .)
nsubj(has, Mr.)
flat(Mr., Goldberg)
parataxis(had, has)
amod(reason, less)
obj(has, reason)
mark(missing, for)
acl(reason, missing)
punct(had, .)
det(economy, The)
nsubj(seems, economy)
root(ROOT, seems)
mark(sailing, to)
aux(sailing, be)
xcomp(seems, sailing)
advmod(sailing, along)
case(keel, on)
det(keel, an)
advmod(keel, even)
obl(sailing, keel)
cc(end, and)
det(season, the)
nummod(season, 1961)
amod(season, hurricane)
nsubj(end, season)
cc(strikes, and)
compound(strikes, auto)
conj(season, strikes)
cop(end, are)
case(end, at)
det(end, an)
conj(seems, end)
mark(blamed, so)
nsubj:pass(blamed, they)
aux(blamed, ca)
advmod(blamed, n't)
aux:pass(blamed, be)
advcl(end, blamed)
case(November, in)
obl(blamed, November)
punct(seems, .)
det(odds, The)
nsubj(appear, odds)
advmod(appear, thus)
root(ROOT, appear)
xcomp(appear, favorable)
mark(spared, that)
det(secretary, the)
nmod:poss(neck, secretary)
case(secretary, 's)
nsubj:pass(spared, neck)
aux(spared, may)
aux:pass(spared, be)
ccomp(favorable, spared)
punct(appear, .)
amod(resistance, Little)
compound(chief, resistance)
nmod:poss(chief, Cambodia)
case(Cambodia, 's)
nsubj(insists, chief)
case(state, of)
nmod(chief, state)
punct(chief, ,)
nsubj:pass(accused, who)
aux(accused, has)
aux:pass(accused, been)
acl:relcl(chief, accused)
mark(harboring, of)
advcl(accused, harboring)
compound(marauders, Communist)
obj(harboring, marauders)
cc(making, and)
advmod(making, otherwise)
conj(harboring, making)
obj(making, life)
xcomp(making, miserable)
mark(neighboring, for)
advcl(miserable, neighboring)
compound(Nam, South)
compound(Nam, Viet)
obj(neighboring, Nam)
cc(Thailand, and)
conj(Nam, Thailand)
punct(insists, ,)
root(ROOT, insists)
nsubj(unhappy, he)
aux(unhappy, would)
cop(unhappy, be)
advmod(unhappy, very)
ccomp(insists, unhappy)
mark(established, if)
nsubj(established, communism)
advcl(unhappy, established)
nmod:poss(power, its)
obj(established, power)
case(Asia, in)
compound(Asia, Southeast)
obl(established, Asia)
punct(insists, .)
cc(Prince, But)
advmod(convinced, so)
advcl(Prince, convinced)
case(triumph, of)
nmod:poss(triumph, communism)
case(communism, 's)
amod(triumph, inevitable)
obl(convinced, triumph)
cop(Prince, is)
root(ROOT, Prince)
flat(Prince, Sihanouk)
mark(ready, that)
nsubj(ready, he)
cop(ready, is)
acl:relcl(Prince, ready)
mark(throw, to)
xcomp(ready, throw)
compound:prt(throw, in)
det(towel, the)
obj(throw, towel)
punct(Prince, .)
punct(Prince, ``)
nsubj(have, I)
root(ROOT, have)
mark(see, to)
xcomp(have, see)
det(facts, the)
obj(see, facts)
punct(facts, '')
punct(have, ,)
cop(way, is)
det(way, the)
parataxis(have, way)
det(prince, the)
nsubj(puts, prince)
acl:relcl(way, puts)
obj(puts, it)
punct(way, .)
cc(concedes, And)
case(point, from)
det(point, that)
obl(concedes, point)
case(vantage, of)
nmod(point, vantage)
nsubj(concedes, he)
conj(have, concedes)
det(years, another)
nummod(years, two)
obj(concedes, years)
case(grace, of)
nmod(years, grace)
case(nations, to)
nmod(grace, nations)
advcl(concedes, maintaining)
det(posture, a)
amod(posture, pro-Western)
obj(maintaining, posture)
punct(have, .)
nmod:poss(powers, Prince)
flat(Prince, Sihanouk)
case(Prince, 's)
nsubj:pass(confirmed, powers)
case(prognostication, of)
nmod(powers, prognostication)
det(day, some)
nmod:tmod(powers, day)
aux(confirmed, may)
aux:pass(confirmed, be)
root(ROOT, confirmed)
cc(likely, but)
nsubj(likely, history)
cop(likely, is)
advmod(likely, not)
conj(confirmed, likely)
mark(praise, to)
xcomp(likely, praise)
det(courage, the)
obj(praise, courage)
case(convictions, of)
nmod:poss(convictions, his)
nmod(courage, convictions)
punct(confirmed, .)
