amod(Pants-2, Red-1)
dep(Epicurean-26, Chapter-28)
num(Chapter-28, V-29)
punct(Epicurean-26, -RRB--30)
det(reference-32, a-31)
dobj(reads-20, reference-32)
prep(reference-32, to-33)
poss(Ass-38, Apuleius-34)
possessive(Apuleius-34, '-35)
det(Ass-38, The-36)
amod(Ass-38, Golden-37)
pobj(to-33, Ass-38)
vmod(reference-32, noting-39)
mark(is-48, that-40)
punct(is-48, “-41)
advmod(through-43, all-42)
dep(is-48, through-43)
det(book-45, the-44)
pobj(through-43, book-45)
punct(is-48, ,-46)
dep(is-48, there-47)
dep(noting-39, is-48)
det(feeling-52, an-49)
advmod(real-51, unmistakably-50)
amod(feeling-52, real-51)
dep(is-48, feeling-52)
prep(feeling-52, for-53)
pobj(for-53, asses-54)
punct(blame-7, ...-55)
punct(blame-7, ”-56)
punct(blame-7, ?-57)

prep(goes-26, In-1)
poss(Bride-5, Scott-2)
possessive(Scott-2, 's-3)
det(Bride-5, The-4)
pobj(In-1, Bride-5)
prep(Bride-5, of-6)
pobj(of-6, Lammermoor-7)
punct(Bride-5, -LRB--8)
dep(Bride-5, Chapter-9)
num(Chapter-9, VII-10)
punct(Bride-5, -RRB--11)
punct(goes-26, ,-12)
nsubj(reads-14, one-13)
ccomp(goes-26, reads-14)
prep(reads-14, about-15)
det(boy-17, a-16)
nsubj(cudgelling-19, boy-17)
punct(cudgelling-19, “-18)
pcomp(about-15, cudgelling-19)
det(ass-21, an-20)
dobj(cudgelling-19, ass-21)
punct(goes-26, ,-22)
punct(goes-26, ”-23)
cc(goes-26, and-24)
conj(goes-26, one-25)
root(ROOT-0, goes-26)
prt(goes-26, back-27)
prep(goes-26, over-28)
det(passage-30, the-29)
pobj(over-28, passage-30)
aux(reassure-32, to-31)
xcomp(goes-26, reassure-32)
dobj(reassure-32, himself-33)
mark(contain-38, that-34)
nsubj(contain-38, it-35)
aux(contain-38, does-36)
neg(contain-38, not-37)
ccomp(reassure-32, contain-38)
det(error-41, a-39)
amod(error-41, typographical-40)
dobj(contain-38, error-41)
prep(error-41, for-42)
punct(for-42, “-43)
pobj(for-42, cuddling-44)
punct(goes-26, .-45)
punct(goes-26, ”-46)

nsubjpass(indulged-4, One-1)
aux(indulged-4, may-2)
auxpass(indulged-4, be-3)
root(ROOT-0, indulged-4)
det(giggle-6, a-5)
dobj(indulged-4, giggle-6)
advmod(sure-11, even-7)
mark(sure-11, though-8)
nsubj(sure-11, he-9)
cop(sure-11, is-10)
advcl(indulged-4, sure-11)
mark(intend-17, that-12)
nn(Dinesen-14, Isak-13)
nsubj(intend-17, Dinesen-14)
aux(intend-17, did-15)
neg(intend-17, not-16)
ccomp(sure-11, intend-17)
det(impropriety-19, an-18)
dobj(intend-17, impropriety-19)
advmod(recorded-22, when-20)
nsubj(recorded-22, she-21)
advcl(intend-17, recorded-22)
prep(recorded-22, in-23)
advmod(Part-28, Out-24)
prep(Out-24, of-25)
pobj(of-25, Africa-26)
punct(Part-28, -LRB--27)
pobj(in-23, Part-28)
num(Part-28, V-29)
punct(Part-28, ,-30)
appos(Part-28, Chapter-31)
num(Chapter-31, 4-32)
punct(Part-28, -RRB--33)
advmod(came-41, how-34)
punct(came-41, “-35)
poss(cock-40, Fathima-36)
possessive(Fathima-36, 's-37)
amod(cock-40, big-38)
amod(cock-40, white-39)
nsubj(came-41, cock-40)
ccomp(recorded-22, came-41)
xcomp(came-41, strutting-42)
prt(strutting-42, up-43)
prep(strutting-42, before-44)
pobj(before-44, me-45)
punct(indulged-4, .-46)
punct(indulged-4, ”-47)

cc(certain-4, And-1)
nsubj(certain-4, one-2)
cop(certain-4, is-3)
root(ROOT-0, certain-4)
mark(intend-29, that-5)
nn(Rexroth-7, Kenneth-6)
nsubj(intend-29, Rexroth-7)
punct(intend-29, ,-8)
prep(intend-29, in-9)
poss(Poetry-12, his-10)
amod(Poetry-12, American-11)
pobj(in-9, Poetry-12)
prep(Poetry-12, in-13)
det(Century-16, the-14)
amod(Century-16, Twentieth-15)
pobj(in-13, Century-16)
punct(Poetry-12, -LRB--17)
dep(Poetry-12, Herder-18)
cc(Herder-18, and-19)
conj(Herder-18, Herder-20)
punct(Herder-18, ,-21)
nn(Y.-23, N.-22)
appos(Herder-18, Y.-23)
punct(Herder-18, ,-24)
tmod(Herder-18, 1971-25)
punct(Poetry-12, -RRB--26)
aux(intend-29, did-27)
neg(intend-29, not-28)
ccomp(certain-4, intend-29)
aux(hint-31, to-30)
xcomp(intend-29, hint-31)
prep(hint-31, at-32)
nn(matter-35, closet-33)
amod(matter-35, biographical-34)
pobj(at-32, matter-35)
advmod(wrote-43, when-36)
punct(wrote-43, ,-37)
prep(wrote-43, in-38)
pobj(in-38, Chapter-39)
num(Chapter-39, I-40)
punct(wrote-43, ,-41)
nsubj(wrote-43, he-42)
advcl(hint-31, wrote-43)
mark(full-50, that-44)
punct(full-50, “-45)
poss(poems-48, Whitman-46)
possessive(Whitman-46, 's-47)
nsubj(full-50, poems-48)
cop(full-50, are-49)
ccomp(wrote-43, full-50)
prep(full-50, of-51)
nsubj(doing-53, men-52)
pcomp(of-51, doing-53)
dobj(doing-53, things-54)
advmod(doing-53, together-55)
punct(intend-29, ,-56)
punct(intend-29, ”-57)
cc(intend-29, or-58)
punct(intend-29, ,-59)
advmod(referred-68, later-60)
prep(later-60, in-61)
det(chapter-64, the-62)
amod(chapter-64, same-63)
pobj(in-61, chapter-64)
punct(referred-68, ,-65)
advmod(referred-68, when-66)
nsubj(referred-68, he-67)
conj(intend-29, referred-68)
prep(referred-68, to-69)
punct(to-69, “-70)
poss(workmen-74, Whitman-71)
possessive(Whitman-71, 's-72)
amod(workmen-74, joyous-73)
pobj(to-69, workmen-74)
vmod(workmen-74, swinging-75)
poss(tools-77, their-76)
dobj(swinging-75, tools-77)
prep(swinging-75, in-78)
det(air-81, the-79)
amod(air-81, open-80)
pobj(in-78, air-81)
punct(certain-4, .-82)
punct(certain-4, ”-83)

nn(freshman-2, College-1)
nsubj(read-4, freshman-2)
advmod(read-4, still-3)
root(ROOT-0, read-4)
prep(read-4, with-5)
amod(glee-7, flendish-6)
pobj(with-5, glee-7)
det(line-10, the-8)
amod(line-10, first-9)
dobj(read-4, line-10)
prep(line-10, in-11)
pobj(in-11, Canto-12)
num(Canto-12, I-13)
prep(Canto-12, of-14)
poss(Queene-19, Spenser-15)
possessive(Spenser-15, 's-16)
det(Queene-19, The-17)
nn(Queene-19, Faerie-18)
pobj(of-14, Queene-19)
punct(mind-23, -LRB--20)
cc(mind-23, and-21)
neg(mind-23, never-22)
dep(Queene-19, mind-23)
det(title-25, the-24)
dobj(mind-23, title-25)
punct(mind-23, !-26)
punct(mind-23, -RRB--27)
nsubj(tells-29, that-28)
rcmod(line-10, tells-29)
advmod(pricking-35, how-30)
det(Knight-33, A-31)
amod(Knight-33, Gentle-32)
nsubj(pricking-35, Knight-33)
aux(pricking-35, was-34)
ccomp(tells-29, pricking-35)
prep(pricking-35, on-36)
det(plaine-38, the-37)
pobj(on-36, plaine-38)
punct(read-4, .-39)

prep(advises-18, In-1)
poss(poem-3, his-2)
pobj(In-1, poem-3)
nn(Nixon-5, Mr-4)
dep(poem-3, Nixon-5)
punct(poem-3, -LRB--6)
prep(poem-3, from-7)
nn(Mauberley-10, Hugh-8)
nn(Mauberley-10, Selwyn-9)
pobj(from-7, Mauberley-10)
punct(poem-3, -RRB--11)
punct(advises-18, ,-12)
nn(Pound-14, Ezra-13)
poss(Nixon-17, Pound-14)
possessive(Pound-14, 's-15)
nn(Nixon-17, Mr.-16)
nsubj(advises-18, Nixon-17)
root(ROOT-0, advises-18)
advmod(advises-18, kindly-19)
aux(kick-22, Do-20)
neg(kick-22, n't-21)
ccomp(advises-18, kick-22)
prep(kick-22, against-23)
det(pricks-25, the-24)
pobj(against-23, pricks-25)
punct(advises-18, ,-26)
mark(divulged-35, although-27)
det(identities-29, the-28)
nsubjpass(divulged-35, identities-29)
prep(identities-29, of-30)
det(latter-32, the-31)
pobj(of-30, latter-32)
auxpass(divulged-35, are-33)
neg(divulged-35, not-34)
advcl(advises-18, divulged-35)
punct(advises-18, .-36)

nsubjpass(entitled-3, One-1)
auxpass(entitled-3, is-2)
root(ROOT-0, entitled-3)
aux(speculate-5, to-4)
xcomp(entitled-3, speculate-5)
prep(speculate-5, on-6)
det(proposal-9, what-7)
amod(proposal-9, outrageous-8)
dobj(made-13, proposal-9)
det(narrator-11, the-10)
nsubj(made-13, narrator-11)
aux(made-13, had-12)
pcomp(on-6, made-13)
prep(made-13, in-14)
poss(Remembrance-17, Proust-15)
possessive(Proust-15, 's-16)
pobj(in-14, Remembrance-17)
prep(Remembrance-17, of-18)
pobj(of-18, Things-19)
amod(Things-19, Past-20)
punct(Remembrance-17, ,-21)
appos(Remembrance-17, Vol.-22)
num(Vol.-22, 2-23)
punct(Remembrance-17, —-24)
dep(Remembrance-17, Cities-25)
prep(Cities-25, of-26)
det(Plain-28, the-27)
pobj(of-26, Plain-28)
punct(Remembrance-17, -LRB--29)
vmod(Remembrance-17, translated-30)
prep(translated-30, by-31)
nn(Moncrieff-35, C.-32)
nn(Moncrieff-35, K.-33)
nn(Moncrieff-35, Scott-34)
pobj(by-31, Moncrieff-35)
punct(Remembrance-17, —-36)
nn(Library-38, Modern-37)
dep(Remembrance-17, Library-38)
punct(Library-38, ,-39)
nn(Y.-41, N.-40)
appos(Library-38, Y.-41)
punct(Library-38, ,-42)
tmod(Library-38, 1934-43)
punct(Library-38, ,-44)
appos(Library-38, Page-45)
num(Page-45, 90-46)
punct(Remembrance-17, -RRB--47)
aux(cause-49, to-48)
xcomp(made-13, cause-49)
det(Duchess-51, the-50)
dobj(cause-49, Duchess-51)
aux(say-53, to-52)
xcomp(cause-49, say-53)
punct(say-53, ,-54)
punct(say-53, “-55)
advmod(be-64, Apart-56)
prep(Apart-56, from-57)
poss(balls-59, your-58)
pobj(from-57, balls-59)
punct(be-64, ,-60)
aux(be-64, ca-61)
neg(be-64, n't-62)
nsubj(be-64, I-63)
dep(say-53, be-64)
prep(be-64, of-65)
det(use-67, any-66)
pobj(of-65, use-67)
prep(use-67, to-68)
pobj(to-68, you-69)
punct(entitled-3, ?-70)
punct(entitled-3, ”-71)

expl(is-2, There-1)
root(ROOT-0, is-2)
det(letter-5, a-3)
amod(letter-5, famous-4)
nsubj(is-2, letter-5)
vmod(letter-5, penned-6)
prep(penned-6, by-7)
nn(Brooke-9, Rupert-8)
pobj(by-7, Brooke-9)
prep(penned-6, to-10)
poss(friend-12, his-11)
pobj(to-10, friend-12)
punct(friend-12, ,-13)
nn(Marsh-15, Edward-14)
appos(friend-12, Marsh-15)
punct(penned-6, ,-16)
prep(penned-6, from-17)
pcomp(from-17, somewhere-18)
prep(somewhere-18, near-19)
pobj(near-19, Fiji-20)
punct(letter-5, -LRB--21)
dep(letter-5, p.-22)
num(p.-22, 463-23)
prep(p.-22, of-24)
det(Treasury-26, A-25)
pobj(of-24, Treasury-26)
prep(Treasury-26, of-27)
det(World-29, the-28)
poss(Letters-32, World-29)
possessive(World-29, 's-30)
amod(Letters-32, Great-31)
pobj(of-27, Letters-32)
punct(Treasury-26, ,-33)
appos(Treasury-26, Simon-34)
cc(Simon-34, and-35)
conj(Simon-34, Schuster-36)
punct(Simon-34, ,-37)
nn(Y.-39, N.-38)
appos(Simon-34, Y.-39)
punct(Simon-34, ,-40)
tmod(Simon-34, 1940-41)
punct(letter-5, -RRB--42)
prep(relates-46, in-43)
pobj(in-43, which-44)
nsubj(relates-46, he-45)
rcmod(letter-5, relates-46)
advmod(sends-49, how-47)
nsubj(sends-49, he-48)
ccomp(relates-46, sends-49)
poss(boy-52, his-50)
amod(boy-52, native-51)
dobj(sends-49, boy-52)
prep(sends-49, up-53)
det(tree-56, a-54)
amod(tree-56, palm-55)
pobj(up-53, tree-56)
punct(sends-49, ,-57)
advmod(cuts-61, where-58)
nsubj(cuts-61, he-59)
punct(cuts-61, “-60)
advcl(sends-49, cuts-61)
prt(cuts-61, off-62)
det(couple-64, a-63)
dobj(cuts-61, couple-64)
prep(couple-64, of-65)
amod(nuts-67, vast-66)
pobj(of-65, nuts-67)
punct(is-2, ...-68)
punct(is-2, ”-69)

punct(disclosed-5, -LRB--1)
amod(victim-3, macho-2)
nsubj(disclosed-5, victim-3)
neg(disclosed-5, not-4)
root(ROOT-0, disclosed-5)
punct(disclosed-5, -RRB--6)
punct(disclosed-5, .-7)

prep(offers-13, In-1)
det(chapter-4, the-2)
amod(chapter-4, first-3)
pobj(In-1, chapter-4)
prep(chapter-4, of-5)
nn(Tom-7, Uncle-6)
poss(Cabin-9, Tom-7)
possessive(Tom-7, 's-8)
pobj(of-5, Cabin-9)
punct(offers-13, ,-10)
nn(Stowe-12, Miss-11)
nsubj(offers-13, Stowe-12)
root(ROOT-0, offers-13)
det(dialogue-15, a-14)
dobj(offers-13, dialogue-15)
prep(dialogue-15, between-16)
pobj(between-16, Haley-17)
cc(Haley-17, and-18)
nn(Shelby-20, Mr.-19)
conj(Haley-17, Shelby-20)
punct(dialogue-15, ,-21)
nsubj(goes-25, part-22)
prep(part-22, of-23)
pobj(of-23, which-24)
rcmod(dialogue-15, goes-25)
punct(goes-25, ,-26)
punct(goes-25, “-27)
punct(say-51, `-28)
dep(say-51, Well-29)
punct(say-51, ,-30)
punct(say-51, '-31)
dep(say-51, said-32)
nsubj(said-32, Haley-33)
punct(said-32, ,-34)
mark(picked-40, after-35)
nsubj(picked-40, they-36)
aux(picked-40, had-37)
dep(picked-40, both-38)
advmod(picked-40, silently-39)
dep(said-32, picked-40)
poss(nuts-42, their-41)
dobj(picked-40, nuts-42)
prep(nuts-42, for-43)
det(season-45, a-44)
pobj(for-43, season-45)
punct(say-51, ,-46)
punct(say-51, `-47)
dobj(say-51, what-48)
aux(say-51, do-49)
nsubj(say-51, you-50)
dep(goes-25, say-51)
punct(offers-13, ?-52)
punct(offers-13, '-53)
punct(offers-13, ”-54)

prep(cause-10, In-1)
amod(House-3, Bleak-2)
pobj(In-1, House-3)
punct(House-3, -LRB--4)
dep(House-3, Chapter-5)
num(Chapter-5, XXIV-6)
punct(House-3, -RRB--7)
nsubj(cause-10, Dickens-8)
aux(cause-10, may-9)
root(ROOT-0, cause-10)
det(readers-12, some-11)
dobj(cause-10, readers-12)
aux(blush-14, to-13)
xcomp(cause-10, blush-14)
advmod(wrote-17, when-15)
nsubj(wrote-17, he-16)
advcl(cause-10, wrote-17)
prep(wrote-17, of-18)
nn(George-20, Mr.-19)
poss(blush-22, George-20)
possessive(George-20, 's-21)
pobj(of-18, blush-22)
mark(reddened-26, that-23)
punct(reddened-26, “-24)
nsubj(reddened-26, He-25)
ccomp(wrote-17, reddened-26)
det(little-28, a-27)
dobj(reddened-26, little-28)
prep(reddened-26, through-29)
poss(brown-31, his-30)
pobj(through-29, brown-31)
punct(cause-10, .-32)
punct(cause-10, ”-33)

nsubj(move-3, We-1)
aux(move-3, must-2)
root(ROOT-0, move-3)
advmod(move-3, ineluctably-4)
prep(move-3, to-5)
det(consideration-7, a-6)
pobj(to-5, consideration-7)
prep(consideration-7, of-8)
advmod(reputable-10, perfectly-9)
amod(words-11, reputable-10)
pobj(of-8, words-11)
nsubj(cause-19, which-12)
punct(cause-19, ,-13)
aux(acquired-15, having-14)
dep(cause-19, acquired-15)
amod(connotations-17, sexual-16)
dobj(acquired-15, connotations-17)
punct(cause-19, ,-18)
rcmod(words-11, cause-19)
dep(adult-24, adolescent-20)
punct(adult-24, —-21)
cc(adult-24, and-22)
advmod(adult-24, often-23)
amod(hilarity-26, adult-24)
punct(adult-24, —-25)
dobj(cause-19, hilarity-26)
punct(cause-19, ,-27)
advmod(when-29, even-28)
advmod(read-30, when-29)
advcl(cause-19, read-30)
prep(read-30, by-31)
det(person-33, a-32)
pobj(by-31, person-33)
prep(person-33, of-34)
advmod(prurient-37, only-35)
advmod(prurient-37, mildly-36)
amod(mind-38, prurient-37)
pobj(of-34, mind-38)
punct(move-3, .-39)

prep(created-16, In-1)
poss(Passage-5, Forster-2)
possessive(Forster-2, 's-3)
det(Passage-5, A-4)
pobj(In-1, Passage-5)
prep(Passage-5, to-6)
pobj(to-6, India-7)
punct(Passage-5, -LRB--8)
dep(Passage-5, Chapter-9)
num(Chapter-9, XXXI-10)
punct(Passage-5, -RRB--11)
det(picture-14, a-12)
amod(picture-14, vivid-13)
nsubjpass(created-16, picture-14)
auxpass(created-16, is-15)
root(ROOT-0, created-16)
prep(created-16, by-17)
det(sentence-19, the-18)
pobj(by-17, sentence-19)
punct(sentence-19, “-20)
nsubj(interrupted-25, Tangles-21)
prep(Tangles-21, like-22)
pobj(like-22, this-23)
advmod(interrupted-25, still-24)
dep(sentence-19, interrupted-25)
poss(intercourse-27, their-26)
dobj(interrupted-25, intercourse-27)
punct(created-16, .-28)
punct(created-16, ”-29)

npadvmod(later-2, Pages-1)
advmod(acknowledged-10, later-2)
punct(later-2, -LRB--3)
dep(later-2, Chapter-4)
num(Chapter-4, XXXVII-5)
punct(later-2, -RRB--6)
punct(acknowledged-10, ,-7)
nsubjpass(acknowledged-10, it-8)
auxpass(acknowledged-10, is-9)
root(ROOT-0, acknowledged-10)
mark(felt-17, that-11)
punct(felt-17, “-12)
nsubj(felt-17, He-13)
punct(felt-17, ,-14)
advmod(felt-17, too-15)
punct(felt-17, ,-16)
ccomp(acknowledged-10, felt-17)
mark(intercourse-24, that-18)
nsubj(intercourse-24, this-19)
cop(intercourse-24, was-20)
poss(intercourse-24, their-21)
amod(intercourse-24, last-22)
amod(intercourse-24, free-23)
ccomp(felt-17, intercourse-24)
punct(acknowledged-10, .-25)
punct(acknowledged-10, ”-26)

advmod(going-8, Apparently-1)
prep(going-8, from-2)
advmod(on-4, then-3)
pobj(from-2, on-4)
punct(going-8, ,-5)
nsubj(going-8, it-6)
aux(going-8, was-7)
root(ROOT-0, going-8)
aux(have-10, to-9)
xcomp(going-8, have-10)
aux(cash-13, to-11)
cop(cash-13, be-12)
xcomp(have-10, cash-13)
cc(cash-13, or-14)
nn(card-16, credit-15)
conj(cash-13, card-16)
advmod(cash-13, only-17)
punct(going-8, .-18)

prep(informed-13, In-1)
det(Bride-3, The-2)
pobj(In-1, Bride-3)
prep(Bride-3, of-4)
pobj(of-4, Lammermoor-5)
punct(Bride-3, -LRB--6)
dep(Bride-3, Chapter-7)
num(Chapter-7, V-8)
punct(Bride-3, -RRB--9)
punct(informed-13, ,-10)
nsubjpass(informed-13, we-11)
auxpass(informed-13, are-12)
root(ROOT-0, informed-13)
mark(placed-18, that-14)
det(heroine-16, the-15)
nsubj(placed-18, heroine-16)
punct(placed-18, “-17)
ccomp(informed-13, placed-18)
amod(restrictions-20, certain-19)
dobj(placed-18, restrictions-20)
prep(placed-18, on-21)
poss(intercourse-23, their-22)
pobj(on-21, intercourse-23)
punct(placed-18, ,-24)
punct(placed-18, ”-25)
det(limitation-27, a-26)
npadvmod(placed-18, limitation-27)
nsubjpass(set-34, that-28)
aux(set-34, might-29)
aux(set-34, have-30)
auxpass(set-34, been-31)
advmod(usefully-33, more-32)
advmod(set-34, usefully-33)
rcmod(limitation-27, set-34)
prep(set-34, in-35)
det(author-38, that-36)
amod(author-38, same-37)
poss(Roy-41, author-38)
possessive(author-38, 's-39)
nn(Roy-41, Rob-40)
pobj(in-35, Roy-41)
punct(Roy-41, -LRB--42)
dep(Roy-41, Chapter-43)
num(Chapter-43, VII-44)
punct(Roy-41, -RRB--45)
advmod(told-49, where-46)
nsubjpass(told-49, we-47)
auxpass(told-49, are-48)
rcmod(Roy-41, told-49)
prep(told-49, of-50)
det(chance-52, the-51)
pobj(of-50, chance-52)
mark(thrown-62, that-53)
det(narrator-55, the-54)
nsubjpass(thrown-62, narrator-55)
cc(narrator-55, and-56)
nn(Vernon-58, Miss-57)
conj(narrator-55, Vernon-58)
aux(thrown-62, might-59)
auxpass(thrown-62, be-60)
punct(thrown-62, “-61)
ccomp(chance-52, thrown-62)
prep(thrown-62, into-63)
advmod(close-65, very-64)
amod(intercourse-68, close-65)
cc(close-65, and-66)
conj(close-65, frequent-67)
pobj(into-63, intercourse-68)
punct(informed-13, .-69)
punct(informed-13, ”-70)

det(variation-2, A-1)
nsubjpass(found-7, variation-2)
prep(variation-2, of-3)
det(theme-5, this-4)
pobj(of-3, theme-5)
auxpass(found-7, is-6)
root(ROOT-0, found-7)
prep(found-7, in-8)
nn(Browning-10, Robert-9)
poss(Flight-13, Browning-10)
possessive(Browning-10, 's-11)
det(Flight-13, The-12)
pobj(in-8, Flight-13)
prep(Flight-13, of-14)
det(Duchess-16, the-15)
pobj(of-14, Duchess-16)
punct(Flight-13, -LRB--17)
dep(Flight-13, Section-18)
num(Section-18, V-19)
punct(Flight-13, -RRB--20)
punct(found-7, :-21)
punct(Not-23, —-22)
parataxis(found-7, Not-23)
dep(Not-23, he-24)
punct(Not-23, !-25)
cc(Not-23, For-26)
prep(told-30, in-27)
pobj(in-27, Paris-28)
nsubj(told-30, they-29)
conj(Not-23, told-30)
det(elf-32, the-31)
dobj(told-30, elf-32)
poss(land-36, Our-33)
amod(land-36, rough-34)
amod(land-36, North-35)
nsubj(Land-39, land-36)
cop(Land-39, was-37)
det(Land-39, the-38)
ccomp(told-30, Land-39)
prep(Land-39, of-40)
pobj(of-40, Lays-41)
punct(told-30, ,-42)
advmod(acknowledged-48, even-43)
mark(acknowledged-48, though-44)
nsubjpass(acknowledged-48, it-45)
auxpass(acknowledged-48, is-46)
advmod(acknowledged-48, generally-47)
advcl(told-30, acknowledged-48)
mark(uno-53, that-49)
nsubj(uno-53, Paris-50)
cop(uno-53, is-51)
nn(uno-53, número-52)
ccomp(acknowledged-48, uno-53)
prep(uno-53, in-54)
det(area-56, this-55)
pobj(in-54, area-56)
prep(area-56, of-57)
amod(activity-59, human-58)
pobj(of-57, activity-59)
punct(found-7, .-60)

advmod(picturesque-2, More-1)
dep(are-3, picturesque-2)
root(ROOT-0, are-3)
det(references-5, the-4)
nsubj(are-3, references-5)
prep(references-5, to-6)
pobj(to-6, erections-7)
punct(are-3, .-8)

det(one-3, An-1)
amod(one-3, arresting-2)
nsubj(occurs-4, one-3)
root(ROOT-0, occurs-4)
prep(occurs-4, in-5)
det(Passage-7, A-6)
pobj(in-5, Passage-7)
prep(Passage-7, to-8)
pobj(to-8, India-9)
punct(Passage-7, -LRB--10)
dep(Passage-7, Chapter-11)
num(Chapter-11, XXI-12)
punct(Passage-7, -RRB--13)
prep(describes-17, in-14)
pobj(in-14, which-15)
nsubj(describes-17, Forster-16)
rcmod(Passage-7, describes-17)
det(building-20, a-18)
amod(building-20, small-19)
dobj(describes-17, building-20)
prep(describes-17, as-21)
punct(as-21, “-22)
det(erection-27, a-23)
amod(erection-27, flimsy-24)
cc(flimsy-24, and-25)
conj(flimsy-24, frivolous-26)
pobj(as-21, erection-27)
punct(occurs-4, ,-28)
punct(occurs-4, ”-29)
mark(beheld-44, while-30)
prep(beheld-44, in-31)
det(Mayor-33, The-32)
pobj(in-31, Mayor-33)
prep(Mayor-33, of-34)
pobj(of-34, Casterbridge-35)
punct(Mayor-33, -LRB--36)
dep(Mayor-33, Chapter-37)
num(Chapter-37, XVI-38)
punct(Mayor-33, -RRB--39)
det(Mayor-41, the-40)
nsubj(beheld-44, Mayor-41)
npadvmod(Mayor-41, himself-42)
punct(beheld-44, “-43)
advcl(occurs-4, beheld-44)
det(exterior-47, the-45)
amod(exterior-47, unattractive-46)
dobj(beheld-44, exterior-47)
prep(exterior-47, of-48)
poss(erection-51, Farfrae-49)
possessive(Farfrae-49, 's-50)
pobj(of-48, erection-51)
punct(occurs-4, .-52)
punct(occurs-4, ”-53)

det(phrase-2, A-1)
nsubj(paint-4, phrase-2)
aux(paint-4, can-3)
root(ROOT-0, paint-4)
det(picture-7, an-5)
amod(picture-7, astonishing-6)
dobj(paint-4, picture-7)
prep(paint-4, for-8)
det(reader-10, the-9)
pobj(for-8, reader-10)
punct(paint-4, .-11)

root(ROOT-0, Consider-1)
poss(image-5, Dickens-2)
possessive(Dickens-2, '-3)
amod(image-5, sharp-4)
dobj(Consider-1, image-5)
prep(image-5, in-6)
amod(House-8, Bleak-7)
pobj(in-6, House-8)
punct(House-8, -LRB--9)
dep(House-8, Chapter-10)
num(Chapter-10, LIV-11)
punct(House-8, -RRB--12)
advmod(describes-15, when-13)
nsubj(describes-15, he-14)
advcl(Consider-1, describes-15)
advmod(leans-20, how-16)
punct(leans-20, “-17)
nn(Leicester-19, Sir-18)
nsubj(leans-20, Leicester-19)
ccomp(describes-15, leans-20)
advmod(leans-20, back-21)
prep(leans-20, in-22)
poss(chair-24, his-23)
pobj(in-22, chair-24)
punct(leans-20, ,-25)
cc(leans-20, and-26)
advmod(ejaculates-28, breathlessly-27)
conj(leans-20, ejaculates-28)
punct(Consider-1, ....-29)
punct(Consider-1, ”-30)

root(ROOT-0, Or-1)
punct(Or-1, ,-2)
prep(Or-1, in-3)
nn(Nickleby-5, Nicholas-4)
pobj(in-3, Nickleby-5)
punct(Nickleby-5, -LRB--6)
dep(Nickleby-5, Chapter-7)
num(Chapter-7, XLVII-8)
punct(Nickleby-5, -RRB--9)
advmod(portrays-15, where-10)
det(novelist-13, that-11)
amod(novelist-13, admirable-12)
nsubj(portrays-15, novelist-13)
advmod(portrays-15, graphically-14)
rcmod(Nickleby-5, portrays-15)
advmod(raised-22, how-16)
amod(Gride-19, old-17)
nn(Gride-19, Arthur-18)
nsubj(raised-22, Gride-19)
punct(raised-22, “-20)
advmod(raised-22, again-21)
ccomp(portrays-15, raised-22)
poss(hands-24, his-23)
dobj(raised-22, hands-24)
punct(raised-22, ,-25)
advmod(chuckled-27, again-26)
conj(raised-22, chuckled-27)
