advmod(Go-3, Where-1)
vmod(way-14, get-16)
advmod(get-16, here-17)
punct(way-14, .-18)

prep(stopped-10, Since-1)
det(tram-3, the-2)
poss(inauguration-5, tram-3)
possessive(tram-3, RSQUOs-4)
pobj(Since-1, inauguration-5)
prep(inauguration-5, in-6)
pobj(in-6, 1888-7)
nsubj(stopped-10, it-8)
aux(stopped-10, has-9)
root(ROOT-0, stopped-10)
advmod(for-12, only-11)
prep(stopped-10, for-12)
pobj(for-12, typhoons-13)
cc(typhoons-13, and-14)
nn(War-16, World-15)
nn(II-17, War-16)
conj(typhoons-13, II-17)
punct(stopped-10, .-18)

det(cars-6, The-1)
amod(cars-6, modern-2)
num(passenger-5, 120-3)
punct(passenger-5, --4)
nn(cars-6, passenger-5)
nsubj(make-7, cars-6)
root(ROOT-0, make-7)
det(journey-9, the-8)
dobj(make-7, journey-9)
prep(make-7, in-10)
quantmod(eight-12, around-11)
num(minutes-13, eight-12)
pobj(in-10, minutes-13)
punct(make-7, .-14)

advmod(have-10, However-1)
punct(have-10, ,-2)
prep(have-10, on-3)
amod(Saturdays-5, sunny-4)
pobj(on-3, Saturdays-5)
cc(Saturdays-5, and-6)
conj(Saturdays-5, Sundays-7)
nsubj(have-10, you-8)
aux(have-10, may-9)
root(ROOT-0, have-10)
aux(brave-12, to-11)
xcomp(have-10, brave-12)
det(crowd-14, a-13)
dobj(brave-12, crowd-14)
vmod(crowd-14, lining-15)
prt(lining-15, up-16)
prep(lining-15, at-17)
det(terminal-20, the-18)
amod(terminal-20, lower-19)
pobj(at-17, terminal-20)
punct(have-10, .-21)

prep(large-20, During-1)
det(festivals-6, the-2)
nn(festivals-6, spring-3)
cc(spring-3, and-4)
conj(spring-3, autumn-5)
pobj(During-1, festivals-6)
punct(festivals-6, ,-7)
advmod(seek-11, when-8)
nsubj(seek-11, people-9)
advmod(seek-11, traditionally-10)
rcmod(festivals-6, seek-11)
prt(seek-11, out-12)
det(hilltops-14, the-13)
dobj(seek-11, hilltops-14)
punct(large-20, ,-15)
det(throngs-17, the-16)
nsubj(large-20, throngs-17)
cop(large-20, are-18)
advmod(large-20, so-19)
root(ROOT-0, large-20)
nsubjpass(advised-25, you-21)
aux(advised-25, would-22)
auxpass(advised-25, be-23)
advmod(advised-25, better-24)
ccomp(large-20, advised-25)
aux(try-27, to-26)
xcomp(advised-25, try-27)
det(time-29, another-28)
tmod(try-27, time-29)
punct(large-20, .-30)

prep(is-6, At-1)
det(terminus-4, the-2)
amod(terminus-4, upper-3)
pobj(At-1, terminus-4)
expl(is-6, there-5)
root(ROOT-0, is-6)
det(center-12, a-7)
num(level-10, four-8)
punct(level-10, --9)
nn(center-12, level-10)
nn(center-12, shopping-11)
nsubj(is-6, center-12)
punct(center-12, ,-13)
det(Galleria-16, the-14)
nn(Galleria-16, Peak-15)
appos(center-12, Galleria-16)
punct(center-12, ,-17)
cc(center-12, and-18)
det(Tower-21, the-19)
nn(Tower-21, Peak-20)
conj(center-12, Tower-21)
punct(Tower-21, ,-22)
nsubj(resembles-24, which-23)
rcmod(Tower-21, resembles-24)
det(tower-28, an-25)
nn(tower-28, airport-26)
nn(tower-28, control-27)
xcomp(resembles-24, tower-28)
cc(resembles-24, and-29)
conj(resembles-24, has-30)
dobj(has-30, shops-31)
punct(shops-31, ,-32)
conj(shops-31, entertainment-33)
punct(shops-31, ,-34)
cc(shops-31, and-35)
conj(shops-31, restaurants-36)
punct(is-6, .-37)

nsubj(walk-3, You-1)
aux(walk-3, can-2)
root(ROOT-0, walk-3)
prep(walk-3, around-4)
det(peak-6, the-5)
pobj(around-4, peak-6)
prep(walk-3, for-7)
amod(views-9, impressive-8)
pobj(for-7, views-9)
prep(views-9, of-10)
nn(Kong-12, Hong-11)
pobj(of-10, Kong-12)
punct(Kong-12, ,-13)
det(coastline-15, the-14)
conj(Kong-12, coastline-15)
punct(Kong-12, ,-16)
cc(Kong-12, and-17)
det(islands-19, the-18)
conj(Kong-12, islands-19)
prep(walk-3, in-20)
num(minutes-22, 45-21)
pobj(in-20, minutes-22)
prep(walk-3, on-23)
nn(roads-27, Lugard-24)
cc(Lugard-24, and-25)
conj(Lugard-24, Harlech-26)
pobj(on-23, roads-27)
punct(walk-3, .-28)

det(view-2, The-1)
nsubj(effective-5, view-2)
cop(effective-5, is-3)
advmod(effective-5, especially-4)
root(ROOT-0, effective-5)
prep(effective-5, at-6)
pobj(at-6, night-7)
punct(effective-5, .-8)

expl(are-2, There-1)
root(ROOT-0, are-2)
advmod(are-2, also-3)
nn(stands-5, souvenir-4)
nsubj(are-2, stands-5)
punct(stands-5, ,-6)
conj(stands-5, benches-7)
prep(benches-7, for-8)
det(rest-10, a-9)
pobj(for-8, rest-10)
punct(stands-5, ,-11)
cc(stands-5, and-12)
advmod(rickshaws-19, perhaps-13)
nn(Kong-15, Hong-14)
poss(rickshaws-19, Kong-15)
possessive(Kong-15, RSQUOs-16)
amod(rickshaws-19, last-17)
amod(rickshaws-19, surviving-18)
conj(stands-5, rickshaws-19)
punct(are-2, ?-20)
advmod(are-23, however-21)
nsubj(are-23, these-22)
parataxis(are-2, are-23)
neg(are-23, not-24)
prep(are-23, for-25)
pobj(for-25, rides-26)
punct(are-23, ,-27)
cc(are-23, but-28)
cop(opportunity-33, are-29)
det(opportunity-33, a-30)
nn(opportunity-33, tourist-31)
nn(opportunity-33, photo-32)
conj(are-23, opportunity-33)
punct(are-2, .-34)

mark(RSQUOre-3, If-1)
nsubj(RSQUOre-3, you-2)
advcl(take-9, RSQUOre-3)
prep(RSQUOre-3, up-4)
pcomp(up-4, to-5)
det(climb-7, a-6)
pobj(to-5, climb-7)
punct(take-9, ,-8)
root(ROOT-0, take-9)
det(road-13, the-10)
nn(Austin-12, Mount-11)
nn(road-13, Austin-12)
dobj(take-9, road-13)
prep(take-9, to-14)
det(Gardens-18, the-15)
nn(Peak-17, Victoria-16)
nn(Gardens-18, Peak-17)
pobj(to-14, Gardens-18)
punct(take-9, .-19)

det(gardens-2, These-1)
nsubj(used-3, gardens-2)
root(ROOT-0, used-3)
aux(belong-5, to-4)
xcomp(used-3, belong-5)
prep(belong-5, to-6)
det(governor-8, the-7)
poss(lodge-11, governor-8)
possessive(governor-8, RSQUOs-9)
nn(lodge-11, mountain-10)
pobj(to-6, lodge-11)
punct(used-3, ,-12)
cc(used-3, but-13)
det(building-15, the-14)
nsubjpass(demolished-17, building-15)
auxpass(demolished-17, was-16)
conj(used-3, demolished-17)
prep(demolished-17, by-18)
det(Japanese-20, the-19)
pobj(by-18, Japanese-20)
prep(demolished-17, during-21)
det(occupation-23, the-22)
pobj(during-21, occupation-23)
prep(occupation-23, of-24)
nn(Kong-26, Hong-25)
pobj(of-24, Kong-26)
punct(used-3, .-27)

prep(RSQUOs-10, From-1)
det(terminal-4, the-2)
amod(terminal-4, lower-3)
pobj(From-1, terminal-4)
prep(terminal-4, of-5)
det(Tram-8, the-6)
nn(Tram-8, Peak-7)
pobj(of-5, Tram-8)
nsubj(RSQUOs-10, it-9)
root(ROOT-0, RSQUOs-10)
advmod(walk-14, only-11)
det(walk-14, a-12)
amod(walk-14, short-13)
dobj(RSQUOs-10, walk-14)
prep(RSQUOs-10, to-15)
det(governor-18, the-16)
amod(governor-18, former-17)
poss(residence-20, governor-18)
possessive(governor-18, RSQUOs-19)
pobj(to-15, residence-20)
punct(residence-20, ,-21)
nn(House-23, Government-22)
appos(residence-20, House-23)
punct(residence-20, ,-24)
advmod(museum-27, now-25)
det(museum-27, a-26)
rcmod(residence-20, museum-27)
punct(RSQUOs-10, .-28)

prep(provide-29, Across-1)
pcomp(Across-1, from-2)
det(mansion-4, the-3)
pobj(from-2, mansion-4)
punct(provide-29, ,-5)
det(Gardens-10, the-6)
amod(Gardens-10, Zoological-7)
cc(Zoological-7, and-8)
conj(Zoological-7, Botanical-9)
nsubj(provide-29, Gardens-10)
dep(open-12, gardens-11)
dep(Gardens-10, open-12)
advmod(open-12, daily-13)
num(am-15, 6-14)
dep(open-12, am-15)
prep(am-15, ?-16)
num(pm-18, 10-17)
pobj(?-16, pm-18)
punct(open-12, ;-19)
dep(am-22, zoo-20)
num(am-22, 6-21)
parataxis(open-12, am-22)
prep(am-22, ?-23)
num(pm-25, 7-24)
pobj(?-23, pm-25)
punct(open-12, ;-26)
dep(free-28, admission-27)
dep(open-12, free-28)
root(ROOT-0, provide-29)
det(oasis-32, a-30)
amod(oasis-32, welcome-31)
dobj(provide-29, oasis-32)
prep(provide-29, amid-33)
det(pressures-38, the-34)
amod(city-37, big-35)
punct(city-37, --36)
nn(pressures-38, city-37)
pobj(amid-33, pressures-38)
punct(provide-29, .-39)

prep(taken-9, In-1)
det(morning-5, the-2)
advmod(early-4, very-3)
amod(morning-5, early-4)
pobj(In-1, morning-5)
det(park-7, the-6)
nsubjpass(taken-9, park-7)
auxpass(taken-9, is-8)
root(ROOT-0, taken-9)
prt(taken-9, over-10)
prep(taken-9, by-11)
pobj(by-11, people-12)
vmod(people-12, doing-13)
nn(exercises-15, tai-chi-14)
dobj(doing-13, exercises-15)
punct(taken-9, .-16)

preconj(young-2, Both-1)
nsubj(go-5, young-2)
cc(young-2, and-3)
conj(young-2, old-4)
root(ROOT-0, go-5)
prep(go-5, through-6)
npadvmod(like-9, ballet-7)
punct(like-9, --8)
amod(movements-10, like-9)
pobj(through-6, movements-10)
prep(go-5, in-11)
amod(motion-13, slow-12)
pobj(in-11, motion-13)
aux(discipline-15, to-14)
xcomp(go-5, discipline-15)
det(mind-17, the-16)
dobj(discipline-15, mind-17)
cc(mind-17, and-18)
conj(mind-17, body-19)
punct(go-5, .-20)

det(park-2, The-1)
poss(zoo-4, park-2)
possessive(park-2, RSQUOs-3)
nsubj(has-5, zoo-4)
root(ROOT-0, has-5)
det(collection-7, a-6)
dobj(has-5, collection-7)
prep(collection-7, of-8)
nsubj(chattering-12, weird-9)
cc(weird-9, and-10)
conj(weird-9, wonderful-11)
pcomp(of-8, chattering-12)
nn(birds-14, jungle-13)
dobj(chattering-12, birds-14)
punct(has-5, .-15)

amod(Sights-5, More-1)
nn(Kong-3, Hong-2)
nn(Island-4, Kong-3)
nn(Sights-5, Island-4)
root(ROOT-0, Sights-5)

amod(District-2, Western-1)
root(ROOT-0, District-2)

det(District-3, The-1)
amod(District-3, Western-2)
nsubj(one-5, District-3)
cop(one-5, is-4)
root(ROOT-0, one-5)
prep(one-5, of-6)
nn(Kong-8, Hong-7)
poss(neighborhoods-11, Kong-8)
possessive(Kong-8, RSQUOs-9)
amod(neighborhoods-11, oldest-10)
pobj(of-6, neighborhoods-11)
punct(one-5, ,-12)
cc(one-5, and-13)
poss(streets-16, its-14)
amod(streets-16, narrow-15)
nsubj(hold-17, streets-16)
conj(one-5, hold-17)
det(collection-19, a-18)
dobj(hold-17, collection-19)
prep(collection-19, of-20)
amod(shops-23, fascinating-21)
amod(shops-23, traditional-22)
pobj(of-20, shops-23)
cc(shops-23, and-24)
conj(shops-23, enterprises-25)
punct(one-5, .-26)

prep(find-8, Opposite-1)
det(Terminal-5, the-2)
nn(Terminal-5, Macau-3)
nn(Terminal-5, Ferry-4)
pobj(Opposite-1, Terminal-5)
nsubj(find-8, you-6)
aux(find-8, RSQUOll-7)
root(ROOT-0, find-8)
det(Market-11, the-9)
nn(Market-11, Western-10)
dobj(find-8, Market-11)
amod(10-13, open-12)
dep(Market-11, 10-13)
nsubj(7-16, am-14)
dep(7-16, ?-15)
dep(10-13, 7-16)
dep(7-16, pm-17)
punct(find-8, .-18)

nsubj(interesting-4, It-1)
cop(interesting-4, is-2)
advmod(interesting-4, more-3)
root(ROOT-0, interesting-4)
prep(interesting-4, for-5)
poss(architecture-7, its-6)
pobj(for-5, architecture-7)
advcl(interesting-4, than-8)
dep(than-8, for-9)
poss(shopping-11, its-10)
pobj(for-9, shopping-11)
punct(interesting-4, ;-12)
nsubj(RSQUOs-14, it-13)
parataxis(interesting-4, RSQUOs-14)
dep(RSQUOs-14, situated-15)
prep(situated-15, in-16)
det(building-22, a-17)
num(story-20, four-18)
punct(story-20, --19)
nn(building-22, story-20)
amod(building-22, Edwardian-21)
pobj(in-16, building-22)
vmod(building-22, built-23)
prep(built-23, in-24)
pobj(in-24, 1906-25)
punct(interesting-4, .-26)

prep(walk-13, For-1)
det(glimpse-4, an-2)
amod(glimpse-4, interesting-3)
pobj(For-1, glimpse-4)
prep(glimpse-4, of-5)
amod(shops-11, small-6)
cc(small-6, and-7)
dep(owned-10, family-8)
punct(owned-10, --9)
conj(small-6, owned-10)
pobj(of-5, shops-11)
punct(walk-13, ,-12)
root(ROOT-0, walk-13)
prep(walk-13, along-14)
nn(Strand-16, Bonham-15)
nn(East-17, Strand-16)
pobj(along-14, East-17)
cc(East-17, and-18)
conj(East-17, West-19)
punct(East-17, ,-20)
nn(Wa-22, Man-21)
nn(Lane-23, Wa-22)
conj(East-17, Lane-23)
punct(East-17, ,-24)
cc(East-17, and-25)
nn(Street-27, Cleverly-26)
conj(East-17, Street-27)
punct(walk-13, .-28)

nsubj(find-3, You-1)
aux(find-3, RSQUOll-2)
root(ROOT-0, find-3)
nn(shops-7, herb-4)
cc(herb-4, and-5)
conj(herb-4, medicine-6)
dobj(find-3, shops-7)
punct(shops-7, ,-8)
nn(shops-10, incense-9)
conj(shops-7, shops-10)
punct(shops-7, ,-11)
nn(makers-13, chop-12)
poss(shops-15, makers-13)
possessive(makers-13, ?-14)
conj(shops-7, shops-15)
dep(shops-15, makers-16)
prep(makers-16, of-17)
amod(seals-19, Chinese-18)
pobj(of-17, seals-19)
punct(shops-7, ,-20)
cc(shops-7, and-21)
conj(shops-7, more-22)
punct(find-3, .-23)

nn(Kong-2, Hong-1)
nn(University-3, Kong-2)
poss(campus-5, University-3)
possessive(University-3, RSQUOs-4)
nsubjpass(spread-7, campus-5)
auxpass(spread-7, is-6)
root(ROOT-0, spread-7)
prep(spread-7, along-8)
nn(Road-10, Bonham-9)
pobj(along-8, Road-10)
punct(spread-7, .-11)

advmod(opened-3, When-1)
nsubj(opened-3, it-2)
advcl(had-9, opened-3)
prep(opened-3, in-4)
pobj(in-4, 1912-5)
punct(had-9, ,-6)
det(university-8, the-7)
nsubj(had-9, university-8)
root(ROOT-0, had-9)
det(total-11, a-10)
dobj(had-9, total-11)
prep(total-11, of-12)
num(students-14, 72-13)
pobj(of-12, students-14)
punct(had-9, .-15)

prep(presides-19, At-1)
det(top-3, the-2)
pobj(At-1, top-3)
prep(top-3, of-4)
det(driveway-7, a-5)
amod(driveway-7, sloping-6)
pobj(of-4, driveway-7)
punct(presides-19, ,-8)
det(structure-12, the-9)
amod(structure-12, stately-10)
amod(structure-12, Edwardian-11)
nsubj(presides-19, structure-12)
nsubj(building-18, that-13)
cop(building-18, was-14)
det(building-18, the-15)
amod(building-18, original-16)
nn(building-18, university-17)
rcmod(structure-12, building-18)
root(ROOT-0, presides-19)
prep(presides-19, over-20)
det(institution-22, the-21)
poss(buildings-25, institution-22)
possessive(institution-22, RSQUOs-23)
amod(buildings-25, newer-24)
pobj(over-20, buildings-25)
punct(presides-19, .-26)

det(University-2, The-1)
poss(Museum-7, University-2)
possessive(University-2, RSQUOs-3)
nn(Shan-6, Fung-4)
nn(Shan-6, Ping-5)
dep(Museum-7, Shan-6)
nsubj(holds-24, Museum-7)
punct(Museum-7, ,-8)
num(Road-11, 94-9)
nn(Road-11, Bonham-10)
dep(Museum-7, Road-11)
dep(Monday-13, open-12)
dep(Road-11, Monday-13)
prep(Monday-13, ?-14)
pobj(?-14, Saturday-15)
dep(Monday-13, 9:30-16)
dep(9:30-16, am-17)
prep(9:30-16, ?-18)
num(pm-20, 6-19)
pobj(?-18, pm-20)
punct(Road-11, ,-21)
dep(Road-11, admission-22)
dep(admission-22, free-23)
root(ROOT-0, holds-24)
det(collection-27, a-25)
amod(collection-27, significant-26)
dobj(holds-24, collection-27)
prep(collection-27, of-28)
pobj(of-28, antiquities-29)
punct(collection-27, :-30)
dep(collection-27, bronzes-31)
punct(bronzes-31, ,-32)
vmod(bronzes-31, dating-33)
prep(dating-33, from-34)
num(b.c.-36, 3000-35)
pobj(from-34, b.c.-36)
punct(bronzes-31, ,-37)
cc(bronzes-31, and-38)
conj(bronzes-31, ceramics-39)
punct(ceramics-39, ,-40)
prep(ceramics-39, including-41)
nn(Dynasty-43, Han-42)
nn(pottery-45, Dynasty-43)
nn(pottery-45, tomb-44)
pobj(including-41, pottery-45)
punct(holds-24, .-46)

nsubj(has-3, It-1)
advmod(has-3, also-2)
root(ROOT-0, has-3)
det(world-5, the-4)
poss(collection-8, world-5)
possessive(world-5, RSQUOs-6)
amod(collection-8, largest-7)
dobj(has-3, collection-8)
prep(collection-8, of-9)
amod(crosses-11, Nestorian-10)
pobj(of-9, crosses-11)
prep(crosses-11, from-12)
det(period-16, the-13)
nn(Dynasty-15, Yuan-14)
nn(period-16, Dynasty-15)
pobj(from-12, period-16)
punct(has-3, .-17)

root(ROOT-0, Around-1)
nn(Road-3, Hollywood-2)
pobj(Around-1, Road-3)

root(ROOT-0, Take-1)
det(Escalator-4, the-2)
nn(Escalator-4, Mid-Levels-3)
dobj(Take-1, Escalator-4)
prep(Take-1, to-5)
nn(road-7, Hollywood-6)
pobj(to-5, road-7)
punct(road-7, ,-8)
vmod(road-7, known-9)
prep(known-9, for-10)
poss(shopping-15, its-11)
nn(shopping-15, antiques-12)
cc(antiques-12, and-13)
conj(antiques-12, curio-14)
pobj(for-10, shopping-15)
punct(Take-1, .-16)

advmod(reveal-10, Here-1)
det(windows-3, the-2)
nsubj(reveal-10, windows-3)
cc(windows-3, and-4)
amod(doors-6, open-5)
conj(windows-3, doors-6)
prep(windows-3, of-7)
det(shops-9, the-8)
pobj(of-7, shops-9)
root(ROOT-0, reveal-10)
det(selection-13, an-11)
amod(selection-13, alluring-12)
dobj(reveal-10, selection-13)
prep(selection-13, of-14)
amod(furniture-16, Asian-15)
pobj(of-14, furniture-16)
punct(furniture-16, ,-17)
conj(furniture-16, carpets-18)
punct(furniture-16, ,-19)
conj(furniture-16, carvings-20)
punct(furniture-16, ,-21)
nn(figures-23, tomb-22)
conj(furniture-16, figures-23)
punct(furniture-16, ,-24)
conj(furniture-16, porcelain-25)
punct(furniture-16, ,-26)
cc(furniture-16, and-27)
conj(furniture-16, bronze-28)
punct(reveal-10, .-29)

root(ROOT-0, Walk-1)
dobj(Walk-1, west-2)
prep(Walk-1, along-3)
nn(Road-5, Hollywood-4)
pobj(along-3, Road-5)
mark(come-8, until-6)
nsubj(come-8, you-7)
advcl(Walk-1, come-8)
prep(come-8, to-9)
nn(Mo-11, Man-10)
nn(Temple-12, Mo-11)
pobj(to-9, Temple-12)
punct(Temple-12, ,-13)
det(island-15, the-14)
poss(house-18, island-15)
possessive(island-15, RSQUOs-16)
amod(house-18, oldest-17)
appos(Temple-12, house-18)
prep(house-18, of-19)
pobj(of-19, worship-20)
mark(subject-28, though-21)
det(date-23, the-22)
nsubj(subject-28, date-23)
prep(date-23, of-24)
poss(founding-26, its-25)
pobj(of-24, founding-26)
cop(subject-28, is-27)
advcl(come-8, subject-28)
prep(subject-28, to-29)
pobj(to-29, dispute-30)
punct(Walk-1, .-31)

nsubjpass(confronted-6, Visitors-1)
vmod(Visitors-1, entering-2)
det(temple-4, the-3)
dobj(entering-2, temple-4)
auxpass(confronted-6, are-5)
root(ROOT-0, confronted-6)
prep(confronted-6, by-7)
det(pall-10, a-8)
amod(pall-10, dense-9)
pobj(by-7, pall-10)
prep(pall-10, of-11)
pobj(of-11, smoke-12)
prep(pall-10, from-13)
predet(sticks-18, all-14)
det(sticks-18, the-15)
amod(sticks-18, burning-16)
nn(sticks-18, joss-17)
pobj(from-13, sticks-18)
cc(sticks-18, and-19)
det(coils-22, the-20)
nn(coils-22, incense-21)
conj(sticks-18, coils-22)
vmod(sticks-18, hanging-23)
prep(hanging-23, from-24)
det(ceiling-26, the-25)
pobj(from-24, ceiling-26)
nsubj(burn-29, these-27)
aux(burn-29, will-28)
parataxis(confronted-6, burn-29)
prep(burn-29, for-30)
advmod(long-32, as-31)
pcomp(for-30, long-32)
prep(long-32, as-33)
det(month-35, a-34)
pobj(as-33, month-35)
punct(confronted-6, .-36)

det(chairs-6, The-1)
npadvmod(plated-4, gold-2)
punct(plated-4, --3)
amod(chairs-6, plated-4)
nn(chairs-6, sedan-5)
nsubjpass(used-18, chairs-6)
prep(chairs-6, on-7)
det(side-12, the-8)
amod(hand-11, left-9)
punct(hand-11, --10)
nn(side-12, hand-11)
pobj(on-7, side-12)
prep(side-12, of-13)
det(temple-15, the-14)
pobj(of-13, temple-15)
auxpass(used-18, were-16)
advmod(used-18, once-17)
root(ROOT-0, used-18)
prep(used-18, for-19)
pcomp(for-19, transporting-20)
det(statues-22, the-21)
dobj(transporting-20, statues-22)
prep(statues-22, of-23)
det(temple-25, the-24)
poss(gods-27, temple-25)
possessive(temple-25, RSQUOs-26)
pobj(of-23, gods-27)
prep(used-18, in-28)
amod(processions-30, religious-29)
pobj(in-28, processions-30)
punct(used-18, .-31)

det(statues-2, The-1)
nsubj(represent-7, statues-2)
prep(statues-2, in-3)
det(shrine-6, the-4)
amod(shrine-6, main-5)
pobj(in-3, shrine-6)
root(ROOT-0, represent-7)
dobj(represent-7, Man-8)
punct(god-11, ,-9)
det(god-11, the-10)
dep(Man-8, god-11)
prep(god-11, of-12)
pobj(of-12, literature-13)
punct(god-11, ,-14)
cc(god-11, and-15)
conj(god-11, Mo-16)
punct(god-19, ,-17)
det(god-19, the-18)
dep(god-11, god-19)
prep(god-19, of-20)
pobj(of-20, war-21)
punct(juxtaposition-25, ,-22)
det(juxtaposition-25, a-23)
amod(juxtaposition-25, curious-24)
dep(god-11, juxtaposition-25)
punct(represent-7, .-26)

det(temple-2, The-1)
nsubjpass(crowded-5, temple-2)
auxpass(crowded-5, is-3)
advmod(crowded-5, always-4)
root(ROOT-0, crowded-5)
prep(crowded-5, with-6)
pobj(with-6, worshipers-7)
punct(crowded-5, .-8)

advmod(Street-10, Just-1)
mark(Street-10, past-2)
det(temple-4, the-3)
nsubj(Street-10, temple-4)
cop(Street-10, is-5)
det(Street-10, the-6)
advmod(named-8, aptly-7)
amod(Street-10, named-8)
nn(Street-10, Ladder-9)
root(ROOT-0, Street-10)
punct(Street-10, .-11)

root(ROOT-0, Go-1)
prep(Go-1, down-2)
num(flight-4, one-3)
pobj(down-2, flight-4)
prep(flight-4, of-5)
pobj(of-5, steps-6)
prep(Go-1, to-7)
nn(Row-9, Lascar-8)
pobj(to-7, Row-9)
punct(Row-9, ,-10)
advmod(known-12, popularly-11)
vmod(Row-9, known-12)
prep(known-12, as-13)
nn(Street-15, Cat-14)
pobj(as-13, Street-15)
punct(Go-1, ,-16)
prep(Go-1, for-17)
amod(shops-22, more-18)
nn(shops-22, antiques-19)
cc(antiques-19, and-20)
conj(antiques-19, curio-21)
pobj(for-17, shops-22)
punct(Go-1, .-23)

root(ROOT-0, Walk-1)
prep(Walk-1, up-2)
det(steps-4, the-3)
pobj(up-2, steps-4)
aux(reach-6, to-5)
xcomp(Walk-1, reach-6)
nn(Lane-8, Caine-7)
dobj(reach-6, Lane-8)
punct(Lane-8, ,-9)
advmod(find-13, where-10)
nsubj(find-13, you-11)
aux(find-13, RSQUOll-12)
rcmod(Lane-8, find-13)
det(Museum-15, the-14)
dobj(find-13, Museum-15)
prep(Museum-15, of-16)
nn(Sciences-18, Medical-17)
pobj(of-16, Sciences-18)
rcmod(Museum-15, open-19)
nn(Saturday-22, Tuesday-20)
dep(Saturday-22, ?-21)
tmod(open-19, Saturday-22)
num(am-24, 10-23)
tmod(open-19, am-24)
prep(am-24, ?-25)
num(pm-27, 5-26)
pobj(?-25, pm-27)
punct(open-19, ;-28)
dep(open-19, admission-29)
prep(admission-29, by-30)
pobj(by-30, donation-31)
punct(Walk-1, .-32)

det(building-4, The-1)
amod(building-4, interesting-2)
amod(building-4, Edwardian-3)
nsubj(Institute-9, building-4)
cop(Institute-9, was-5)
advmod(Institute-9, formerly-6)
det(Institute-9, the-7)
nn(Institute-9, Pathological-8)
root(ROOT-0, Institute-9)
punct(Institute-9, ,-10)
vmod(Institute-9, founded-11)
aux(combat-13, to-12)
xcomp(founded-11, combat-13)
det(century-16, the-14)
amod(century-16, 19th-15)
poss(outbreak-23, century-16)
possessive(century-16, RSQUOs-17)
num(year-20, 30-18)
punct(year-20, --19)
dep(long-22, year-20)
punct(long-22, --21)
amod(outbreak-23, long-22)
dobj(combat-13, outbreak-23)
prep(outbreak-23, of-24)
amod(plague-26, bubonic-25)
pobj(of-24, plague-26)
punct(Institute-9, .-27)

det(laboratory-3, The-1)
amod(laboratory-3, old-2)
nsubj(intact-6, laboratory-3)
cop(intact-6, is-4)
advmod(intact-6, still-5)
root(ROOT-0, intact-6)
punct(intact-6, ,-7)
cc(intact-6, and-8)
expl(are-10, there-9)
conj(intact-6, are-10)
nsubj(are-10, exhibits-11)
prep(exhibits-11, on-12)
amod(pharmacology-14, Chinese-13)
pobj(on-12, pharmacology-14)
cc(pharmacology-14, and-15)
det(history-17, the-16)
conj(pharmacology-14, history-17)
prep(history-17, of-18)
pobj(of-18, medicine-19)
prep(medicine-19, in-20)
nn(Kong-22, Hong-21)
pobj(in-20, Kong-22)
punct(intact-6, .-23)
